question,answer,difficulty,questionLanguageId,explanationId,canonicalProblemId
"State the decimal expansion type of 10/9.","recurring decimal","Medium","QL-137","ES-008","CP-008"
"State the decimal expansion type of 11/5.","terminating decimal","Medium","QL-137","ES-008","CP-008"
"Choose the correct decimal type for 3/2.","terminating decimal","Medium","QL-142","ES-008","CP-008"
"The fraction 8/5 produces which type of decimal expansion?","terminating decimal","Easy","QL-145","ES-008","CP-008"
"Determine the decimal form type of 4/9.","recurring decimal","Hard","QL-134","ES-008","CP-008"
"State whether 1 is terminating or recurring in decimal form.","terminating decimal","Hard","QL-131","ES-008","CP-008"
"State the decimal expansion type of 2/3.","recurring decimal","Medium","QL-137","ES-008","CP-008"
"Find whether the decimal expansion of 11/25 terminates or repeats.","terminating decimal","Easy","QL-136","ES-008","CP-008"
"Identify the decimal nature of 7/10.","terminating decimal","Easy","QL-132","ES-008","CP-008"
"Find whether the decimal expansion of 1 terminates or repeats.","terminating decimal","Easy","QL-136","ES-008","CP-008"
"Choose the correct decimal type for 7/20.","terminating decimal","Easy","QL-142","ES-008","CP-008"
"The fraction 5/14 produces which type of decimal expansion?","recurring decimal","Easy","QL-145","ES-008","CP-008"
"3 gives which type of decimal expansion?","terminating decimal","Easy","QL-140","ES-008","CP-008"
"State the decimal expansion type of 2/7.","recurring decimal","Easy","QL-137","ES-008","CP-008"
"The fraction 5/2 produces which type of decimal expansion?","terminating decimal","Medium","QL-145","ES-008","CP-008"
"State whether 1/7 is terminating or recurring in decimal form.","recurring decimal","Medium","QL-131","ES-008","CP-008"
"Determine the decimal expansion category of 3/4.","terminating decimal","Easy","QL-143","ES-008","CP-008"
"Determine the decimal expansion category of 10/9.","recurring decimal","Medium","QL-143","ES-008","CP-008"
"Determine the decimal expansion category of 1/2.","terminating decimal","Hard","QL-143","ES-008","CP-008"
"Identify the decimal nature of 8/5.","terminating decimal","Medium","QL-132","ES-008","CP-008"
"5/14 gives which type of decimal expansion?","recurring decimal","Medium","QL-140","ES-008","CP-008"
"The decimal expansion of 3/4 is:","terminating decimal","Easy","QL-139","ES-008","CP-008"
"Determine the decimal expansion category of 2/7.","recurring decimal","Easy","QL-143","ES-008","CP-008"
"2 gives which type of decimal expansion?","terminating decimal","Medium","QL-140","ES-008","CP-008"
"Classify 5/3 as terminating or recurring in decimal form.","recurring decimal","Medium","QL-135","ES-008","CP-008"
"Identify whether 2 has a terminating decimal expansion or a recurring one.","terminating decimal","Medium","QL-138","ES-008","CP-008"
"Find whether the decimal expansion of 10/9 terminates or repeats.","recurring decimal","Medium","QL-136","ES-008","CP-008"
"Identify whether 4/5 has a terminating decimal expansion or a recurring one.","terminating decimal","Easy","QL-138","ES-008","CP-008"
"Identify the decimal nature of 11/5.","terminating decimal","Hard","QL-132","ES-008","CP-008"
"The fraction 1/7 produces which type of decimal expansion?","recurring decimal","Medium","QL-145","ES-008","CP-008"
"Determine the decimal expansion category of 7/5.","terminating decimal","Easy","QL-143","ES-008","CP-008"
"The decimal expansion of 1 is:","terminating decimal","Easy","QL-139","ES-008","CP-008"
"State whether 9/8 is terminating or recurring in decimal form.","terminating decimal","Medium","QL-131","ES-008","CP-008"
"The decimal expansion of 1 is:","terminating decimal","Medium","QL-144","ES-008","CP-008"
"Determine the decimal form type of 9/5.","terminating decimal","Easy","QL-134","ES-008","CP-008"
"Identify whether 1/2 has a terminating decimal expansion or a recurring one.","terminating decimal","Hard","QL-138","ES-008","CP-008"
"1 gives which type of decimal expansion?","terminating decimal","Easy","QL-140","ES-008","CP-008"
"Determine the decimal expansion category of 1/2.","terminating decimal","Easy","QL-143","ES-008","CP-008"
"The decimal expansion of 1/7 is:","recurring decimal","Medium","QL-139","ES-008","CP-008"
"Identify the decimal nature of 11/2.","terminating decimal","Easy","QL-141","ES-008","CP-008"
"Find the type of decimal obtained from 5/9.","recurring decimal","Hard","QL-133","ES-008","CP-008"
"The decimal expansion of 11/25 is:","terminating decimal","Easy","QL-144","ES-008","CP-008"
"Identify the decimal nature of 2/3.","recurring decimal","Medium","QL-141","ES-008","CP-008"
"Choose the correct decimal type for 4/25.","terminating decimal","Medium","QL-142","ES-008","CP-008"
"Classify 8/9 as terminating or recurring in decimal form.","recurring decimal","Easy","QL-135","ES-008","CP-008"
"The decimal expansion of 9/25 is:","terminating decimal","Easy","QL-139","ES-008","CP-008"
"State the decimal expansion type of 1/2.","terminating decimal","Easy","QL-137","ES-008","CP-008"
"Classify 2/5 as terminating or recurring in decimal form.","terminating decimal","Easy","QL-135","ES-008","CP-008"
"The decimal expansion of 6/5 is:","terminating decimal","Hard","QL-144","ES-008","CP-008"
"The decimal expansion of 1 is:","terminating decimal","Easy","QL-144","ES-008","CP-008"
"The decimal expansion of 3/25 is:","terminating decimal","Medium","QL-139","ES-008","CP-008"
"State the decimal expansion type of 2/3.","recurring decimal","Hard","QL-137","ES-008","CP-008"
"Choose the correct decimal type for 9/10.","terminating decimal","Easy","QL-142","ES-008","CP-008"
"Choose the correct decimal type for 2/7.","recurring decimal","Easy","QL-142","ES-008","CP-008"
"Identify whether 5 has a terminating decimal expansion or a recurring one.","terminating decimal","Medium","QL-138","ES-008","CP-008"
"Find whether the decimal expansion of 2/3 terminates or repeats.","recurring decimal","Medium","QL-136","ES-008","CP-008"
"Identify the decimal nature of 3/5.","terminating decimal","Medium","QL-141","ES-008","CP-008"
"State the decimal expansion type of 10/9.","recurring decimal","Medium","QL-137","ES-008","CP-008"
"The fraction 10/9 produces which type of decimal expansion?","recurring decimal","Medium","QL-145","ES-008","CP-008"
"Determine the decimal expansion category of 3.","terminating decimal","Medium","QL-143","ES-008","CP-008"
"State the decimal expansion type of 1/2.","terminating decimal","Medium","QL-137","ES-008","CP-008"
"Identify whether 11/4 has a terminating decimal expansion or a recurring one.","terminating decimal","Easy","QL-138","ES-008","CP-008"
"Find the type of decimal obtained from 3/14.","recurring decimal","Medium","QL-133","ES-008","CP-008"
"Find whether the decimal expansion of 5/4 terminates or repeats.","terminating decimal","Medium","QL-136","ES-008","CP-008"
"Choose the correct decimal type for 2/9.","recurring decimal","Easy","QL-142","ES-008","CP-008"
"The decimal expansion of 9/5 is:","terminating decimal","Medium","QL-139","ES-008","CP-008"
"Determine the decimal form type of 5/9.","recurring decimal","Medium","QL-134","ES-008","CP-008"
"State the decimal expansion type of 3/4.","terminating decimal","Easy","QL-137","ES-008","CP-008"
"Find whether the decimal expansion of 5/2 terminates or repeats.","terminating decimal","Easy","QL-136","ES-008","CP-008"
"Find the type of decimal obtained from 2/9.","recurring decimal","Easy","QL-133","ES-008","CP-008"
"State the decimal expansion type of 3/4.","terminating decimal","Medium","QL-137","ES-008","CP-008"
"Determine the decimal expansion category of 4/9.","recurring decimal","Hard","QL-143","ES-008","CP-008"
"State the decimal expansion type of 3/8.","terminating decimal","Easy","QL-137","ES-008","CP-008"
"Determine the decimal form type of 8/9.","recurring decimal","Medium","QL-134","ES-008","CP-008"
"Identify the decimal nature of 7/25.","terminating decimal","Medium","QL-141","ES-008","CP-008"
"Choose the correct decimal type for 1/3.","recurring decimal","Medium","QL-142","ES-008","CP-008"
"State the decimal expansion type of 5.","terminating decimal","Easy","QL-137","ES-008","CP-008"
"Identify the decimal nature of 1/7.","recurring decimal","Medium","QL-141","ES-008","CP-008"
"Find whether the decimal expansion of 7/6 terminates or repeats.","recurring decimal","Hard","QL-136","ES-008","CP-008"
"3/10 gives which type of decimal expansion?","terminating decimal","Medium","QL-140","ES-008","CP-008"
"State the decimal expansion type of 3/2.","terminating decimal","Hard","QL-137","ES-008","CP-008"
"Identify the decimal nature of 1.","terminating decimal","Easy","QL-141","ES-008","CP-008"
"Classify 1 as terminating or recurring in decimal form.","terminating decimal","Medium","QL-135","ES-008","CP-008"
"Find whether the decimal expansion of 4/25 terminates or repeats.","terminating decimal","Hard","QL-136","ES-008","CP-008"
"State the decimal expansion type of 1.","terminating decimal","Easy","QL-137","ES-008","CP-008"
"4/25 gives which type of decimal expansion?","terminating decimal","Medium","QL-140","ES-008","CP-008"
"The fraction 1/2 produces which type of decimal expansion?","terminating decimal","Medium","QL-145","ES-008","CP-008"
"Choose the correct decimal type for 3/4.","terminating decimal","Easy","QL-142","ES-008","CP-008"
"Choose the correct decimal type for 3/10.","terminating decimal","Hard","QL-142","ES-008","CP-008"
"The decimal expansion of 3/7 is:","recurring decimal","Hard","QL-144","ES-008","CP-008"
"Identify the decimal nature of 5/4.","terminating decimal","Easy","QL-141","ES-008","CP-008"
"State the decimal expansion type of 2/9.","recurring decimal","Medium","QL-137","ES-008","CP-008"
"Identify the decimal nature of 1.","terminating decimal","Medium","QL-132","ES-008","CP-008"
"Identify the decimal nature of 3/14.","recurring decimal","Medium","QL-132","ES-008","CP-008"
"5/8 gives which type of decimal expansion?","terminating decimal","Easy","QL-140","ES-008","CP-008"
"Identify whether 3/2 has a terminating decimal expansion or a recurring one.","terminating decimal","Easy","QL-138","ES-008","CP-008"
"Determine the decimal form type of 5/2.","terminating decimal","Hard","QL-134","ES-008","CP-008"
"Find whether the decimal expansion of 5/9 terminates or repeats.","recurring decimal","Medium","QL-136","ES-008","CP-008"
"8/5 gives which type of decimal expansion?","terminating decimal","Easy","QL-140","ES-008","CP-008"
"The fraction 2/9 produces which type of decimal expansion?","recurring decimal","Hard","QL-145","ES-008","CP-008"
"State the decimal expansion type of 1.","terminating decimal","Medium","QL-137","ES-008","CP-008"
"Find whether the decimal expansion of 4/7 terminates or repeats.","recurring decimal","Medium","QL-136","ES-008","CP-008"
"Classify 6/5 as terminating or recurring in decimal form.","terminating decimal","Easy","QL-135","ES-008","CP-008"
"State whether 3/2 is terminating or recurring in decimal form.","terminating decimal","Easy","QL-131","ES-008","CP-008"
"The decimal expansion of 2 is:","terminating decimal","Hard","QL-139","ES-008","CP-008"
"State the decimal expansion type of 5/3.","recurring decimal","Medium","QL-137","ES-008","CP-008"
"Identify whether 4/25 has a terminating decimal expansion or a recurring one.","terminating decimal","Easy","QL-138","ES-008","CP-008"
"Identify whether 10/9 has a terminating decimal expansion or a recurring one.","recurring decimal","Hard","QL-138","ES-008","CP-008"
"Find whether the decimal expansion of 8/9 terminates or repeats.","recurring decimal","Easy","QL-136","ES-008","CP-008"
"7/20 gives which type of decimal expansion?","terminating decimal","Medium","QL-140","ES-008","CP-008"
"Determine the decimal expansion category of 9/14.","recurring decimal","Medium","QL-143","ES-008","CP-008"
"The fraction 7/10 produces which type of decimal expansion?","terminating decimal","Easy","QL-145","ES-008","CP-008"
"Classify 5/7 as terminating or recurring in decimal form.","recurring decimal","Medium","QL-135","ES-008","CP-008"
"Classify 8/5 as terminating or recurring in decimal form.","terminating decimal","Hard","QL-135","ES-008","CP-008"
"Choose the correct decimal type for 7/9.","recurring decimal","Easy","QL-142","ES-008","CP-008"
"Identify the decimal nature of 1/2.","terminating decimal","Easy","QL-141","ES-008","CP-008"
"Identify the decimal nature of 4/7.","recurring decimal","Medium","QL-132","ES-008","CP-008"
"State whether 11/4 is terminating or recurring in decimal form.","terminating decimal","Easy","QL-131","ES-008","CP-008"
"The decimal expansion of 3/8 is:","terminating decimal","Easy","QL-144","ES-008","CP-008"
"4/7 gives which type of decimal expansion?","recurring decimal","Easy","QL-140","ES-008","CP-008"
"Determine the decimal form type of 3/4.","terminating decimal","Easy","QL-134","ES-008","CP-008"
"Identify whether 2/9 has a terminating decimal expansion or a recurring one.","recurring decimal","Easy","QL-138","ES-008","CP-008"
"Determine the decimal expansion category of 5/4.","terminating decimal","Medium","QL-143","ES-008","CP-008"
"The decimal expansion of 1/7 is:","recurring decimal","Hard","QL-139","ES-008","CP-008"
"The fraction 5/2 produces which type of decimal expansion?","terminating decimal","Easy","QL-145","ES-008","CP-008"
"Find the type of decimal obtained from 1/2.","terminating decimal","Easy","QL-133","ES-008","CP-008"
"State the decimal expansion type of 7/20.","terminating decimal","Medium","QL-137","ES-008","CP-008"
"Identify whether 2/7 has a terminating decimal expansion or a recurring one.","recurring decimal","Medium","QL-138","ES-008","CP-008"
"1/2 gives which type of decimal expansion?","terminating decimal","Medium","QL-140","ES-008","CP-008"
"3/20 gives which type of decimal expansion?","terminating decimal","Easy","QL-140","ES-008","CP-008"
"Find the type of decimal obtained from 5/3.","recurring decimal","Hard","QL-133","ES-008","CP-008"
"Classify 9/5 as terminating or recurring in decimal form.","terminating decimal","Medium","QL-135","ES-008","CP-008"
"The decimal expansion of 5/7 is:","recurring decimal","Easy","QL-139","ES-008","CP-008"
"Identify whether 3 has a terminating decimal expansion or a recurring one.","terminating decimal","Easy","QL-138","ES-008","CP-008"
"Identify the decimal nature of 1/3.","recurring decimal","Medium","QL-132","ES-008","CP-008"
"Determine the decimal form type of 7/8.","terminating decimal","Medium","QL-134","ES-008","CP-008"
"Find the type of decimal obtained from 7/9.","recurring decimal","Medium","QL-133","ES-008","CP-008"
"State the decimal expansion type of 9/20.","terminating decimal","Medium","QL-137","ES-008","CP-008"
"State the decimal expansion type of 7/2.","terminating decimal","Easy","QL-137","ES-008","CP-008"
"Find the type of decimal obtained from 5/3.","recurring decimal","Hard","QL-133","ES-008","CP-008"
"Find whether the decimal expansion of 3/4 terminates or repeats.","terminating decimal","Medium","QL-136","ES-008","CP-008"
"Identify the decimal nature of 2/3.","recurring decimal","Hard","QL-132","ES-008","CP-008"
"Find whether the decimal expansion of 2 terminates or repeats.","terminating decimal","Medium","QL-136","ES-008","CP-008"
"Find the type of decimal obtained from 1/2.","terminating decimal","Easy","QL-133","ES-008","CP-008"
"Find the type of decimal obtained from 2.","terminating decimal","Easy","QL-133","ES-008","CP-008"
"State whether 5/3 is terminating or recurring in decimal form.","recurring decimal","Medium","QL-131","ES-008","CP-008"
"Classify 4/5 as terminating or recurring in decimal form.","terminating decimal","Easy","QL-135","ES-008","CP-008"
"Identify the decimal nature of 10/9.","recurring decimal","Easy","QL-132","ES-008","CP-008"
"Classify 2/3 as terminating or recurring in decimal form.","recurring decimal","Hard","QL-135","ES-008","CP-008"
"Identify whether 7/20 has a terminating decimal expansion or a recurring one.","terminating decimal","Easy","QL-138","ES-008","CP-008"
"Determine the decimal expansion category of 1.","terminating decimal","Hard","QL-143","ES-008","CP-008"
"Identify the decimal nature of 7/10.","terminating decimal","Easy","QL-141","ES-008","CP-008"
"Find whether the decimal expansion of 5/3 terminates or repeats.","recurring decimal","Easy","QL-136","ES-008","CP-008"
"The decimal expansion of 5/2 is:","terminating decimal","Easy","QL-139","ES-008","CP-008"
"Determine the decimal form type of 2/7.","recurring decimal","Easy","QL-134","ES-008","CP-008"
"The fraction 1/4 produces which type of decimal expansion?","terminating decimal","Easy","QL-145","ES-008","CP-008"
"Determine the decimal form type of 8/9.","recurring decimal","Easy","QL-134","ES-008","CP-008"
"Identify the decimal nature of 7/8.","terminating decimal","Hard","QL-132","ES-008","CP-008"
"Identify the decimal nature of 7/5.","terminating decimal","Easy","QL-132","ES-008","CP-008"
"The fraction 1/2 produces which type of decimal expansion?","terminating decimal","Hard","QL-145","ES-008","CP-008"
"Determine the decimal form type of 11/4.","terminating decimal","Easy","QL-134","ES-008","CP-008"
"Classify 9/14 as terminating or recurring in decimal form.","recurring decimal","Medium","QL-135","ES-008","CP-008"
"Find the type of decimal obtained from 9/10.","terminating decimal","Easy","QL-133","ES-008","CP-008"
"The decimal expansion of 5/9 is:","recurring decimal","Medium","QL-144","ES-008","CP-008"
"Identify whether 4 has a terminating decimal expansion or a recurring one.","terminating decimal","Medium","QL-138","ES-008","CP-008"
"Identify whether 4/3 has a terminating decimal expansion or a recurring one.","recurring decimal","Hard","QL-138","ES-008","CP-008"
"Determine the decimal form type of 3/10.","terminating decimal","Easy","QL-134","ES-008","CP-008"
"Find whether the decimal expansion of 4/7 terminates or repeats.","recurring decimal","Easy","QL-136","ES-008","CP-008"
"7/9 gives which type of decimal expansion?","recurring decimal","Hard","QL-140","ES-008","CP-008"
"Identify whether 3/4 has a terminating decimal expansion or a recurring one.","terminating decimal","Hard","QL-138","ES-008","CP-008"
"Find the type of decimal obtained from 8/9.","recurring decimal","Medium","QL-133","ES-008","CP-008"
"State the decimal expansion type of 7/25.","terminating decimal","Easy","QL-137","ES-008","CP-008"
"The decimal expansion of 9/14 is:","recurring decimal","Medium","QL-144","ES-008","CP-008"
"The decimal expansion of 1/5 is:","terminating decimal","Medium","QL-144","ES-008","CP-008"
"Classify 1 as terminating or recurring in decimal form.","terminating decimal","Easy","QL-135","ES-008","CP-008"
"Find whether the decimal expansion of 3/4 terminates or repeats.","terminating decimal","Easy","QL-136","ES-008","CP-008"
"Identify the decimal nature of 2/9.","recurring decimal","Medium","QL-132","ES-008","CP-008"
"The fraction 7/10 produces which type of decimal expansion?","terminating decimal","Hard","QL-145","ES-008","CP-008"
"State the decimal expansion type of 3.","terminating decimal","Easy","QL-137","ES-008","CP-008"
"State the decimal expansion type of 9/14.","recurring decimal","Easy","QL-137","ES-008","CP-008"
"The fraction 2/5 produces which type of decimal expansion?","terminating decimal","Hard","QL-145","ES-008","CP-008"
"State whether 1/2 is terminating or recurring in decimal form.","terminating decimal","Easy","QL-131","ES-008","CP-008"
"Identify the decimal nature of 9/4.","terminating decimal","Hard","QL-141","ES-008","CP-008"
"Identify whether 1/3 has a terminating decimal expansion or a recurring one.","recurring decimal","Medium","QL-138","ES-008","CP-008"
"Classify 9/5 as terminating or recurring in decimal form.","terminating decimal","Easy","QL-135","ES-008","CP-008"
"Identify the decimal nature of 5/7.","recurring decimal","Easy","QL-132","ES-008","CP-008"
"Choose the correct decimal type for 11/25.","terminating decimal","Medium","QL-142","ES-008","CP-008"
"State whether 5/9 is terminating or recurring in decimal form.","recurring decimal","Easy","QL-131","ES-008","CP-008"
"State whether 2/3 is terminating or recurring in decimal form.","recurring decimal","Medium","QL-131","ES-008","CP-008"
"State whether 11/10 is terminating or recurring in decimal form.","terminating decimal","Easy","QL-131","ES-008","CP-008"
"Find whether the decimal expansion of 5/9 terminates or repeats.","recurring decimal","Medium","QL-136","ES-008","CP-008"
"Identify whether 6/5 has a terminating decimal expansion or a recurring one.","terminating decimal","Medium","QL-138","ES-008","CP-008"
"The fraction 2/3 produces which type of decimal expansion?","recurring decimal","Easy","QL-145","ES-008","CP-008"
"The fraction 9/20 produces which type of decimal expansion?","terminating decimal","Medium","QL-145","ES-008","CP-008"
"Classify 1/2 as terminating or recurring in decimal form.","terminating decimal","Hard","QL-135","ES-008","CP-008"
"Find the type of decimal obtained from 8/5.","terminating decimal","Easy","QL-133","ES-008","CP-008"
"Identify whether 1/2 has a terminating decimal expansion or a recurring one.","terminating decimal","Medium","QL-138","ES-008","CP-008"
"The decimal expansion of 3/10 is:","terminating decimal","Medium","QL-139","ES-008","CP-008"
"Determine the HCF/LCM of 41/2, 34/9, 5/16.","1/144","Easy","QL-160","ES-009","CP-009"
"Determine the HCF/LCM of 5/12, 39/22, 7/5.","1365","Medium","QL-160","ES-009","CP-009"
"Find the LCM of the given fractions: 10/11, 28/13, 23/10.","1/1430","Medium","QL-155","ES-009","CP-009"
"Find the least common multiple of 5/21, 6/7, 41/7.","1230/7","Hard","QL-153","ES-009","CP-009"
"Find the least common multiple among 43/2, 4, 7/16.","1/16","Easy","QL-159","ES-009","CP-009"
"Find the HCF of 5/23, 34/21, 8/7.","680","Easy","QL-146","ES-009","CP-009"
"The LCM of the fractions 48/5, 19/7, 37/14 is:","1/70","Medium","QL-157","ES-009","CP-009"
"Find the HCF of the given fractions: 38/11, 45/4, 27/20.","5130","Medium","QL-154","ES-009","CP-009"
"Find the highest common factor of 17/22, 5/3, 28/13.","1/858","Easy","QL-152","ES-009","CP-009"
"Find the LCM of 7/12, 18/5, 6.","126","Medium","QL-147","ES-009","CP-009"
"Find the least common multiple of 4/7, 41/19, 23/12.","3772","Medium","QL-153","ES-009","CP-009"
"Determine the HCF of 43/14, 12/7, 7/5.","1/70","Easy","QL-150","ES-009","CP-009"
"Find the LCM of 30/13, 37/6, 19/22.","21090","Easy","QL-147","ES-009","CP-009"
"Find the least common multiple among 1, 15/7, 16/7.","1/7","Hard","QL-159","ES-009","CP-009"
"Calculate the LCM of the fractions 24/19, 6/17, 7/2.","168","Medium","QL-149","ES-009","CP-009"
"Calculate the LCM of the fractions 16/7, 41/5, 1.","1/35","Medium","QL-149","ES-009","CP-009"
"The LCM of the fractions 13/6, 33/5, 5/7 is:","2145","Medium","QL-157","ES-009","CP-009"
"The LCM of the fractions 6/23, 12, 14/3 is:","2/69","Easy","QL-157","ES-009","CP-009"
"Find the HCF of 21/8, 12/7, 6/7.","84","Easy","QL-146","ES-009","CP-009"
"The LCM of the fractions 1/11, 7, 1 is:","1/11","Medium","QL-157","ES-009","CP-009"
"Find the highest common factor of 21/10, 35/4, 6/11.","1/220","Medium","QL-152","ES-009","CP-009"
"Calculate the HCF of the fractions 27/10, 9/8, 19/12.","513/2","Hard","QL-148","ES-009","CP-009"
"Find the highest common factor among 27/14, 45/16, 16/23.","1/2576","Easy","QL-158","ES-009","CP-009"
"Determine the HCF/LCM of 16/5, 13, 21/19.","4368","Easy","QL-160","ES-009","CP-009"
"Find the least common multiple of 11/5, 37/4, 8/11.","1/220","Hard","QL-153","ES-009","CP-009"
"The LCM of the fractions 15/2, 44/23, 13/8 is:","8580","Hard","QL-157","ES-009","CP-009"
"Find the least common multiple among 18/19, 12/7, 7/5.","1/665","Easy","QL-159","ES-009","CP-009"
"Find the HCF of 2, 29/4, 11/20.","638","Medium","QL-146","ES-009","CP-009"
"Determine the HCF/LCM of 14/23, 1, 25/14.","1/322","Medium","QL-160","ES-009","CP-009"
"Determine the HCF/LCM of 35/22, 17/20, 46/13.","27370","Medium","QL-160","ES-009","CP-009"
"The HCF of the fractions 10/19, 17/12, 46/5 is:","3910","Easy","QL-156","ES-009","CP-009"
"Find the LCM of the given fractions: 2, 40/13, 11/20.","1/260","Medium","QL-155","ES-009","CP-009"
"Find the HCF of 10/3, 11/5, 4/3.","220","Hard","QL-146","ES-009","CP-009"
"Find the HCF of 1, 4/11, 13/3.","1/33","Hard","QL-146","ES-009","CP-009"
"The LCM of the fractions 16/21, 23/14, 5/7 is:","1840/7","Easy","QL-157","ES-009","CP-009"
"The HCF of the fractions 12/11, 7/4, 13/8 is:","1/88","Medium","QL-156","ES-009","CP-009"
"Find the LCM of 31/20, 13/18, 42/11.","16926","Medium","QL-147","ES-009","CP-009"
"Find the LCM of 2/3, 23/8, 17/23.","1/552","Easy","QL-147","ES-009","CP-009"
"Find the LCM of 34/21, 41/14, 23/7.","32062/7","Easy","QL-147","ES-009","CP-009"
"Calculate the HCF of the fractions 44/21, 15/23, 33/7.","1/483","Easy","QL-148","ES-009","CP-009"
"Calculate the HCF of the fractions 37/13, 8/15, 13/11.","1/2145","Hard","QL-148","ES-009","CP-009"
"Determine the LCM of 10/3, 37/2, 19/18.","7030","Hard","QL-151","ES-009","CP-009"
"Determine the HCF/LCM of 35/18, 14, 46/9.","1/18","Hard","QL-160","ES-009","CP-009"
"The LCM of the fractions 41/10, 23/8, 5/24 is:","4715/2","Hard","QL-157","ES-009","CP-009"
"Find the LCM of 47/20, 9/11, 6.","1/220","Medium","QL-147","ES-009","CP-009"
"Determine the HCF of 23/19, 5/2, 12/5.","1380","Easy","QL-150","ES-009","CP-009"
"Find the LCM of the given fractions: 31/10, 24/17, 7/4.","1/340","Medium","QL-155","ES-009","CP-009"
"Find the least common multiple of 6/7, 47/19, 29/12.","8178","Hard","QL-153","ES-009","CP-009"
"Determine the HCF/LCM of 15/17, 33/19, 4/3.","1/969","Easy","QL-160","ES-009","CP-009"
"Determine the HCF/LCM of 5/2, 6, 24/23.","120","Easy","QL-160","ES-009","CP-009"
"The HCF of the fractions 1, 39/8, 7/8 is:","273","Easy","QL-156","ES-009","CP-009"
"Find the LCM of 13/6, 16, 1/3.","1/6","Medium","QL-147","ES-009","CP-009"
"Find the LCM of the given fractions: 45/14, 5/7, 34/23.","1530","Hard","QL-155","ES-009","CP-009"
"Determine the LCM of 1/2, 14/11, 23/3.","1/66","Hard","QL-151","ES-009","CP-009"
"Find the least common multiple among 5/9, 34/7, 16/23.","1360","Easy","QL-159","ES-009","CP-009"
"Find the HCF of 41/18, 17, 5/9.","1/18","Easy","QL-146","ES-009","CP-009"
"The HCF of the fractions 9, 43/20, 25/13 is:","9675","Medium","QL-156","ES-009","CP-009"
"Find the highest common factor of 24/7, 19/16, 37/23.","1/2576","Easy","QL-152","ES-009","CP-009"
"Calculate the LCM of the fractions 1, 34/3, 16/19.","272","Hard","QL-149","ES-009","CP-009"
"Calculate the LCM of the fractions 17/8, 2/3, 14/11.","1/264","Easy","QL-149","ES-009","CP-009"
"Find the LCM of the given fractions: 12/5, 29/22, 47/6.","1/330","Easy","QL-155","ES-009","CP-009"
"Find the LCM of the given fractions: 30/7, 12/5, 41/21.","2460","Easy","QL-155","ES-009","CP-009"
"Find the HCF of 26/9, 4, 5/6.","1/18","Easy","QL-146","ES-009","CP-009"
"Calculate the HCF of the fractions 46/7, 6/23, 35/16.","4830","Hard","QL-148","ES-009","CP-009"
"Find the highest common factor of 9/2, 38/17, 3/8.","1/136","Medium","QL-152","ES-009","CP-009"
"Determine the HCF of 23/24, 5/22, 34/15.","3910","Medium","QL-150","ES-009","CP-009"
"Determine the HCF/LCM of 19/9, 37/11, 4/9.","1/99","Easy","QL-160","ES-009","CP-009"
"Calculate the LCM of the fractions 3/4, 19/9, 24.","456","Medium","QL-149","ES-009","CP-009"
"Determine the HCF/LCM of 33/20, 13/2, 4.","1/20","Hard","QL-160","ES-009","CP-009"
"Find the LCM of 9/4, 19, 10/9.","1710","Hard","QL-147","ES-009","CP-009"
"Find the least common multiple among 13/21, 10/7, 2/7.","130/7","Hard","QL-159","ES-009","CP-009"
"The HCF of the fractions 42/5, 13/7, 31/14 is:","1/70","Medium","QL-156","ES-009","CP-009"
"Calculate the LCM of the fractions 13/7, 21/19, 2/3.","546","Easy","QL-149","ES-009","CP-009"
"Calculate the LCM of the fractions 3/4, 11/8, 29/15.","1/120","Medium","QL-149","ES-009","CP-009"
"Find the highest common factor among 23/8, 5/4, 12/17.","1380","Hard","QL-158","ES-009","CP-009"
"The HCF of the fractions 7/9, 8/5, 3/4 is:","1/180","Medium","QL-156","ES-009","CP-009"
"Find the HCF of 9/10, 47/18, 29/11.","12267","Hard","QL-146","ES-009","CP-009"
"Find the HCF of 31/14, 8/7, 42/5.","1/70","Easy","QL-146","ES-009","CP-009"
"Calculate the LCM of the fractions 5/9, 6, 41/18.","1230","Easy","QL-149","ES-009","CP-009"
"Calculate the LCM of the fractions 15/8, 33/10, 4/17.","1/680","Easy","QL-149","ES-009","CP-009"
"Find the least common multiple of 43/5, 2, 16/7.","1/35","Easy","QL-153","ES-009","CP-009"
"The LCM of the fractions 15, 37/18, 19/11 is:","10545","Easy","QL-157","ES-009","CP-009"
"Find the LCM of 19/24, 3/2, 2.","1/24","Medium","QL-147","ES-009","CP-009"
"Find the highest common factor among 47/15, 29/13, 11/6.","14993","Easy","QL-158","ES-009","CP-009"
"Find the highest common factor among 2, 48/17, 19/24.","1/408","Easy","QL-158","ES-009","CP-009"
"Find the highest common factor among 4/3, 27/8, 3/8.","108","Hard","QL-158","ES-009","CP-009"
"Find the HCF of 42/11, 20/9, 11/2.","1/198","Medium","QL-146","ES-009","CP-009"
"Determine the HCF of 35/16, 17/14, 46/7.","27370","Easy","QL-150","ES-009","CP-009"
"Find the LCM of 2, 17/2, 35/9.","1/18","Easy","QL-147","ES-009","CP-009"
"Find the HCF of 1, 31/17, 13/10.","403","Medium","QL-146","ES-009","CP-009"
"Find the HCF of 13/2, 42/23, 3/2.","546","Hard","QL-146","ES-009","CP-009"
