"Question ID","Canonical Problem","Difficulty","Topology","Question Language ID","Explanation Style ID","Question","Answer","Explanation","Divisor","Remainder","Quotient","Dividend","Lower Bound","Upper Bound"
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:290","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 10629, quotient = 303, and remainder = 24.","35","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

35","35","24","303","10629","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:291","CP-006","Easy","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 569

Quotient = 43

Remainder = 10","13","Rearrange the division formula and simplify.

Answer:

13","13","10","43","569","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:292","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 18540

Quotient = 452

Remainder = 8","41","Rearrange the division formula and simplify.

Answer:

41","41","8","452","18540","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:293","CP-006","Easy","Missing Component","QL-018","ES-004","Find the divisor if dividend = 321, quotient = 29, and remainder = 2.","11","Rearrange the division formula and simplify.

Answer:

11","11","2","29","321","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:294","CP-006","Easy","Missing Component","QL-019","ES-004","A dividend 169 gives quotient 18 and remainder 7. Determine the divisor.","9","Rearrange the division formula and simplify.

Answer:

9","9","7","18","169","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:295","CP-006","Medium","Missing Component","QL-018","ES-004","Find the divisor if dividend = 1623, quotient = 46, and remainder = 13.","35","Rearrange the division formula and simplify.

Answer:

35","35","13","46","1623","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:296","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 10723 gives quotient 297 and remainder 31. Determine the divisor.","36","Rearrange the division formula and simplify.

Answer:

36","36","31","297","10723","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:297","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 9768

Quotient = 264

Remainder = 0","37","Rearrange the division formula and simplify.

Answer:

37","37","0","264","9768","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:298","CP-006","Medium","Missing Component","QL-019","ES-003","A dividend 3915 gives quotient 85 and remainder 5. Determine the divisor.","46","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

46","46","5","85","3915","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:299","CP-006","Easy","Missing Component","QL-019","ES-003","A dividend 434 gives quotient 43 and remainder 4. Determine the divisor.","10","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

10","10","4","43","434","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:300","CP-006","Hard","Missing Component","QL-019","ES-003","A dividend 207995 gives quotient 4727 and remainder 7. Determine the divisor.","44","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

44","44","7","4727","207995","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:301","CP-006","Hard","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 112865

Quotient = 3640

Remainder = 25","31","Rearrange the division formula and simplify.

Answer:

31","31","25","3640","112865","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:302","CP-006","Easy","Missing Component","QL-019","ES-003","A dividend 145 gives quotient 36 and remainder 1. Determine the divisor.","4","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

4","4","1","36","145","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:303","CP-006","Easy","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 405

Quotient = 45

Remainder = 0","9","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

9","9","0","45","405","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:304","CP-006","Medium","Missing Component","QL-019","ES-003","A dividend 3955 gives quotient 179 and remainder 17. Determine the divisor.","22","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

22","22","17","179","3955","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:305","CP-006","Easy","Missing Component","QL-019","ES-004","A dividend 544 gives quotient 49 and remainder 5. Determine the divisor.","11","Rearrange the division formula and simplify.

Answer:

11","11","5","49","544","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:306","CP-006","Easy","Missing Component","QL-018","ES-004","Find the divisor if dividend = 309, quotient = 22, and remainder = 1.","14","Rearrange the division formula and simplify.

Answer:

14","14","1","22","309","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:307","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 1406

Quotient = 50

Remainder = 6","28","Rearrange the division formula and simplify.

Answer:

28","28","6","50","1406","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:308","CP-006","Easy","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 503

Quotient = 26

Remainder = 9","19","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

19","19","9","26","503","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:309","CP-006","Medium","Missing Component","QL-019","ES-003","A dividend 7791 gives quotient 311 and remainder 16. Determine the divisor.","25","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

25","25","16","311","7791","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:310","CP-006","Hard","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 185513

Quotient = 2612

Remainder = 61","71","Rearrange the division formula and simplify.

Answer:

71","71","61","2612","185513","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:311","CP-006","Hard","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 194490

Quotient = 4322

Remainder = 0","45","Rearrange the division formula and simplify.

Answer:

45","45","0","4322","194490","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:312","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 22836 gives quotient 475 and remainder 36. Determine the divisor.","48","Rearrange the division formula and simplify.

Answer:

48","48","36","475","22836","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:313","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 3511 gives quotient 92 and remainder 15. Determine the divisor.","38","Rearrange the division formula and simplify.

Answer:

38","38","15","92","3511","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:314","CP-006","Medium","Missing Component","QL-018","ES-004","Find the divisor if dividend = 9224, quotient = 297, and remainder = 17.","31","Rearrange the division formula and simplify.

Answer:

31","31","17","297","9224","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:315","CP-006","Easy","Missing Component","QL-019","ES-004","A dividend 233 gives quotient 46 and remainder 3. Determine the divisor.","5","Rearrange the division formula and simplify.

Answer:

5","5","3","46","233","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:316","CP-006","Medium","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 2410

Quotient = 241

Remainder = 0","10","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

10","10","0","241","2410","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:317","CP-006","Medium","Missing Component","QL-018","ES-004","Find the divisor if dividend = 20163, quotient = 429, and remainder = 0.","47","Rearrange the division formula and simplify.

Answer:

47","47","0","429","20163","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:318","CP-006","Easy","Missing Component","QL-018","ES-004","Find the divisor if dividend = 445, quotient = 23, and remainder = 8.","19","Rearrange the division formula and simplify.

Answer:

19","19","8","23","445","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:319","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 2575, quotient = 151, and remainder = 8.","17","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

17","17","8","151","2575","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:320","CP-006","Easy","Missing Component","QL-019","ES-003","A dividend 78 gives quotient 6 and remainder 0. Determine the divisor.","13","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

13","13","0","6","78","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:321","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 388

Quotient = 194

Remainder = 0","2","Rearrange the division formula and simplify.

Answer:

2","2","0","194","388","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:322","CP-006","Hard","Missing Component","QL-019","ES-003","A dividend 51099 gives quotient 824 and remainder 11. Determine the divisor.","62","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

62","62","11","824","51099","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:323","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 2665 gives quotient 156 and remainder 13. Determine the divisor.","17","Rearrange the division formula and simplify.

Answer:

17","17","13","156","2665","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:324","CP-006","Medium","Missing Component","QL-019","ES-003","A dividend 3620 gives quotient 212 and remainder 16. Determine the divisor.","17","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

17","17","16","212","3620","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:325","CP-006","Easy","Missing Component","QL-019","ES-003","A dividend 68 gives quotient 3 and remainder 14. Determine the divisor.","18","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

18","18","14","3","68","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:326","CP-006","Easy","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 335

Quotient = 30

Remainder = 5","11","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

11","11","5","30","335","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:327","CP-006","Medium","Missing Component","QL-019","ES-003","A dividend 5968 gives quotient 165 and remainder 28. Determine the divisor.","36","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

36","36","28","165","5968","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:328","CP-006","Hard","Missing Component","QL-019","ES-004","A dividend 59995 gives quotient 952 and remainder 19. Determine the divisor.","63","Rearrange the division formula and simplify.

Answer:

63","63","19","952","59995","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:329","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 414, quotient = 23, and remainder = 0.","18","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

18","18","0","23","414","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:330","CP-006","Hard","Missing Component","QL-019","ES-003","A dividend 40730 gives quotient 2909 and remainder 4. Determine the divisor.","14","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

14","14","4","2909","40730","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:331","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 11521

Quotient = 267

Remainder = 40","43","Rearrange the division formula and simplify.

Answer:

43","43","40","267","11521","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:332","CP-006","Hard","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 19346

Quotient = 1612

Remainder = 2","12","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

12","12","2","1612","19346","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:333","CP-006","Hard","Missing Component","QL-019","ES-003","A dividend 172789 gives quotient 3756 and remainder 13. Determine the divisor.","46","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

46","46","13","3756","172789","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:334","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 2055

Quotient = 108

Remainder = 3","19","Rearrange the division formula and simplify.

Answer:

19","19","3","108","2055","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:335","CP-006","Hard","Missing Component","QL-018","ES-003","Find the divisor if dividend = 104309, quotient = 1354, and remainder = 51.","77","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

77","77","51","1354","104309","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:336","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 18448, quotient = 368, and remainder = 48.","50","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

50","50","48","368","18448","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:337","CP-006","Easy","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 585

Quotient = 36

Remainder = 9","16","Rearrange the division formula and simplify.

Answer:

16","16","9","36","585","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:338","CP-006","Easy","Missing Component","QL-018","ES-004","Find the divisor if dividend = 198, quotient = 11, and remainder = 11.","17","Rearrange the division formula and simplify.

Answer:

17","17","11","11","198","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:339","CP-006","Easy","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 109

Quotient = 36

Remainder = 1","3","Rearrange the division formula and simplify.

Answer:

3","3","1","36","109","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:340","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 8750

Quotient = 186

Remainder = 8","47","Rearrange the division formula and simplify.

Answer:

47","47","8","186","8750","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:341","CP-006","Hard","Missing Component","QL-019","ES-004","A dividend 6142 gives quotient 3071 and remainder 0. Determine the divisor.","2","Rearrange the division formula and simplify.

Answer:

2","2","0","3071","6142","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:342","CP-006","Easy","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 293

Quotient = 48

Remainder = 5","6","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

6","6","5","48","293","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:343","CP-006","Hard","Missing Component","QL-018","ES-003","Find the divisor if dividend = 166722, quotient = 3206, and remainder = 10.","52","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

52","52","10","3206","166722","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:344","CP-006","Easy","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 467

Quotient = 42

Remainder = 5","11","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

11","11","5","42","467","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:345","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 7200 gives quotient 300 and remainder 0. Determine the divisor.","24","Rearrange the division formula and simplify.

Answer:

24","24","0","300","7200","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:346","CP-006","Easy","Missing Component","QL-019","ES-003","A dividend 241 gives quotient 40 and remainder 1. Determine the divisor.","6","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

6","6","1","40","241","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:347","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 7336 gives quotient 333 and remainder 10. Determine the divisor.","22","Rearrange the division formula and simplify.

Answer:

22","22","10","333","7336","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:348","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 137

Quotient = 13

Remainder = 7","10","Rearrange the division formula and simplify.

Answer:

10","10","7","13","137","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:349","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 13760

Quotient = 371

Remainder = 33","37","Rearrange the division formula and simplify.

Answer:

37","37","33","371","13760","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:350","CP-006","Easy","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 290

Quotient = 29

Remainder = 0","10","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

10","10","0","29","290","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:351","CP-006","Medium","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 18865

Quotient = 471

Remainder = 25","40","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

40","40","25","471","18865","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:352","CP-006","Medium","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 4242

Quotient = 424

Remainder = 2","10","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

10","10","2","424","4242","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:353","CP-006","Easy","Missing Component","QL-019","ES-004","A dividend 103 gives quotient 6 and remainder 7. Determine the divisor.","16","Rearrange the division formula and simplify.

Answer:

16","16","7","6","103","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:354","CP-006","Medium","Missing Component","QL-019","ES-003","A dividend 6026 gives quotient 241 and remainder 1. Determine the divisor.","25","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

25","25","1","241","6026","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:355","CP-006","Easy","Missing Component","QL-019","ES-004","A dividend 507 gives quotient 28 and remainder 3. Determine the divisor.","18","Rearrange the division formula and simplify.

Answer:

18","18","3","28","507","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:356","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 8132

Quotient = 203

Remainder = 12","40","Rearrange the division formula and simplify.

Answer:

40","40","12","203","8132","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:357","CP-006","Hard","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 95131

Quotient = 2068

Remainder = 3","46","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

46","46","3","2068","95131","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:358","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 3846 gives quotient 87 and remainder 18. Determine the divisor.","44","Rearrange the division formula and simplify.

Answer:

44","44","18","87","3846","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:359","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 247, quotient = 16, and remainder = 7.","15","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

15","15","7","16","247","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:360","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 5517

Quotient = 145

Remainder = 7","38","Rearrange the division formula and simplify.

Answer:

38","38","7","145","5517","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:361","CP-006","Easy","Missing Component","QL-019","ES-004","A dividend 303 gives quotient 17 and remainder 14. Determine the divisor.","17","Rearrange the division formula and simplify.

Answer:

17","17","14","17","303","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:362","CP-006","Medium","Missing Component","QL-019","ES-003","A dividend 5502 gives quotient 500 and remainder 2. Determine the divisor.","11","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

11","11","2","500","5502","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:363","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 1828

Quotient = 457

Remainder = 0","4","Rearrange the division formula and simplify.

Answer:

4","4","0","457","1828","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:364","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 117, quotient = 14, and remainder = 5.","8","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

8","8","5","14","117","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:365","CP-006","Hard","Missing Component","QL-018","ES-004","Find the divisor if dividend = 54631, quotient = 4202, and remainder = 5.","13","Rearrange the division formula and simplify.

Answer:

13","13","5","4202","54631","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:366","CP-006","Medium","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 3029

Quotient = 116

Remainder = 13","26","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

26","26","13","116","3029","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:367","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 24, quotient = 1, and remainder = 10.","14","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

14","14","10","1","24","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:368","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 583, quotient = 44, and remainder = 11.","13","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

13","13","11","44","583","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:369","CP-006","Easy","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 778

Quotient = 43

Remainder = 4","18","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

18","18","4","43","778","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:370","CP-006","Easy","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 10

Quotient = 1

Remainder = 0","10","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

10","10","0","1","10","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:371","CP-006","Medium","Missing Component","QL-018","ES-004","Find the divisor if dividend = 5375, quotient = 335, and remainder = 15.","16","Rearrange the division formula and simplify.

Answer:

16","16","15","335","5375","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:372","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 7188 gives quotient 231 and remainder 27. Determine the divisor.","31","Rearrange the division formula and simplify.

Answer:

31","31","27","231","7188","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:373","CP-006","Hard","Missing Component","QL-019","ES-004","A dividend 96625 gives quotient 1271 and remainder 29. Determine the divisor.","76","Rearrange the division formula and simplify.

Answer:

76","76","29","1271","96625","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:374","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 1172, quotient = 73, and remainder = 4.","16","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

16","16","4","73","1172","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:375","CP-006","Easy","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 516

Quotient = 34

Remainder = 6","15","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

15","15","6","34","516","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:376","CP-006","Easy","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 449

Quotient = 23

Remainder = 12","19","Rearrange the division formula and simplify.

Answer:

19","19","12","23","449","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:377","CP-006","Medium","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 4885

Quotient = 203

Remainder = 13","24","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

24","24","13","203","4885","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:378","CP-006","Medium","Missing Component","QL-018","ES-004","Find the divisor if dividend = 2980, quotient = 156, and remainder = 16.","19","Rearrange the division formula and simplify.

Answer:

19","19","16","156","2980","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:379","CP-006","Hard","Missing Component","QL-018","ES-003","Find the divisor if dividend = 294986, quotient = 3171, and remainder = 83.","93","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

93","93","83","3171","294986","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:380","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 4137

Quotient = 197

Remainder = 0","21","Rearrange the division formula and simplify.

Answer:

21","21","0","197","4137","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:381","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 9518 gives quotient 288 and remainder 14. Determine the divisor.","33","Rearrange the division formula and simplify.

Answer:

33","33","14","288","9518","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:382","CP-006","Hard","Missing Component","QL-019","ES-003","A dividend 33063 gives quotient 429 and remainder 30. Determine the divisor.","77","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

77","77","30","429","33063","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:383","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 15154 gives quotient 344 and remainder 18. Determine the divisor.","44","Rearrange the division formula and simplify.

Answer:

44","44","18","344","15154","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:384","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 4215

Quotient = 351

Remainder = 3","12","Rearrange the division formula and simplify.

Answer:

12","12","3","351","4215","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:385","CP-006","Easy","Missing Component","QL-019","ES-003","A dividend 46 gives quotient 3 and remainder 4. Determine the divisor.","14","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

14","14","4","3","46","",""
