Chapter,Question ID,CP,QL ID,Natural Language,Exam Realism,Mathematical Clarity,Context Quality,Diversity,MCQ Readiness,Explanation Alignment,Overall Rating,Editorial Comments
PCT-005,PCT-CP-001:PCT-QL-002:PCT-005:en:310,PCT-CP-001,PCT-QL-002,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-008:PCT-QL-015:PCT-005:en:7,PCT-CP-008,PCT-QL-015,4,1,2,2,2,5,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. Too much information is packed into one sentence for a one-read solve. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-006:PCT-QL-011:PCT-005:en:385,PCT-CP-006,PCT-QL-011,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-003:PCT-QL-005:PCT-005:en:222,PCT-CP-003,PCT-QL-005,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-002:PCT-QL-004:PCT-005:en:71,PCT-CP-002,PCT-QL-004,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-008:PCT-QL-016:PCT-005:en:157,PCT-CP-008,PCT-QL-016,4,4,2,5,3,5,4,NEEDS IMPROVEMENT,Too much information is packed into one sentence for a one-read solve.
PCT-005,PCT-CP-003:PCT-QL-005:PCT-005:en:382,PCT-CP-003,PCT-QL-005,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-008:PCT-QL-016:PCT-005:en:137,PCT-CP-008,PCT-QL-016,4,4,2,5,3,5,4,NEEDS IMPROVEMENT,Too much information is packed into one sentence for a one-read solve.
PCT-005,PCT-CP-008:PCT-QL-016:PCT-005:en:197,PCT-CP-008,PCT-QL-016,4,4,2,5,3,5,4,NEEDS IMPROVEMENT,Too much information is packed into one sentence for a one-read solve.
PCT-005,PCT-CP-005:PCT-QL-009:PCT-005:en:284,PCT-CP-005,PCT-QL-009,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-001:PCT-QL-001:PCT-005:en:40,PCT-CP-001,PCT-QL-001,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-005:PCT-QL-009:PCT-005:en:344,PCT-CP-005,PCT-QL-009,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-005:PCT-QL-009:PCT-005:en:404,PCT-CP-005,PCT-QL-009,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-001:PCT-QL-001:PCT-005:en:0,PCT-CP-001,PCT-QL-001,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-005:PCT-QL-010:PCT-005:en:434,PCT-CP-005,PCT-QL-010,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-004:PCT-QL-007:PCT-005:en:103,PCT-CP-004,PCT-QL-007,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-009:PCT-QL-018:PCT-005:en:478,PCT-CP-009,PCT-QL-018,3,2,3,2,1,3,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. Too much information is packed into one sentence for a one-read solve. The stem is usable, but distractor design would be fairly predictable. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-001:PCT-QL-002:PCT-005:en:10,PCT-CP-001,PCT-QL-002,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-007:PCT-QL-013:PCT-005:en:106,PCT-CP-007,PCT-QL-013,4,2,5,2,2,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-009:PCT-QL-017:PCT-005:en:88,PCT-CP-009,PCT-QL-017,3,2,4,2,1,3,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The stem is usable, but distractor design would be fairly predictable. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-002:PCT-QL-004:PCT-005:en:191,PCT-CP-002,PCT-QL-004,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-010:PCT-QL-019:PCT-005:en:229,PCT-CP-010,PCT-QL-019,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-005:PCT-QL-010:PCT-005:en:454,PCT-CP-005,PCT-QL-010,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-007:PCT-QL-013:PCT-005:en:86,PCT-CP-007,PCT-QL-013,4,2,5,2,2,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-004:PCT-QL-007:PCT-005:en:243,PCT-CP-004,PCT-QL-007,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-003:PCT-QL-005:PCT-005:en:322,PCT-CP-003,PCT-QL-005,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-009:PCT-QL-017:PCT-005:en:68,PCT-CP-009,PCT-QL-017,3,2,4,2,1,3,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The stem is usable, but distractor design would be fairly predictable. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-002:PCT-QL-003:PCT-005:en:21,PCT-CP-002,PCT-QL-003,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-009:PCT-QL-018:PCT-005:en:58,PCT-CP-009,PCT-QL-018,3,2,3,2,1,3,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. Too much information is packed into one sentence for a one-read solve. The stem is usable, but distractor design would be fairly predictable. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-001:PCT-QL-001:PCT-005:en:300,PCT-CP-001,PCT-QL-001,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-010:PCT-QL-019:PCT-005:en:249,PCT-CP-010,PCT-QL-019,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-001:PCT-QL-002:PCT-005:en:210,PCT-CP-001,PCT-QL-002,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-002:PCT-QL-004:PCT-005:en:51,PCT-CP-002,PCT-QL-004,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-002:PCT-QL-003:PCT-005:en:341,PCT-CP-002,PCT-QL-003,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-001:PCT-QL-001:PCT-005:en:20,PCT-CP-001,PCT-QL-001,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-001:PCT-QL-002:PCT-005:en:390,PCT-CP-001,PCT-QL-002,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-005:PCT-QL-010:PCT-005:en:254,PCT-CP-005,PCT-QL-010,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-009:PCT-QL-018:PCT-005:en:458,PCT-CP-009,PCT-QL-018,3,2,3,2,1,3,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. Too much information is packed into one sentence for a one-read solve. The stem is usable, but distractor design would be fairly predictable. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-001:PCT-QL-002:PCT-005:en:70,PCT-CP-001,PCT-QL-002,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-003:PCT-QL-005:PCT-005:en:302,PCT-CP-003,PCT-QL-005,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-005:PCT-QL-009:PCT-005:en:484,PCT-CP-005,PCT-QL-009,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-010:PCT-QL-019:PCT-005:en:109,PCT-CP-010,PCT-QL-019,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-010:PCT-QL-019:PCT-005:en:189,PCT-CP-010,PCT-QL-019,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-002:PCT-QL-003:PCT-005:en:221,PCT-CP-002,PCT-QL-003,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-010:PCT-QL-020:PCT-005:en:79,PCT-CP-010,PCT-QL-020,5,5,5,5,1,4,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-005:PCT-QL-010:PCT-005:en:274,PCT-CP-005,PCT-QL-010,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-002:PCT-QL-004:PCT-005:en:91,PCT-CP-002,PCT-QL-004,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-005:PCT-QL-010:PCT-005:en:234,PCT-CP-005,PCT-QL-010,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-004:PCT-QL-007:PCT-005:en:183,PCT-CP-004,PCT-QL-007,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-007:PCT-QL-013:PCT-005:en:126,PCT-CP-007,PCT-QL-013,4,2,5,2,2,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-007:PCT-QL-013:PCT-005:en:186,PCT-CP-007,PCT-QL-013,4,2,5,2,2,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-001:PCT-QL-002:PCT-005:en:490,PCT-CP-001,PCT-QL-002,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-008:PCT-QL-016:PCT-005:en:57,PCT-CP-008,PCT-QL-016,4,4,2,5,3,5,4,NEEDS IMPROVEMENT,Too much information is packed into one sentence for a one-read solve.
PCT-005,PCT-CP-008:PCT-QL-016:PCT-005:en:37,PCT-CP-008,PCT-QL-016,4,4,2,5,3,5,4,NEEDS IMPROVEMENT,Too much information is packed into one sentence for a one-read solve.
PCT-005,PCT-CP-001:PCT-QL-001:PCT-005:en:320,PCT-CP-001,PCT-QL-001,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-010:PCT-QL-020:PCT-005:en:59,PCT-CP-010,PCT-QL-020,5,5,5,5,1,4,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-002:PCT-QL-003:PCT-005:en:281,PCT-CP-002,PCT-QL-003,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-001:PCT-QL-002:PCT-005:en:230,PCT-CP-001,PCT-QL-002,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-007:PCT-QL-013:PCT-005:en:26,PCT-CP-007,PCT-QL-013,4,2,5,2,2,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-007:PCT-QL-013:PCT-005:en:46,PCT-CP-007,PCT-QL-013,4,2,5,2,2,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-002:PCT-QL-003:PCT-005:en:321,PCT-CP-002,PCT-QL-003,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-004:PCT-QL-008:PCT-005:en:413,PCT-CP-004,PCT-QL-008,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-001:PCT-QL-002:PCT-005:en:290,PCT-CP-001,PCT-QL-002,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-001:PCT-QL-001:PCT-005:en:480,PCT-CP-001,PCT-QL-001,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-002:PCT-QL-003:PCT-005:en:41,PCT-CP-002,PCT-QL-003,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-009:PCT-QL-017:PCT-005:en:368,PCT-CP-009,PCT-QL-017,3,2,4,2,1,3,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The stem is usable, but distractor design would be fairly predictable. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-010:PCT-QL-019:PCT-005:en:169,PCT-CP-010,PCT-QL-019,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-010:PCT-QL-020:PCT-005:en:99,PCT-CP-010,PCT-QL-020,5,5,5,5,1,4,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-006:PCT-QL-011:PCT-005:en:185,PCT-CP-006,PCT-QL-011,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-002:PCT-QL-004:PCT-005:en:171,PCT-CP-002,PCT-QL-004,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-007:PCT-QL-014:PCT-005:en:76,PCT-CP-007,PCT-QL-014,4,2,5,2,2,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-006:PCT-QL-011:PCT-005:en:5,PCT-CP-006,PCT-QL-011,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-001:PCT-QL-001:PCT-005:en:440,PCT-CP-001,PCT-QL-001,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-006:PCT-QL-011:PCT-005:en:165,PCT-CP-006,PCT-QL-011,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-005:PCT-QL-010:PCT-005:en:394,PCT-CP-005,PCT-QL-010,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-005:PCT-QL-010:PCT-005:en:354,PCT-CP-005,PCT-QL-010,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-001:PCT-QL-002:PCT-005:en:410,PCT-CP-001,PCT-QL-002,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-008:PCT-QL-016:PCT-005:en:397,PCT-CP-008,PCT-QL-016,4,4,2,5,3,5,4,NEEDS IMPROVEMENT,Too much information is packed into one sentence for a one-read solve.
PCT-005,PCT-CP-008:PCT-QL-016:PCT-005:en:337,PCT-CP-008,PCT-QL-016,4,4,2,5,3,5,4,NEEDS IMPROVEMENT,Too much information is packed into one sentence for a one-read solve.
PCT-005,PCT-CP-004:PCT-QL-008:PCT-005:en:293,PCT-CP-004,PCT-QL-008,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-002:PCT-QL-003:PCT-005:en:201,PCT-CP-002,PCT-QL-003,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-003:PCT-QL-005:PCT-005:en:182,PCT-CP-003,PCT-QL-005,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-004:PCT-QL-008:PCT-005:en:473,PCT-CP-004,PCT-QL-008,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-004:PCT-QL-008:PCT-005:en:493,PCT-CP-004,PCT-QL-008,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
