"questionId","qlId","difficulty","context","explanationText","explanationLines","approval","reviewerNotes","status"
"PCT-CP-002:PCT-QL-317:38163","PCT-QL-317","Hard","expenditure","We can see that both percentage values belong to the expenditure. | We know that 30% of the expenditure is 600 expenditure. | Because 30% has 30 equal parts, dividing 600 expenditure by 30 gives 1% of the expenditure. | $$1\% = 600\text{ expenditure} \div 30 = 20\text{ expenditure}$$ | Now turn the 1% value into 25% of the expenditure. | Since 1% is one part, multiply its value by 25 to get 25% of the expenditure. | $$25\% = 20\text{ expenditure} \times 25 = 500\text{ expenditure}$$ | This is consistent because 30 copies of the 1% value make 600 expenditure. | $$20\text{ expenditure} \times 30 = 600\text{ expenditure}$$ | So the share of the expenditure represented by 25% is 500 expenditure.","[""We can see that both percentage values belong to the expenditure."",""We know that 30% of the expenditure is 600 expenditure."",""Because 30% has 30 equal parts, dividing 600 expenditure by 30 gives 1% of the expenditure. | $$1\\% = 600\\text{ expenditure} \\div 30 = 20\\text{ expenditure}$$"",""Now turn the 1% value into 25% of the expenditure."",""Since 1% is one part, multiply its value by 25 to get 25% of the expenditure. | $$25\\% = 20\\text{ expenditure} \\times 25 = 500\\text{ expenditure}$$"",""This is consistent because 30 copies of the 1% value make 600 expenditure. | $$20\\text{ expenditure} \\times 30 = 600\\text{ expenditure}$$"",""So the share of the expenditure represented by 25% is 500 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-317:38164","PCT-QL-317","Easy","saving","We know one percentage of the saving and need another. | 500 saving is the value of 40% of the saving. | Because 40% of the saving has 40 equal 1% parts, divide 500 saving by 40. | $$1\% = 500\text{ saving} \div 40 = 12.5\text{ saving}$$ | We can now move from 1% to 30% of the saving. | Use the 1% value 30 times to get 30% of the saving. | $$30\% = 12.5\text{ saving} \times 30 = 375\text{ saving}$$ | So the share of the saving represented by 30% is 375 saving.","[""We know one percentage of the saving and need another."",""500 saving is the value of 40% of the saving."",""Because 40% of the saving has 40 equal 1% parts, divide 500 saving by 40. | $$1\\% = 500\\text{ saving} \\div 40 = 12.5\\text{ saving}$$"",""We can now move from 1% to 30% of the saving."",""Use the 1% value 30 times to get 30% of the saving. | $$30\\% = 12.5\\text{ saving} \\times 30 = 375\\text{ saving}$$"",""So the share of the saving represented by 30% is 375 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-317:38166","PCT-QL-317","Hard","expenditure","We will first connect the known percentage of the expenditure with the required percentage. | The question gives 15% of the expenditure as 300 expenditure. | Because 15% has 15 equal parts, dividing 300 expenditure by 15 gives 1% of the expenditure. | $$1\% = 300\text{ expenditure} \div 15 = 20\text{ expenditure}$$ | Next, use the 1% value to find 50% of the expenditure. | Since 1% is one part, multiply its value by 50 to get 50% of the expenditure. | $$50\% = 20\text{ expenditure} \times 50 = 1,000\text{ expenditure}$$ | Going back to 15% reproduces the given 300 expenditure. | $$20\text{ expenditure} \times 15 = 300\text{ expenditure}$$ | So 50% of the expenditure is 1,000 expenditure.","[""We will first connect the known percentage of the expenditure with the required percentage."",""The question gives 15% of the expenditure as 300 expenditure."",""Because 15% has 15 equal parts, dividing 300 expenditure by 15 gives 1% of the expenditure. | $$1\\% = 300\\text{ expenditure} \\div 15 = 20\\text{ expenditure}$$"",""Next, use the 1% value to find 50% of the expenditure."",""Since 1% is one part, multiply its value by 50 to get 50% of the expenditure. | $$50\\% = 20\\text{ expenditure} \\times 50 = 1,000\\text{ expenditure}$$"",""Going back to 15% reproduces the given 300 expenditure. | $$20\\text{ expenditure} \\times 15 = 300\\text{ expenditure}$$"",""So 50% of the expenditure is 1,000 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-317:38167","PCT-QL-317","Easy","income","We are comparing two percentages of the income. | The question gives 20% of the income as 250 income. | Because 20% of the income has 20 equal 1% parts, divide 250 income by 20. | $$1\% = 250\text{ income} \div 20 = 12.5\text{ income}$$ | The percentage we still need is 60%. | Use the 1% value 60 times to get 60% of the income. | $$60\% = 12.5\text{ income} \times 60 = 750\text{ income}$$ | Therefore, 60% of the income represents 750 income.","[""We are comparing two percentages of the income."",""The question gives 20% of the income as 250 income."",""Because 20% of the income has 20 equal 1% parts, divide 250 income by 20. | $$1\\% = 250\\text{ income} \\div 20 = 12.5\\text{ income}$$"",""The percentage we still need is 60%."",""Use the 1% value 60 times to get 60% of the income. | $$60\\% = 12.5\\text{ income} \\times 60 = 750\\text{ income}$$"",""Therefore, 60% of the income represents 750 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-317:38168","PCT-QL-317","Medium","saving","We will first connect the known percentage of the saving with the required percentage. | The given information is 25% of the saving = 200 saving. | Because 25% of the saving has 25 equal 1% parts, divide 200 saving by 25. | $$1\% = 200\text{ saving} \div 25 = 8\text{ saving}$$ | Now we need 10% of the saving. | Because 1% is known, multiply its value by 10 to get 10% of the saving. | $$10\% = 8\text{ saving} \times 10 = 80\text{ saving}$$ | So 10% of the saving is 80 saving.","[""We will first connect the known percentage of the saving with the required percentage."",""The given information is 25% of the saving = 200 saving."",""Because 25% of the saving has 25 equal 1% parts, divide 200 saving by 25. | $$1\\% = 200\\text{ saving} \\div 25 = 8\\text{ saving}$$"",""Now we need 10% of the saving."",""Because 1% is known, multiply its value by 10 to get 10% of the saving. | $$10\\% = 8\\text{ saving} \\times 10 = 80\\text{ saving}$$"",""So 10% of the saving is 80 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-317:38169","PCT-QL-317","Hard","salary","We know one percentage of the salary and need another. | 150 salary is the value of 30% of the salary. | Because 30% has 30 equal parts, dividing 150 salary by 30 gives 1% of the salary. | $$1\% = 150\text{ salary} \div 30 = 5\text{ salary}$$ | The question asks for 15% of the salary. | Since 1% is one part, multiply its value by 15 to get 15% of the salary. | $$15\% = 5\text{ salary} \times 15 = 75\text{ salary}$$ | Check: multiplying the 1% value by 30 returns 150 salary. | $$5\text{ salary} \times 30 = 150\text{ salary}$$ | This means the required salary count is 75 salary.","[""We know one percentage of the salary and need another."",""150 salary is the value of 30% of the salary."",""Because 30% has 30 equal parts, dividing 150 salary by 30 gives 1% of the salary. | $$1\\% = 150\\text{ salary} \\div 30 = 5\\text{ salary}$$"",""The question asks for 15% of the salary."",""Since 1% is one part, multiply its value by 15 to get 15% of the salary. | $$15\\% = 5\\text{ salary} \\times 15 = 75\\text{ salary}$$"",""Check: multiplying the 1% value by 30 returns 150 salary. | $$5\\text{ salary} \\times 30 = 150\\text{ salary}$$"",""This means the required salary count is 75 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83545","PCT-QL-417","Easy","income","We can use the known percentage of the income to find the required one. | We know that 10% of the income is 150 income. | Because 10% of the income has 10 equal 1% parts, divide 150 income by 10. | $$1\% = 150\text{ income} \div 10 = 15\text{ income}$$ | The required share is 15% of the income. | Use the 1% value 15 times to get 15% of the income. | $$15\% = 15\text{ income} \times 15 = 225\text{ income}$$ | This means the required income count is 225 income.","[""We can use the known percentage of the income to find the required one."",""We know that 10% of the income is 150 income."",""Because 10% of the income has 10 equal 1% parts, divide 150 income by 10. | $$1\\% = 150\\text{ income} \\div 10 = 15\\text{ income}$$"",""The required share is 15% of the income."",""Use the 1% value 15 times to get 15% of the income. | $$15\\% = 15\\text{ income} \\times 15 = 225\\text{ income}$$"",""This means the required income count is 225 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83548","PCT-QL-417","Easy","expenditure","We are comparing two percentages of the expenditure. | The given information is 50% of the expenditure = 500 expenditure. | Because 50% of the expenditure has 50 equal 1% parts, divide 500 expenditure by 50. | $$1\% = 500\text{ expenditure} \div 50 = 10\text{ expenditure}$$ | Now we need 30% of the expenditure. | Use the 1% value 30 times to get 30% of the expenditure. | $$30\% = 10\text{ expenditure} \times 30 = 300\text{ expenditure}$$ | So 30% of the expenditure is 300 expenditure.","[""We are comparing two percentages of the expenditure."",""The given information is 50% of the expenditure = 500 expenditure."",""Because 50% of the expenditure has 50 equal 1% parts, divide 500 expenditure by 50. | $$1\\% = 500\\text{ expenditure} \\div 50 = 10\\text{ expenditure}$$"",""Now we need 30% of the expenditure."",""Use the 1% value 30 times to get 30% of the expenditure. | $$30\\% = 10\\text{ expenditure} \\times 30 = 300\\text{ expenditure}$$"",""So 30% of the expenditure is 300 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83552","PCT-QL-417","Medium","income","We will first connect the known percentage of the income with the required percentage. | 40% of the income equals 200 income. | Because 40% of the income has 40 equal 1% parts, divide 200 income by 40. | $$1\% = 200\text{ income} \div 40 = 5\text{ income}$$ | Our target is 10% of the income. | Because 1% is known, multiply its value by 10 to get 10% of the income. | $$10\% = 5\text{ income} \times 10 = 50\text{ income}$$ | So 10% of the income is 50 income.","[""We will first connect the known percentage of the income with the required percentage."",""40% of the income equals 200 income."",""Because 40% of the income has 40 equal 1% parts, divide 200 income by 40. | $$1\\% = 200\\text{ income} \\div 40 = 5\\text{ income}$$"",""Our target is 10% of the income."",""Because 1% is known, multiply its value by 10 to get 10% of the income. | $$10\\% = 5\\text{ income} \\times 10 = 50\\text{ income}$$"",""So 10% of the income is 50 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83553","PCT-QL-417","Hard","saving","We are working with two percentages of the saving. | We know that 45% of the saving is 150 saving. | Because 45% has 45 equal parts, dividing 150 saving by 45 gives 1% of the saving. | $$1\% = 150\text{ saving} \div 45 = \approx 3.33\text{ saving}$$ | Now turn the 1% value into 15% of the saving. | Since 1% is one part, multiply its value by 15 to get 15% of the saving. | $$15\% = \approx 3.33\text{ saving} \times 15 = 50\text{ saving}$$ | This is consistent because 45 copies of the 1% value make 150 saving. | $$\approx 3.33\text{ saving} \times 45 = 150\text{ saving}$$ | So the share of the saving represented by 15% is 50 saving.","[""We are working with two percentages of the saving."",""We know that 45% of the saving is 150 saving."",""Because 45% has 45 equal parts, dividing 150 saving by 45 gives 1% of the saving. | $$1\\% = 150\\text{ saving} \\div 45 = \\approx 3.33\\text{ saving}$$"",""Now turn the 1% value into 15% of the saving."",""Since 1% is one part, multiply its value by 15 to get 15% of the saving. | $$15\\% = \\approx 3.33\\text{ saving} \\times 15 = 50\\text{ saving}$$"",""This is consistent because 45 copies of the 1% value make 150 saving. | $$\\approx 3.33\\text{ saving} \\times 45 = 150\\text{ saving}$$"",""So the share of the saving represented by 15% is 50 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83554","PCT-QL-417","Easy","salary","We can use the known percentage of the salary to find the required one. | Start with the given relation: 50% of the salary is 100 salary. | Because 50% of the salary has 50 equal 1% parts, divide 100 salary by 50. | $$1\% = 100\text{ salary} \div 50 = 2\text{ salary}$$ | Now turn the 1% value into 20% of the salary. | Use the 1% value 20 times to get 20% of the salary. | $$20\% = 2\text{ salary} \times 20 = 40\text{ salary}$$ | This means the required salary count is 40 salary.","[""We can use the known percentage of the salary to find the required one."",""Start with the given relation: 50% of the salary is 100 salary."",""Because 50% of the salary has 50 equal 1% parts, divide 100 salary by 50. | $$1\\% = 100\\text{ salary} \\div 50 = 2\\text{ salary}$$"",""Now turn the 1% value into 20% of the salary."",""Use the 1% value 20 times to get 20% of the salary. | $$20\\% = 2\\text{ salary} \\times 20 = 40\\text{ salary}$$"",""This means the required salary count is 40 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83576","PCT-QL-417","Medium","saving","We can use the known percentage of the saving to find the required one. | We know that 80% of the saving is 200 saving. | Because 80% of the saving has 80 equal 1% parts, divide 200 saving by 80. | $$1\% = 200\text{ saving} \div 80 = 2.5\text{ saving}$$ | Now turn the 1% value into 10% of the saving. | Because 1% is known, multiply its value by 10 to get 10% of the saving. | $$10\% = 2.5\text{ saving} \times 10 = 25\text{ saving}$$ | So the share of the saving represented by 10% is 25 saving.","[""We can use the known percentage of the saving to find the required one."",""We know that 80% of the saving is 200 saving."",""Because 80% of the saving has 80 equal 1% parts, divide 200 saving by 80. | $$1\\% = 200\\text{ saving} \\div 80 = 2.5\\text{ saving}$$"",""Now turn the 1% value into 10% of the saving."",""Because 1% is known, multiply its value by 10 to get 10% of the saving. | $$10\\% = 2.5\\text{ saving} \\times 10 = 25\\text{ saving}$$"",""So the share of the saving represented by 10% is 25 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83577","PCT-QL-417","Hard","expenditure","We are comparing two percentages of the expenditure. | The given information is 10% of the expenditure = 150 expenditure. | Because 10% has 10 equal parts, dividing 150 expenditure by 10 gives 1% of the expenditure. | $$1\% = 150\text{ expenditure} \div 10 = 15\text{ expenditure}$$ | Now we need 15% of the expenditure. | Since 1% is one part, multiply its value by 15 to get 15% of the expenditure. | $$15\% = 15\text{ expenditure} \times 15 = 225\text{ expenditure}$$ | As a check, the 1% value used 10 times gives 150 expenditure. | $$15\text{ expenditure} \times 10 = 150\text{ expenditure}$$ | So 15% of the expenditure is 225 expenditure.","[""We are comparing two percentages of the expenditure."",""The given information is 10% of the expenditure = 150 expenditure."",""Because 10% has 10 equal parts, dividing 150 expenditure by 10 gives 1% of the expenditure. | $$1\\% = 150\\text{ expenditure} \\div 10 = 15\\text{ expenditure}$$"",""Now we need 15% of the expenditure."",""Since 1% is one part, multiply its value by 15 to get 15% of the expenditure. | $$15\\% = 15\\text{ expenditure} \\times 15 = 225\\text{ expenditure}$$"",""As a check, the 1% value used 10 times gives 150 expenditure. | $$15\\text{ expenditure} \\times 10 = 150\\text{ expenditure}$$"",""So 15% of the expenditure is 225 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83579","PCT-QL-417","Medium","income","We can use the known percentage of the income to find the required one. | We know that 20% of the income is 600 income. | Because 20% of the income has 20 equal 1% parts, divide 600 income by 20. | $$1\% = 600\text{ income} \div 20 = 30\text{ income}$$ | The required share is 25% of the income. | Because 1% is known, multiply its value by 25 to get 25% of the income. | $$25\% = 30\text{ income} \times 25 = 750\text{ income}$$ | This means the required income count is 750 income.","[""We can use the known percentage of the income to find the required one."",""We know that 20% of the income is 600 income."",""Because 20% of the income has 20 equal 1% parts, divide 600 income by 20. | $$1\\% = 600\\text{ income} \\div 20 = 30\\text{ income}$$"",""The required share is 25% of the income."",""Because 1% is known, multiply its value by 25 to get 25% of the income. | $$25\\% = 30\\text{ income} \\times 25 = 750\\text{ income}$$"",""This means the required income count is 750 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83580","PCT-QL-417","Hard","saving","We are working with two percentages of the saving. | We know that 50% of the saving is 500 saving. | Because 50% has 50 equal parts, dividing 500 saving by 50 gives 1% of the saving. | $$1\% = 500\text{ saving} \div 50 = 10\text{ saving}$$ | Now turn the 1% value into 30% of the saving. | Since 1% is one part, multiply its value by 30 to get 30% of the saving. | $$30\% = 10\text{ saving} \times 30 = 300\text{ saving}$$ | This is consistent because 50 copies of the 1% value make 500 saving. | $$10\text{ saving} \times 50 = 500\text{ saving}$$ | So the share of the saving represented by 30% is 300 saving.","[""We are working with two percentages of the saving."",""We know that 50% of the saving is 500 saving."",""Because 50% has 50 equal parts, dividing 500 saving by 50 gives 1% of the saving. | $$1\\% = 500\\text{ saving} \\div 50 = 10\\text{ saving}$$"",""Now turn the 1% value into 30% of the saving."",""Since 1% is one part, multiply its value by 30 to get 30% of the saving. | $$30\\% = 10\\text{ saving} \\times 30 = 300\\text{ saving}$$"",""This is consistent because 50 copies of the 1% value make 500 saving. | $$10\\text{ saving} \\times 50 = 500\\text{ saving}$$"",""So the share of the saving represented by 30% is 300 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83583","PCT-QL-417","Hard","salary","We can see that both percentage values belong to the salary. | Here, 250 salary represents 10% of the salary. | Because 10% has 10 equal parts, dividing 250 salary by 10 gives 1% of the salary. | $$1\% = 250\text{ salary} \div 10 = 25\text{ salary}$$ | The question asks for 60% of the salary. | Since 1% is one part, multiply its value by 60 to get 60% of the salary. | $$60\% = 25\text{ salary} \times 60 = 1,500\text{ salary}$$ | The check agrees with the question: 10% gives 250 salary. | $$25\text{ salary} \times 10 = 250\text{ salary}$$ | So the share of the salary represented by 60% is 1,500 salary.","[""We can see that both percentage values belong to the salary."",""Here, 250 salary represents 10% of the salary."",""Because 10% has 10 equal parts, dividing 250 salary by 10 gives 1% of the salary. | $$1\\% = 250\\text{ salary} \\div 10 = 25\\text{ salary}$$"",""The question asks for 60% of the salary."",""Since 1% is one part, multiply its value by 60 to get 60% of the salary. | $$60\\% = 25\\text{ salary} \\times 60 = 1,500\\text{ salary}$$"",""The check agrees with the question: 10% gives 250 salary. | $$25\\text{ salary} \\times 10 = 250\\text{ salary}$$"",""So the share of the salary represented by 60% is 1,500 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83585","PCT-QL-417","Medium","saving","We are working with two percentages of the saving. | We know that 45% of the saving is 150 saving. | Because 45% of the saving has 45 equal 1% parts, divide 150 saving by 45. | $$1\% = 150\text{ saving} \div 45 = \approx 3.33\text{ saving}$$ | Now turn the 1% value into 15% of the saving. | Because 1% is known, multiply its value by 15 to get 15% of the saving. | $$15\% = \approx 3.33\text{ saving} \times 15 = 50\text{ saving}$$ | So the share of the saving represented by 15% is 50 saving.","[""We are working with two percentages of the saving."",""We know that 45% of the saving is 150 saving."",""Because 45% of the saving has 45 equal 1% parts, divide 150 saving by 45. | $$1\\% = 150\\text{ saving} \\div 45 = \\approx 3.33\\text{ saving}$$"",""Now turn the 1% value into 15% of the saving."",""Because 1% is known, multiply its value by 15 to get 15% of the saving. | $$15\\% = \\approx 3.33\\text{ saving} \\times 15 = 50\\text{ saving}$$"",""So the share of the saving represented by 15% is 50 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83608","PCT-QL-417","Easy","salary","We need to move from one percentage of the salary to another. | 40% of the salary equals 200 salary. | Because 40% of the salary has 40 equal 1% parts, divide 200 salary by 40. | $$1\% = 200\text{ salary} \div 40 = 5\text{ salary}$$ | Now we need 10% of the salary. | Use the 1% value 10 times to get 10% of the salary. | $$10\% = 5\text{ salary} \times 10 = 50\text{ salary}$$ | Therefore, 10% of the salary represents 50 salary.","[""We need to move from one percentage of the salary to another."",""40% of the salary equals 200 salary."",""Because 40% of the salary has 40 equal 1% parts, divide 200 salary by 40. | $$1\\% = 200\\text{ salary} \\div 40 = 5\\text{ salary}$$"",""Now we need 10% of the salary."",""Use the 1% value 10 times to get 10% of the salary. | $$10\\% = 5\\text{ salary} \\times 10 = 50\\text{ salary}$$"",""Therefore, 10% of the salary represents 50 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83609","PCT-QL-417","Medium","income","We can use the known percentage of the income to find the required one. | We know that 10% of the income is 150 income. | Because 10% of the income has 10 equal 1% parts, divide 150 income by 10. | $$1\% = 150\text{ income} \div 10 = 15\text{ income}$$ | The required share is 15% of the income. | Because 1% is known, multiply its value by 15 to get 15% of the income. | $$15\% = 15\text{ income} \times 15 = 225\text{ income}$$ | This means the required income count is 225 income.","[""We can use the known percentage of the income to find the required one."",""We know that 10% of the income is 150 income."",""Because 10% of the income has 10 equal 1% parts, divide 150 income by 10. | $$1\\% = 150\\text{ income} \\div 10 = 15\\text{ income}$$"",""The required share is 15% of the income."",""Because 1% is known, multiply its value by 15 to get 15% of the income. | $$15\\% = 15\\text{ income} \\times 15 = 225\\text{ income}$$"",""This means the required income count is 225 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83611","PCT-QL-417","Easy","income","We know one percentage of the income and need another. | Here, 600 income represents 20% of the income. | Because 20% of the income has 20 equal 1% parts, divide 600 income by 20. | $$1\% = 600\text{ income} \div 20 = 30\text{ income}$$ | The question asks for 25% of the income. | Use the 1% value 25 times to get 25% of the income. | $$25\% = 30\text{ income} \times 25 = 750\text{ income}$$ | So the share of the income represented by 25% is 750 income.","[""We know one percentage of the income and need another."",""Here, 600 income represents 20% of the income."",""Because 20% of the income has 20 equal 1% parts, divide 600 income by 20. | $$1\\% = 600\\text{ income} \\div 20 = 30\\text{ income}$$"",""The question asks for 25% of the income."",""Use the 1% value 25 times to get 25% of the income. | $$25\\% = 30\\text{ income} \\times 25 = 750\\text{ income}$$"",""So the share of the income represented by 25% is 750 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83612","PCT-QL-417","Medium","saving","We will first connect the known percentage of the saving with the required percentage. | 25% of the saving equals 500 saving. | Because 25% of the saving has 25 equal 1% parts, divide 500 saving by 25. | $$1\% = 500\text{ saving} \div 25 = 20\text{ saving}$$ | Now we need 30% of the saving. | Because 1% is known, multiply its value by 30 to get 30% of the saving. | $$30\% = 20\text{ saving} \times 30 = 600\text{ saving}$$ | Therefore, 30% of the saving represents 600 saving.","[""We will first connect the known percentage of the saving with the required percentage."",""25% of the saving equals 500 saving."",""Because 25% of the saving has 25 equal 1% parts, divide 500 saving by 25. | $$1\\% = 500\\text{ saving} \\div 25 = 20\\text{ saving}$$"",""Now we need 30% of the saving."",""Because 1% is known, multiply its value by 30 to get 30% of the saving. | $$30\\% = 20\\text{ saving} \\times 30 = 600\\text{ saving}$$"",""Therefore, 30% of the saving represents 600 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83615","PCT-QL-417","Medium","salary","We are finding a new percentage of the salary. | The question gives 10% of the salary as 250 salary. | Because 10% of the salary has 10 equal 1% parts, divide 250 salary by 10. | $$1\% = 250\text{ salary} \div 10 = 25\text{ salary}$$ | The percentage we still need is 60%. | Because 1% is known, multiply its value by 60 to get 60% of the salary. | $$60\% = 25\text{ salary} \times 60 = 1,500\text{ salary}$$ | Therefore, 60% of the salary represents 1,500 salary.","[""We are finding a new percentage of the salary."",""The question gives 10% of the salary as 250 salary."",""Because 10% of the salary has 10 equal 1% parts, divide 250 salary by 10. | $$1\\% = 250\\text{ salary} \\div 10 = 25\\text{ salary}$$"",""The percentage we still need is 60%."",""Because 1% is known, multiply its value by 60 to get 60% of the salary. | $$60\\% = 25\\text{ salary} \\times 60 = 1,500\\text{ salary}$$"",""Therefore, 60% of the salary represents 1,500 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83638","PCT-QL-417","Easy","income","We need to move from one percentage of the income to another. | The given information is 25% of the income = 300 income. | Because 25% of the income has 25 equal 1% parts, divide 300 income by 25. | $$1\% = 300\text{ income} \div 25 = 12\text{ income}$$ | Now we need 50% of the income. | Use the 1% value 50 times to get 50% of the income. | $$50\% = 12\text{ income} \times 50 = 600\text{ income}$$ | So 50% of the income is 600 income.","[""We need to move from one percentage of the income to another."",""The given information is 25% of the income = 300 income."",""Because 25% of the income has 25 equal 1% parts, divide 300 income by 25. | $$1\\% = 300\\text{ income} \\div 25 = 12\\text{ income}$$"",""Now we need 50% of the income."",""Use the 1% value 50 times to get 50% of the income. | $$50\\% = 12\\text{ income} \\times 50 = 600\\text{ income}$$"",""So 50% of the income is 600 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83640","PCT-QL-417","Hard","salary","We are comparing two percentages of the salary. | In this question, 40% of the salary stands for 200 salary. | Because 40% has 40 equal parts, dividing 200 salary by 40 gives 1% of the salary. | $$1\% = 200\text{ salary} \div 40 = 5\text{ salary}$$ | The percentage we still need is 10%. | Since 1% is one part, multiply its value by 10 to get 10% of the salary. | $$10\% = 5\text{ salary} \times 10 = 50\text{ salary}$$ | The given relation is recovered when the 1% value is multiplied by 40. | $$5\text{ salary} \times 40 = 200\text{ salary}$$ | So 10% of the salary is 50 salary.","[""We are comparing two percentages of the salary."",""In this question, 40% of the salary stands for 200 salary."",""Because 40% has 40 equal parts, dividing 200 salary by 40 gives 1% of the salary. | $$1\\% = 200\\text{ salary} \\div 40 = 5\\text{ salary}$$"",""The percentage we still need is 10%."",""Since 1% is one part, multiply its value by 10 to get 10% of the salary. | $$10\\% = 5\\text{ salary} \\times 10 = 50\\text{ salary}$$"",""The given relation is recovered when the 1% value is multiplied by 40. | $$5\\text{ salary} \\times 40 = 200\\text{ salary}$$"",""So 10% of the salary is 50 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83641","PCT-QL-417","Easy","expenditure","We need to move from one percentage of the expenditure to another. | The question gives 45% of the expenditure as 150 expenditure. | Because 45% of the expenditure has 45 equal 1% parts, divide 150 expenditure by 45. | $$1\% = 150\text{ expenditure} \div 45 = \approx 3.33\text{ expenditure}$$ | The percentage we still need is 15%. | Use the 1% value 15 times to get 15% of the expenditure. | $$15\% = \approx 3.33\text{ expenditure} \times 15 = 50\text{ expenditure}$$ | Therefore, 15% of the expenditure represents 50 expenditure.","[""We need to move from one percentage of the expenditure to another."",""The question gives 45% of the expenditure as 150 expenditure."",""Because 45% of the expenditure has 45 equal 1% parts, divide 150 expenditure by 45. | $$1\\% = 150\\text{ expenditure} \\div 45 = \\approx 3.33\\text{ expenditure}$$"",""The percentage we still need is 15%."",""Use the 1% value 15 times to get 15% of the expenditure. | $$15\\% = \\approx 3.33\\text{ expenditure} \\times 15 = 50\\text{ expenditure}$$"",""Therefore, 15% of the expenditure represents 50 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83642","PCT-QL-417","Medium","saving","We are finding a new percentage of the saving. | In this question, 50% of the saving stands for 100 saving. | Because 50% of the saving has 50 equal 1% parts, divide 100 saving by 50. | $$1\% = 100\text{ saving} \div 50 = 2\text{ saving}$$ | Next, use the 1% value to find 20% of the saving. | Because 1% is known, multiply its value by 20 to get 20% of the saving. | $$20\% = 2\text{ saving} \times 20 = 40\text{ saving}$$ | Therefore, 20% of the saving represents 40 saving.","[""We are finding a new percentage of the saving."",""In this question, 50% of the saving stands for 100 saving."",""Because 50% of the saving has 50 equal 1% parts, divide 100 saving by 50. | $$1\\% = 100\\text{ saving} \\div 50 = 2\\text{ saving}$$"",""Next, use the 1% value to find 20% of the saving."",""Because 1% is known, multiply its value by 20 to get 20% of the saving. | $$20\\% = 2\\text{ saving} \\times 20 = 40\\text{ saving}$$"",""Therefore, 20% of the saving represents 40 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-417:83643","PCT-QL-417","Hard","expenditure","We are comparing two percentages of the expenditure. | 20% of the expenditure equals 600 expenditure. | Because 20% has 20 equal parts, dividing 600 expenditure by 20 gives 1% of the expenditure. | $$1\% = 600\text{ expenditure} \div 20 = 30\text{ expenditure}$$ | Our target is 25% of the expenditure. | Since 1% is one part, multiply its value by 25 to get 25% of the expenditure. | $$25\% = 30\text{ expenditure} \times 25 = 750\text{ expenditure}$$ | To verify it, use the 1% value 20 times and get 600 expenditure. | $$30\text{ expenditure} \times 20 = 600\text{ expenditure}$$ | So 25% of the expenditure is 750 expenditure.","[""We are comparing two percentages of the expenditure."",""20% of the expenditure equals 600 expenditure."",""Because 20% has 20 equal parts, dividing 600 expenditure by 20 gives 1% of the expenditure. | $$1\\% = 600\\text{ expenditure} \\div 20 = 30\\text{ expenditure}$$"",""Our target is 25% of the expenditure."",""Since 1% is one part, multiply its value by 25 to get 25% of the expenditure. | $$25\\% = 30\\text{ expenditure} \\times 25 = 750\\text{ expenditure}$$"",""To verify it, use the 1% value 20 times and get 600 expenditure. | $$30\\text{ expenditure} \\times 20 = 600\\text{ expenditure}$$"",""So 25% of the expenditure is 750 expenditure.""]","","","PENDING_REVIEW"
