archetypeId,canonicalProblemId,questionId,difficultyBand,questionLanguageId,stem,answer,explanationStyleId,n,expression,zeroCount,base,exponent,numberA,numberB
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:474,Easy,QL-035,Find the number of zeros at the end of the value of 87500^24.,48,ES-004,,,,87500,24,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:475,Hard,QL-020,Calculate the number of zeros at the end of 5^41.,0,ES-004,,,,5,41,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:476,Hard,QL-021,Find the terminal-zero count in 4^39.,0,ES-004,,,,4,39,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:477,Hard,QL-018,How many trailing zeros occur in 100^163?,326,ES-004,,,,100,163,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:478,Medium,QL-019,Determine the trailing-zero count of 3600000^76.,380,ES-004,,,,3600000,76,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:479,Medium,QL-036,Determine the terminal-zero count of the power 625^71.,0,ES-004,,,,625,71,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:480,Medium,QL-020,Calculate the number of zeros at the end of 15625^109.,0,ES-004,,,,15625,109,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:481,Easy,QL-035,Find the number of zeros at the end of the value of 3500^5.,10,ES-004,,,,3500,5,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:482,Medium,QL-018,How many trailing zeros occur in 1000000^3?,18,ES-004,,,,1000000,3,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:483,Easy,QL-021,Find the terminal-zero count in 4^56.,0,ES-004,,,,4,56,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:484,Medium,QL-036,Determine the terminal-zero count of the power 3125^2.,0,ES-004,,,,3125,2,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:485,Hard,QL-019,Determine the trailing-zero count of 144000^155.,465,ES-004,,,,144000,155,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:486,Medium,QL-034,The number 1000000^66 is written in decimal form. How many trailing zeros does it contain?,396,ES-004,,,,1000000,66,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:487,Hard,QL-017,Find the number of trailing zeros in 16^106.,0,ES-004,,,,16,106,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:488,Easy,QL-020,Calculate the number of zeros at the end of 125^11.,0,ES-004,,,,125,11,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:489,Hard,QL-035,Find the number of zeros at the end of the value of 3500^38.,76,ES-004,,,,3500,38,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:490,Hard,QL-021,Find the terminal-zero count in 16384^47.,0,ES-004,,,,16384,47,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:491,Easy,QL-018,How many trailing zeros occur in 100^5?,10,ES-004,,,,100,5,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:492,Medium,QL-035,Find the number of zeros at the end of the value of 140^10.,10,ES-004,,,,140,10,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:493,Medium,QL-020,Calculate the number of zeros at the end of 25^2.,0,ES-004,,,,25,2,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:494,Hard,QL-017,Find the number of trailing zeros in 256^33.,0,ES-004,,,,256,33,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:495,Medium,QL-034,The number 10000^9 is written in decimal form. How many trailing zeros does it contain?,36,ES-004,,,,10000,9,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:496,Medium,QL-019,Determine the trailing-zero count of 144000^4.,12,ES-004,,,,144000,4,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:497,Hard,QL-036,Determine the terminal-zero count of the power 5^63.,0,ES-004,,,,5,63,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:498,Easy,QL-021,Find the terminal-zero count in 64^188.,0,ES-004,,,,64,188,,
NS-TRAIL-001,CP-004,NS-TRAIL-001:CP-004:ns-trail-001-human-review-repair:CP-004:499,Hard,QL-018,How many trailing zeros occur in 1000000^160?,960,ES-004,,,,1000000,160,,
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:0,Easy,QL-038,Find the number of terminal zeros in the product of 2453 and 221.,0,ES-005,,,,,,2453,221
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:1,Medium,QL-025,How many zeros appear at the end of 4096 x 1953125?,9,ES-005,,,,,,4096,1953125
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:2,Easy,QL-026,Calculate the trailing zeros in the product of 805 and 1725.,0,ES-005,,,,,,805,1725
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:3,Medium,QL-023,Find the number of trailing zeros in the product 4096 x 125.,3,ES-005,,,,,,4096,125
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:4,Easy,QL-024,Determine the trailing-zero count after multiplying 3915 and 979.,0,ES-005,,,,,,3915,979
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:5,Medium,QL-039,The product 1521 x 140 ends with how many zeros?,1,ES-005,,,,,,1521,140
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:6,Hard,QL-022,"If 25000 is multiplied by 420, how many trailing zeros will the product contain?",5,ES-005,,,,,,25000,420
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:7,Medium,QL-037,"After multiplying 155 and 610, how many zeros will appear at the end of the result?",1,ES-005,,,,,,155,610
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:8,Easy,QL-038,Find the number of terminal zeros in the product of 1953125 and 16.,4,ES-005,,,,,,1953125,16
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:9,Easy,QL-025,How many zeros appear at the end of 260 x 225?,2,ES-005,,,,,,260,225
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:10,Hard,QL-025,How many zeros appear at the end of 10875 x 310?,1,ES-005,,,,,,10875,310
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:11,Hard,QL-038,Find the number of terminal zeros in the product of 1953125 and 65536.,9,ES-005,,,,,,1953125,65536
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:12,Medium,QL-023,Find the number of trailing zeros in the product 78125 x 128.,7,ES-005,,,,,,78125,128
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:13,Easy,QL-026,Calculate the trailing zeros in the product of 22500 and 380.,4,ES-005,,,,,,22500,380
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:14,Easy,QL-039,The product 131072 x 125 ends with how many zeros?,3,ES-005,,,,,,131072,125
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:15,Medium,QL-024,Determine the trailing-zero count after multiplying 2295 and 319.,0,ES-005,,,,,,2295,319
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:16,Medium,QL-037,"After multiplying 625 and 64, how many zeros will appear at the end of the result?",4,ES-005,,,,,,625,64
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:17,Easy,QL-022,"If 550 is multiplied by 600, how many trailing zeros will the product contain?",4,ES-005,,,,,,550,600
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:18,Easy,QL-025,How many zeros appear at the end of 4199 x 1368?,0,ES-005,,,,,,4199,1368
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:19,Medium,QL-038,Find the number of terminal zeros in the product of 15625 and 64.,6,ES-005,,,,,,15625,64
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:20,Easy,QL-038,Find the number of terminal zeros in the product of 700 and 1160.,3,ES-005,,,,,,700,1160
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:21,Easy,QL-025,How many zeros appear at the end of 2375 x 1026?,1,ES-005,,,,,,2375,1026
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:22,Hard,QL-026,Calculate the trailing zeros in the product of 390625 and 32.,5,ES-005,,,,,,390625,32
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:23,Easy,QL-023,Find the number of trailing zeros in the product 539 x 1368.,0,ES-005,,,,,,539,1368
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:24,Easy,QL-024,Determine the trailing-zero count after multiplying 15625 and 32768.,6,ES-005,,,,,,15625,32768
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:25,Medium,QL-039,The product 460 x 325 ends with how many zeros?,2,ES-005,,,,,,460,325
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:26,Hard,QL-022,"If 1024 is multiplied by 3125, how many trailing zeros will the product contain?",5,ES-005,,,,,,1024,3125
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:27,Easy,QL-037,"After multiplying 1953125 and 65536, how many zeros will appear at the end of the result?",9,ES-005,,,,,,1953125,65536
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:28,Medium,QL-038,Find the number of terminal zeros in the product of 3125 and 65536.,5,ES-005,,,,,,3125,65536
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:29,Hard,QL-025,How many zeros appear at the end of 340 x 65?,2,ES-005,,,,,,340,65
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:30,Easy,QL-037,"After multiplying 85 and 770, how many zeros will appear at the end of the result?",1,ES-005,,,,,,85,770
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:31,Easy,QL-022,"If 710 is multiplied by 80, how many trailing zeros will the product contain?",2,ES-005,,,,,,710,80
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:32,Medium,QL-039,The product 6003 x 224 ends with how many zeros?,0,ES-005,,,,,,6003,224
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:33,Hard,QL-024,Determine the trailing-zero count after multiplying 570 and 390.,2,ES-005,,,,,,570,390
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:34,Easy,QL-023,Find the number of trailing zeros in the product 2967 x 1066.,0,ES-005,,,,,,2967,1066
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:35,Medium,QL-026,Calculate the trailing zeros in the product of 4263 and 1037.,0,ES-005,,,,,,4263,1037
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:36,Medium,QL-025,How many zeros appear at the end of 1625 x 470?,1,ES-005,,,,,,1625,470
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:37,Easy,QL-038,Find the number of terminal zeros in the product of 625 and 64.,4,ES-005,,,,,,625,64
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:38,Medium,QL-037,"After multiplying 455 and 610, how many zeros will appear at the end of the result?",1,ES-005,,,,,,455,610
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:39,Easy,QL-022,"If 625 is multiplied by 262144, how many trailing zeros will the product contain?",4,ES-005,,,,,,625,262144
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:40,Medium,QL-022,"If 790 is multiplied by 120, how many trailing zeros will the product contain?",2,ES-005,,,,,,790,120
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:41,Easy,QL-037,"After multiplying 15625 and 32768, how many zeros will appear at the end of the result?",6,ES-005,,,,,,15625,32768
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:42,Hard,QL-024,Determine the trailing-zero count after multiplying 400 and 1040.,3,ES-005,,,,,,400,1040
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:43,Easy,QL-039,The product 128 x 125 ends with how many zeros?,3,ES-005,,,,,,128,125
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:44,Hard,QL-026,Calculate the trailing zeros in the product of 3125 and 512.,5,ES-005,,,,,,3125,512
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:45,Medium,QL-023,Find the number of trailing zeros in the product 256 x 625.,4,ES-005,,,,,,256,625
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:46,Hard,QL-038,Find the number of terminal zeros in the product of 7395 and 319.,0,ES-005,,,,,,7395,319
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:47,Easy,QL-025,How many zeros appear at the end of 16 x 625?,4,ES-005,,,,,,16,625
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:48,Easy,QL-022,"If 256 is multiplied by 3125, how many trailing zeros will the product contain?",5,ES-005,,,,,,256,3125
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:49,Easy,QL-037,"After multiplying 75 and 450, how many zeros will appear at the end of the result?",1,ES-005,,,,,,75,450
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:50,Hard,QL-039,The product 2048 x 78125 ends with how many zeros?,7,ES-005,,,,,,2048,78125
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:51,Medium,QL-024,Determine the trailing-zero count after multiplying 650 and 240.,3,ES-005,,,,,,650,240
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:52,Easy,QL-037,"After multiplying 600 and 215, how many zeros will appear at the end of the result?",3,ES-005,,,,,,600,215
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:53,Easy,QL-022,"If 790 is multiplied by 520, how many trailing zeros will the product contain?",2,ES-005,,,,,,790,520
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:54,Medium,QL-025,How many zeros appear at the end of 4125 x 70?,1,ES-005,,,,,,4125,70
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:55,Easy,QL-038,Find the number of terminal zeros in the product of 1953125 and 8192.,9,ES-005,,,,,,1953125,8192
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:56,Easy,QL-023,Find the number of trailing zeros in the product 175 x 650.,1,ES-005,,,,,,175,650
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:57,Medium,QL-026,Calculate the trailing zeros in the product of 430 and 140.,2,ES-005,,,,,,430,140
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:58,Medium,QL-039,The product 380 x 85 ends with how many zeros?,2,ES-005,,,,,,380,85
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:59,Medium,QL-024,Determine the trailing-zero count after multiplying 410 and 510.,2,ES-005,,,,,,410,510
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:60,Medium,QL-024,Determine the trailing-zero count after multiplying 3125 and 64.,5,ES-005,,,,,,3125,64
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:61,Easy,QL-039,The product 700 x 45 ends with how many zeros?,2,ES-005,,,,,,700,45
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:62,Easy,QL-022,"If 23750 is multiplied by 100, how many trailing zeros will the product contain?",3,ES-005,,,,,,23750,100
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:63,Medium,QL-037,"After multiplying 40 and 335, how many zeros will appear at the end of the result?",2,ES-005,,,,,,40,335
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:64,Hard,QL-038,Find the number of terminal zeros in the product of 210 and 410.,2,ES-005,,,,,,210,410
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:65,Medium,QL-025,How many zeros appear at the end of 8 x 78125?,3,ES-005,,,,,,8,78125
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:66,Hard,QL-026,Calculate the trailing zeros in the product of 78125 and 256.,7,ES-005,,,,,,78125,256
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:67,Easy,QL-023,Find the number of trailing zeros in the product 640 x 235.,2,ES-005,,,,,,640,235
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:68,Hard,QL-024,Determine the trailing-zero count after multiplying 1953125 and 16.,4,ES-005,,,,,,1953125,16
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:69,Medium,QL-039,The product 1937 x 684 ends with how many zeros?,0,ES-005,,,,,,1937,684
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:70,Hard,QL-023,Find the number of trailing zeros in the product 845 x 560.,2,ES-005,,,,,,845,560
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:71,Easy,QL-026,Calculate the trailing zeros in the product of 125 and 64.,3,ES-005,,,,,,125,64
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:72,Medium,QL-025,How many zeros appear at the end of 2697 x 476?,0,ES-005,,,,,,2697,476
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:73,Easy,QL-038,Find the number of terminal zeros in the product of 625 and 4096.,4,ES-005,,,,,,625,4096
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:74,Medium,QL-037,"After multiplying 128 and 625, how many zeros will appear at the end of the result?",4,ES-005,,,,,,128,625
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:75,Easy,QL-022,"If 16 is multiplied by 125, how many trailing zeros will the product contain?",3,ES-005,,,,,,16,125
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:76,Medium,QL-039,The product 390625 x 2048 ends with how many zeros?,8,ES-005,,,,,,390625,2048
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:77,Easy,QL-024,Determine the trailing-zero count after multiplying 3125 and 16384.,5,ES-005,,,,,,3125,16384
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:78,Hard,QL-023,Find the number of trailing zeros in the product 435 x 570.,1,ES-005,,,,,,435,570
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:79,Hard,QL-026,Calculate the trailing zeros in the product of 590 and 20.,2,ES-005,,,,,,590,20
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:80,Medium,QL-026,Calculate the trailing zeros in the product of 625 and 1024.,4,ES-005,,,,,,625,1024
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:81,Medium,QL-023,Find the number of trailing zeros in the product 560 x 395.,2,ES-005,,,,,,560,395
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:82,Medium,QL-038,Find the number of terminal zeros in the product of 125 and 131072.,3,ES-005,,,,,,125,131072
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:83,Easy,QL-025,How many zeros appear at the end of 78125 x 16384?,7,ES-005,,,,,,78125,16384
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:84,Hard,QL-022,"If 790 is multiplied by 320, how many trailing zeros will the product contain?",2,ES-005,,,,,,790,320
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:85,Medium,QL-037,"After multiplying 128 and 390625, how many zeros will appear at the end of the result?",7,ES-005,,,,,,128,390625
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:86,Medium,QL-024,Determine the trailing-zero count after multiplying 3125 and 262144.,5,ES-005,,,,,,3125,262144
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:87,Easy,QL-039,The product 300 x 445 ends with how many zeros?,2,ES-005,,,,,,300,445
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:88,Medium,QL-026,Calculate the trailing zeros in the product of 18750 and 620.,3,ES-005,,,,,,18750,620
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:89,Hard,QL-023,Find the number of trailing zeros in the product 390625 x 16.,4,ES-005,,,,,,390625,16
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:90,Medium,QL-025,How many zeros appear at the end of 125 x 16?,3,ES-005,,,,,,125,16
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:91,Medium,QL-038,Find the number of terminal zeros in the product of 130 and 370.,2,ES-005,,,,,,130,370
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:92,Medium,QL-023,Find the number of trailing zeros in the product 1351 x 1026.,0,ES-005,,,,,,1351,1026
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:93,Medium,QL-026,Calculate the trailing zeros in the product of 1024 and 125.,3,ES-005,,,,,,1024,125
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:94,Hard,QL-039,The product 4625 x 110 ends with how many zeros?,1,ES-005,,,,,,4625,110
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:95,Easy,QL-024,Determine the trailing-zero count after multiplying 1300 and 800.,4,ES-005,,,,,,1300,800
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:96,Hard,QL-037,"After multiplying 1653 and 208, how many zeros will appear at the end of the result?",0,ES-005,,,,,,1653,208
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:97,Easy,QL-022,"If 15625 is multiplied by 512, how many trailing zeros will the product contain?",6,ES-005,,,,,,15625,512
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:98,Easy,QL-025,How many zeros appear at the end of 390625 x 1024?,8,ES-005,,,,,,390625,1024
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:99,Easy,QL-038,Find the number of terminal zeros in the product of 210 and 610.,2,ES-005,,,,,,210,610
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:100,Easy,QL-025,How many zeros appear at the end of 660 x 425?,2,ES-005,,,,,,660,425
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:101,Easy,QL-038,Find the number of terminal zeros in the product of 1950 and 760.,3,ES-005,,,,,,1950,760
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:102,Easy,QL-023,Find the number of trailing zeros in the product 480 x 155.,2,ES-005,,,,,,480,155
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:103,Medium,QL-026,Calculate the trailing zeros in the product of 6119 and 1449.,0,ES-005,,,,,,6119,1449
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:104,Hard,QL-039,The product 5375 x 1070 ends with how many zeros?,1,ES-005,,,,,,5375,1070
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:105,Medium,QL-024,Determine the trailing-zero count after multiplying 1500 and 880.,4,ES-005,,,,,,1500,880
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:106,Hard,QL-037,"After multiplying 3125 and 16, how many zeros will appear at the end of the result?",4,ES-005,,,,,,3125,16
NS-TRAIL-001,CP-005,NS-TRAIL-001:CP-005:ns-trail-001-human-review-repair:CP-005:107,Hard,QL-022,"If 550 is multiplied by 200, how many trailing zeros will the product contain?",4,ES-005,,,,,,550,200
