questionId,cpId,stem,answer,difficulty,questionLanguageId,explanationStyleId
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:209,CP-004,"144 chairs and 216 desks are to be arranged in equal rows. If every chair and desk is used, find the greatest possible number of rows.",72,Easy,QL-051,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:210,CP-004,105 players from one school and 140 players from another school are to form equal teams. Find the maximum number of teams.,35,Hard,QL-055,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:211,CP-004,"75 black balls, 125 white balls and 200 red balls are to be grouped equally. What is the greatest possible number of groups?",25,Medium,QL-063,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:212,CP-004,132 chairs and 198 tables are to be arranged into identical sections in a hall. Find the greatest possible number of sections.,66,Medium,QL-053,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:213,CP-004,"96 mangoes, 144 bananas and 192 guavas are to be divided equally among the maximum number of baskets. Find the number of baskets.",48,Easy,QL-042,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:214,CP-004,168 red pencils and 210 blue pencils are to be packed in identical packets. Find the greatest possible number of packets.,42,Medium,QL-047,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:215,CP-004,108 kg rice and 162 kg wheat are to be distributed equally among the maximum number of families. Find the number of families.,54,Medium,QL-059,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:216,CP-004,108 kg rice and 162 kg wheat are to be distributed equally among the maximum number of families. Find the number of families.,54,Easy,QL-059,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:217,CP-004,90 ruled notebooks and 150 plain notebooks are to be distributed equally among students. What is the greatest number of students who can receive them?,30,Easy,QL-046,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:218,CP-004,168 red pencils and 210 blue pencils are to be packed in identical packets. Find the greatest possible number of packets.,42,Hard,QL-047,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:219,CP-004,A shopkeeper has 198 pencils and 264 pens. He wants to make identical packets using all the items. Find the greatest number of packets he can make.,66,Easy,QL-065,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:220,CP-004,A shopkeeper has 198 pencils and 264 pens. He wants to make identical packets using all the items. Find the greatest number of packets he can make.,66,Medium,QL-065,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:221,CP-004,"132 cups and 198 plates are to be packed into identical cartons. If no item is left over, find the greatest possible number of cartons.",66,Easy,QL-061,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:222,CP-004,"135 English books and 180 Hindi books are to be placed in identical sets. If no book is left over, find the greatest possible number of sets.",45,Medium,QL-045,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:223,CP-004,108 kg rice and 162 kg wheat are to be distributed equally among the maximum number of families. Find the number of families.,54,Hard,QL-059,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:224,CP-004,"132 cups and 198 plates are to be packed into identical cartons. If no item is left over, find the greatest possible number of cartons.",66,Medium,QL-061,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:225,CP-004,210 marbles and 315 beads are to be split into equal groups. Find the largest number of groups that can be made.,105,Hard,QL-062,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:226,CP-004,84 apples and 126 oranges are to be packed into identical boxes so that no fruit is left over. Find the greatest possible number of boxes.,42,Medium,QL-041,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:227,CP-004,A shopkeeper has 198 pencils and 264 pens. He wants to make identical packets using all the items. Find the greatest number of packets he can make.,66,Easy,QL-065,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:228,CP-004,180 cadets and 240 trainees are to stand in equal rows for a parade. Find the greatest number of rows possible.,60,Hard,QL-052,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:229,CP-004,105 players from one school and 140 players from another school are to form equal teams. Find the maximum number of teams.,35,Easy,QL-055,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:230,CP-004,210 marbles and 315 beads are to be split into equal groups. Find the largest number of groups that can be made.,105,Easy,QL-062,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:231,CP-004,"135 English books and 180 Hindi books are to be placed in identical sets. If no book is left over, find the greatest possible number of sets.",45,Easy,QL-045,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:232,CP-004,216 newspapers and 324 magazines are to be tied into identical bundles. Find the greatest possible number of bundles.,108,Medium,QL-050,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:233,CP-004,"144 chairs and 216 desks are to be arranged in equal rows. If every chair and desk is used, find the greatest possible number of rows.",72,Easy,QL-051,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:234,CP-004,"150 boys, 225 girls and 300 notebooks are to be divided equally among classrooms. What is the greatest possible number of classrooms?",75,Medium,QL-057,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:235,CP-004,156 pens and 234 erasers are to be kept in identical boxes. Find the greatest number of boxes if every item is used.,78,Easy,QL-049,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:236,CP-004,156 pens and 234 erasers are to be kept in identical boxes. Find the greatest number of boxes if every item is used.,78,Easy,QL-049,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:237,CP-004,108 kg rice and 162 kg wheat are to be distributed equally among the maximum number of families. Find the number of families.,54,Medium,QL-059,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:238,CP-004,"132 cups and 198 plates are to be packed into identical cartons. If no item is left over, find the greatest possible number of cartons.",66,Medium,QL-061,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:239,CP-004,"132 cups and 198 plates are to be packed into identical cartons. If no item is left over, find the greatest possible number of cartons.",66,Medium,QL-061,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:240,CP-004,180 cadets and 240 trainees are to stand in equal rows for a parade. Find the greatest number of rows possible.,60,Easy,QL-052,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:241,CP-004,"144 chairs and 216 desks are to be arranged in equal rows. If every chair and desk is used, find the greatest possible number of rows.",72,Medium,QL-051,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:242,CP-004,180 students and 225 notebooks are to be distributed equally among classrooms. Find the greatest number of classrooms possible.,45,Easy,QL-056,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:243,CP-004,105 players from one school and 140 players from another school are to form equal teams. Find the maximum number of teams.,35,Easy,QL-055,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:244,CP-004,72 boys and 108 girls are to be arranged in identical groups with no student left out. Find the greatest possible number of groups.,36,Medium,QL-043,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:245,CP-004,216 newspapers and 324 magazines are to be tied into identical bundles. Find the greatest possible number of bundles.,108,Easy,QL-050,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:246,CP-004,288 soap bars and 432 toothpaste tubes are to be packed into identical relief kits. Find the greatest possible number of kits.,144,Easy,QL-060,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:247,CP-004,168 red pencils and 210 blue pencils are to be packed in identical packets. Find the greatest possible number of packets.,42,Medium,QL-047,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:248,CP-004,84 apples and 126 oranges are to be packed into identical boxes so that no fruit is left over. Find the greatest possible number of boxes.,42,Medium,QL-041,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:249,CP-004,96 boys and 120 girls are to be divided into identical teams with no one left out. Find the greatest possible number of teams.,24,Medium,QL-054,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:250,CP-004,"132 cups and 198 plates are to be packed into identical cartons. If no item is left over, find the greatest possible number of cartons.",66,Easy,QL-061,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:251,CP-004,288 soap bars and 432 toothpaste tubes are to be packed into identical relief kits. Find the greatest possible number of kits.,144,Medium,QL-060,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:252,CP-004,160 science kits and 240 mathematics kits are to be arranged into identical sets. Find the greatest possible number of sets.,80,Easy,QL-064,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:253,CP-004,A shopkeeper has 198 pencils and 264 pens. He wants to make identical packets using all the items. Find the greatest number of packets he can make.,66,Medium,QL-065,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:254,CP-004,288 soap bars and 432 toothpaste tubes are to be packed into identical relief kits. Find the greatest possible number of kits.,144,Easy,QL-060,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:255,CP-004,160 science kits and 240 mathematics kits are to be arranged into identical sets. Find the greatest possible number of sets.,80,Medium,QL-064,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:256,CP-004,96 boys and 120 girls are to be divided into identical teams with no one left out. Find the greatest possible number of teams.,24,Hard,QL-054,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:257,CP-004,120 students of one class and 180 students of another class are to be divided into equal groups for an activity. Find the maximum number of groups.,60,Medium,QL-044,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:258,CP-004,216 newspapers and 324 magazines are to be tied into identical bundles. Find the greatest possible number of bundles.,108,Hard,QL-050,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:259,CP-004,168 red pencils and 210 blue pencils are to be packed in identical packets. Find the greatest possible number of packets.,42,Medium,QL-047,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:260,CP-004,180 students and 225 notebooks are to be distributed equally among classrooms. Find the greatest number of classrooms possible.,45,Easy,QL-056,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:261,CP-004,160 science kits and 240 mathematics kits are to be arranged into identical sets. Find the greatest possible number of sets.,80,Medium,QL-064,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:262,CP-004,72 boys and 108 girls are to be arranged in identical groups with no student left out. Find the greatest possible number of groups.,36,Hard,QL-043,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:263,CP-004,168 red pencils and 210 blue pencils are to be packed in identical packets. Find the greatest possible number of packets.,42,Hard,QL-047,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:264,CP-004,288 soap bars and 432 toothpaste tubes are to be packed into identical relief kits. Find the greatest possible number of kits.,144,Hard,QL-060,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:265,CP-004,108 kg rice and 162 kg wheat are to be distributed equally among the maximum number of families. Find the number of families.,54,Medium,QL-059,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:266,CP-004,105 players from one school and 140 players from another school are to form equal teams. Find the maximum number of teams.,35,Medium,QL-055,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:267,CP-004,90 ruled notebooks and 150 plain notebooks are to be distributed equally among students. What is the greatest number of students who can receive them?,30,Hard,QL-046,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:268,CP-004,252 blankets and 336 bedsheets are to be distributed equally among families. Find the greatest number of families that can receive them.,84,Easy,QL-058,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:269,CP-004,96 boys and 120 girls are to be divided into identical teams with no one left out. Find the greatest possible number of teams.,24,Easy,QL-054,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:270,CP-004,A shopkeeper has 198 pencils and 264 pens. He wants to make identical packets using all the items. Find the greatest number of packets he can make.,66,Medium,QL-065,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:271,CP-004,210 marbles and 315 beads are to be split into equal groups. Find the largest number of groups that can be made.,105,Medium,QL-062,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:272,CP-004,"150 boys, 225 girls and 300 notebooks are to be divided equally among classrooms. What is the greatest possible number of classrooms?",75,Hard,QL-057,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:273,CP-004,108 kg rice and 162 kg wheat are to be distributed equally among the maximum number of families. Find the number of families.,54,Easy,QL-059,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:274,CP-004,108 kg rice and 162 kg wheat are to be distributed equally among the maximum number of families. Find the number of families.,54,Medium,QL-059,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:275,CP-004,252 blankets and 336 bedsheets are to be distributed equally among families. Find the greatest number of families that can receive them.,84,Medium,QL-058,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:276,CP-004,252 blankets and 336 bedsheets are to be distributed equally among families. Find the greatest number of families that can receive them.,84,Medium,QL-058,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:277,CP-004,105 players from one school and 140 players from another school are to form equal teams. Find the maximum number of teams.,35,Medium,QL-055,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:278,CP-004,108 kg rice and 162 kg wheat are to be distributed equally among the maximum number of families. Find the number of families.,54,Easy,QL-059,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:279,CP-004,"132 cups and 198 plates are to be packed into identical cartons. If no item is left over, find the greatest possible number of cartons.",66,Hard,QL-061,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:280,CP-004,96 boys and 120 girls are to be divided into identical teams with no one left out. Find the greatest possible number of teams.,24,Easy,QL-054,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:281,CP-004,210 marbles and 315 beads are to be split into equal groups. Find the largest number of groups that can be made.,105,Medium,QL-062,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:282,CP-004,288 soap bars and 432 toothpaste tubes are to be packed into identical relief kits. Find the greatest possible number of kits.,144,Medium,QL-060,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:283,CP-004,216 newspapers and 324 magazines are to be tied into identical bundles. Find the greatest possible number of bundles.,108,Easy,QL-050,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:284,CP-004,90 ruled notebooks and 150 plain notebooks are to be distributed equally among students. What is the greatest number of students who can receive them?,30,Easy,QL-046,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:285,CP-004,"96 mangoes, 144 bananas and 192 guavas are to be divided equally among the maximum number of baskets. Find the number of baskets.",48,Hard,QL-042,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:286,CP-004,180 students and 225 notebooks are to be distributed equally among classrooms. Find the greatest number of classrooms possible.,45,Easy,QL-056,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:287,CP-004,"144 chairs and 216 desks are to be arranged in equal rows. If every chair and desk is used, find the greatest possible number of rows.",72,Medium,QL-051,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:288,CP-004,132 chairs and 198 tables are to be arranged into identical sections in a hall. Find the greatest possible number of sections.,66,Medium,QL-053,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:289,CP-004,"144 chairs and 216 desks are to be arranged in equal rows. If every chair and desk is used, find the greatest possible number of rows.",72,Medium,QL-051,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:290,CP-004,"144 chairs and 216 desks are to be arranged in equal rows. If every chair and desk is used, find the greatest possible number of rows.",72,Hard,QL-051,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:291,CP-004,160 science kits and 240 mathematics kits are to be arranged into identical sets. Find the greatest possible number of sets.,80,Hard,QL-064,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:292,CP-004,84 apples and 126 oranges are to be packed into identical boxes so that no fruit is left over. Find the greatest possible number of boxes.,42,Hard,QL-041,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:293,CP-004,180 students and 225 notebooks are to be distributed equally among classrooms. Find the greatest number of classrooms possible.,45,Hard,QL-056,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:294,CP-004,105 players from one school and 140 players from another school are to form equal teams. Find the maximum number of teams.,35,Easy,QL-055,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:295,CP-004,288 soap bars and 432 toothpaste tubes are to be packed into identical relief kits. Find the greatest possible number of kits.,144,Easy,QL-060,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:296,CP-004,160 science kits and 240 mathematics kits are to be arranged into identical sets. Find the greatest possible number of sets.,80,Easy,QL-064,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:297,CP-004,180 cadets and 240 trainees are to stand in equal rows for a parade. Find the greatest number of rows possible.,60,Hard,QL-052,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:298,CP-004,96 boys and 120 girls are to be divided into identical teams with no one left out. Find the greatest possible number of teams.,24,Hard,QL-054,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:299,CP-004,"96 mangoes, 144 bananas and 192 guavas are to be divided equally among the maximum number of baskets. Find the number of baskets.",48,Medium,QL-042,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:300,CP-004,156 pens and 234 erasers are to be kept in identical boxes. Find the greatest number of boxes if every item is used.,78,Medium,QL-049,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:301,CP-004,132 chairs and 198 tables are to be arranged into identical sections in a hall. Find the greatest possible number of sections.,66,Easy,QL-053,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:302,CP-004,132 chairs and 198 tables are to be arranged into identical sections in a hall. Find the greatest possible number of sections.,66,Medium,QL-053,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:303,CP-004,105 players from one school and 140 players from another school are to form equal teams. Find the maximum number of teams.,35,Medium,QL-055,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:304,CP-004,"150 boys, 225 girls and 300 notebooks are to be divided equally among classrooms. What is the greatest possible number of classrooms?",75,Medium,QL-057,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:305,CP-004,252 blankets and 336 bedsheets are to be distributed equally among families. Find the greatest number of families that can receive them.,84,Easy,QL-058,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:306,CP-004,96 boys and 120 girls are to be divided into identical teams with no one left out. Find the greatest possible number of teams.,24,Easy,QL-054,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:307,CP-004,105 players from one school and 140 players from another school are to form equal teams. Find the maximum number of teams.,35,Medium,QL-055,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:308,CP-004,96 boys and 120 girls are to be divided into identical teams with no one left out. Find the greatest possible number of teams.,24,Easy,QL-054,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:309,CP-004,105 players from one school and 140 players from another school are to form equal teams. Find the maximum number of teams.,35,Easy,QL-055,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:310,CP-004,180 cadets and 240 trainees are to stand in equal rows for a parade. Find the greatest number of rows possible.,60,Hard,QL-052,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:311,CP-004,"144 chairs and 216 desks are to be arranged in equal rows. If every chair and desk is used, find the greatest possible number of rows.",72,Easy,QL-051,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:312,CP-004,90 ruled notebooks and 150 plain notebooks are to be distributed equally among students. What is the greatest number of students who can receive them?,30,Hard,QL-046,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:313,CP-004,90 ruled notebooks and 150 plain notebooks are to be distributed equally among students. What is the greatest number of students who can receive them?,30,Medium,QL-046,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:314,CP-004,72 boys and 108 girls are to be arranged in identical groups with no student left out. Find the greatest possible number of groups.,36,Hard,QL-043,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:315,CP-004,105 players from one school and 140 players from another school are to form equal teams. Find the maximum number of teams.,35,Easy,QL-055,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:316,CP-004,"75 black balls, 125 white balls and 200 red balls are to be grouped equally. What is the greatest possible number of groups?",25,Medium,QL-063,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:317,CP-004,210 marbles and 315 beads are to be split into equal groups. Find the largest number of groups that can be made.,105,Easy,QL-062,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:318,CP-004,"132 cups and 198 plates are to be packed into identical cartons. If no item is left over, find the greatest possible number of cartons.",66,Medium,QL-061,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:319,CP-004,288 soap bars and 432 toothpaste tubes are to be packed into identical relief kits. Find the greatest possible number of kits.,144,Medium,QL-060,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:320,CP-004,240 biscuits and 360 chocolates are to be packed into identical packets with nothing left over. Find the maximum number of packets.,120,Medium,QL-048,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:321,CP-004,180 students and 225 notebooks are to be distributed equally among classrooms. Find the greatest number of classrooms possible.,45,Easy,QL-056,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:322,CP-004,"75 black balls, 125 white balls and 200 red balls are to be grouped equally. What is the greatest possible number of groups?",25,Easy,QL-063,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:323,CP-004,72 boys and 108 girls are to be arranged in identical groups with no student left out. Find the greatest possible number of groups.,36,Medium,QL-043,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:324,CP-004,168 red pencils and 210 blue pencils are to be packed in identical packets. Find the greatest possible number of packets.,42,Medium,QL-047,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:325,CP-004,288 soap bars and 432 toothpaste tubes are to be packed into identical relief kits. Find the greatest possible number of kits.,144,Hard,QL-060,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:326,CP-004,210 marbles and 315 beads are to be split into equal groups. Find the largest number of groups that can be made.,105,Medium,QL-062,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:327,CP-004,168 red pencils and 210 blue pencils are to be packed in identical packets. Find the greatest possible number of packets.,42,Easy,QL-047,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:328,CP-004,210 marbles and 315 beads are to be split into equal groups. Find the largest number of groups that can be made.,105,Easy,QL-062,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:329,CP-004,96 boys and 120 girls are to be divided into identical teams with no one left out. Find the greatest possible number of teams.,24,Hard,QL-054,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:330,CP-004,160 science kits and 240 mathematics kits are to be arranged into identical sets. Find the greatest possible number of sets.,80,Easy,QL-064,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:331,CP-004,"75 black balls, 125 white balls and 200 red balls are to be grouped equally. What is the greatest possible number of groups?",25,Easy,QL-063,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:332,CP-004,105 players from one school and 140 players from another school are to form equal teams. Find the maximum number of teams.,35,Medium,QL-055,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:333,CP-004,"96 mangoes, 144 bananas and 192 guavas are to be divided equally among the maximum number of baskets. Find the number of baskets.",48,Hard,QL-042,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:334,CP-004,72 boys and 108 girls are to be arranged in identical groups with no student left out. Find the greatest possible number of groups.,36,Easy,QL-043,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:335,CP-004,132 chairs and 198 tables are to be arranged into identical sections in a hall. Find the greatest possible number of sections.,66,Easy,QL-053,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:336,CP-004,108 kg rice and 162 kg wheat are to be distributed equally among the maximum number of families. Find the number of families.,54,Hard,QL-059,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:337,CP-004,84 apples and 126 oranges are to be packed into identical boxes so that no fruit is left over. Find the greatest possible number of boxes.,42,Medium,QL-041,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:338,CP-004,A shopkeeper has 198 pencils and 264 pens. He wants to make identical packets using all the items. Find the greatest number of packets he can make.,66,Hard,QL-065,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:339,CP-004,"150 boys, 225 girls and 300 notebooks are to be divided equally among classrooms. What is the greatest possible number of classrooms?",75,Easy,QL-057,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:340,CP-004,252 blankets and 336 bedsheets are to be distributed equally among families. Find the greatest number of families that can receive them.,84,Easy,QL-058,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:341,CP-004,"150 boys, 225 girls and 300 notebooks are to be divided equally among classrooms. What is the greatest possible number of classrooms?",75,Easy,QL-057,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:342,CP-004,"150 boys, 225 girls and 300 notebooks are to be divided equally among classrooms. What is the greatest possible number of classrooms?",75,Easy,QL-057,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:343,CP-004,96 boys and 120 girls are to be divided into identical teams with no one left out. Find the greatest possible number of teams.,24,Easy,QL-054,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:344,CP-004,160 science kits and 240 mathematics kits are to be arranged into identical sets. Find the greatest possible number of sets.,80,Easy,QL-064,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:345,CP-004,"132 cups and 198 plates are to be packed into identical cartons. If no item is left over, find the greatest possible number of cartons.",66,Easy,QL-061,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:346,CP-004,180 students and 225 notebooks are to be distributed equally among classrooms. Find the greatest number of classrooms possible.,45,Medium,QL-056,ES-009
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:347,CP-004,252 blankets and 336 bedsheets are to be distributed equally among families. Find the greatest number of families that can receive them.,84,Hard,QL-058,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:348,CP-004,72 boys and 108 girls are to be arranged in identical groups with no student left out. Find the greatest possible number of groups.,36,Medium,QL-043,ES-007
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:349,CP-004,160 science kits and 240 mathematics kits are to be arranged into identical sets. Find the greatest possible number of sets.,80,Medium,QL-064,ES-008
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:350,CP-004,"132 cups and 198 plates are to be packed into identical cartons. If no item is left over, find the greatest possible number of cartons.",66,Medium,QL-061,ES-010
NS-HCF-001:CP-004:ns-hcf-001-human-review:CP-004:351,CP-004,180 cadets and 240 trainees are to stand in equal rows for a parade. Find the greatest number of rows possible.,60,Medium,QL-052,ES-009
