Question ID,CP,Pattern ID,Instance ID,Divisor,Target Remainder,Difficulty Band,Question Language ID,Explanation Style ID,Question,Answer,Explanation
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:416:1,CP-006,REM-SP-6-2,NS-REM-001:REM-SP-6-2:2x9214:1,16,14,Hard,QL-018,ES-005,Form the smallest number satisfying the given condition.,209214,"Checking all possible values gives:

0, 1, 2, 3, 4, 5, 6, 7, 8, 9

Hence the answer is:

209214"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:417:1,CP-006,REM-SP-4-4,NS-REM-001:REM-SP-4-4:190x:1,7,4,Easy,QL-019,ES-005,Find the least number that can be formed.,1901,"Checking all possible values gives:

1, 8

Hence the answer is:

1901"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:418:3,CP-006,REM-SP-6-6,NS-REM-001:REM-SP-6-6:10921x:3,10,0,Hard,QL-018,ES-005,Form the smallest number satisfying the given condition.,109210,"Checking all possible values gives:

0

Hence the answer is:

109210"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:419:1,CP-006,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x56:1,7,4,Easy,QL-019,ES-005,Find the least number that can be formed.,256,"Checking all possible values gives:

2, 9

Hence the answer is:

256"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:420:3,CP-006,REM-SP-4-4,NS-REM-001:REM-SP-4-4:134x:3,9,2,Easy,QL-019,ES-004,Find the least number that can be formed.,1343,"Valid values of x:

3

Required answer:

1343"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:421:1,CP-006,REM-SP-6-4,NS-REM-001:REM-SP-6-4:321x36:1,16,0,Hard,QL-018,ES-003,Form the smallest number satisfying the given condition.,321136,"Substitute possible values of x and check the remainder.

Valid values:

1, 5, 9

Answer:

321136"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:422:3,CP-006,REM-SP-4-4,NS-REM-001:REM-SP-4-4:678x:3,13,2,Medium,QL-019,ES-005,Find the least number that can be formed.,6788,"Checking all possible values gives:

8

Hence the answer is:

6788"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:423:0,CP-006,REM-SP-6-5,NS-REM-001:REM-SP-6-5:9092x4:0,17,2,Hard,QL-019,ES-002,Find the least number that can be formed.,909264,"The required remainder is 2.

Valid values of x:

6

Answer:

909264"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:424:4,CP-006,REM-SP-3-2,NS-REM-001:REM-SP-3-2:4x2:4,18,14,Hard,QL-018,ES-005,Form the smallest number satisfying the given condition.,482,"Checking all possible values gives:

8

Hence the answer is:

482"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:425:0,CP-006,REM-SP-3-3,NS-REM-001:REM-SP-3-3:57x:0,6,5,Easy,QL-019,ES-003,Find the least number that can be formed.,575,"Substitute possible values of x and check the remainder.

Valid values:

5

Answer:

575"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:426:1,CP-006,REM-SP-4-4,NS-REM-001:REM-SP-4-4:212x:1,3,0,Easy,QL-019,ES-003,Find the least number that can be formed.,2121,"Substitute possible values of x and check the remainder.

Valid values:

1, 4, 7

Answer:

2121"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:427:1,CP-006,REM-SP-5-5,NS-REM-001:REM-SP-5-5:4650x:1,18,12,Medium,QL-018,ES-004,Form the smallest number satisfying the given condition.,46506,"Valid values of x:

6

Required answer:

46506"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:428:2,CP-006,REM-SP-3-2,NS-REM-001:REM-SP-3-2:4x2:2,3,1,Easy,QL-018,ES-002,Form the smallest number satisfying the given condition.,412,"The required remainder is 1.

Valid values of x:

1, 4, 7

Answer:

412"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:429:3,CP-006,REM-SP-6-4,NS-REM-001:REM-SP-6-4:665x10:3,60,10,Hard,QL-018,ES-001,Form the smallest number satisfying the given condition.,665110,"Check all possible values of x.

Valid values:

1, 4, 7

Answer:

665110"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:430:2,CP-006,REM-SP-5-4,NS-REM-001:REM-SP-5-4:143x5:2,24,11,Medium,QL-019,ES-002,Find the least number that can be formed.,14315,"The required remainder is 11.

Valid values of x:

1

Answer:

14315"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:431:0,CP-006,REM-SP-5-3,NS-REM-001:REM-SP-5-3:30x87:0,3,0,Hard,QL-018,ES-002,Form the smallest number satisfying the given condition.,30087,"The required remainder is 0.

Valid values of x:

0, 3, 6, 9

Answer:

30087"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:432:1,CP-006,REM-SP-6-4,NS-REM-001:REM-SP-6-4:687x14:1,9,6,Hard,QL-018,ES-003,Form the smallest number satisfying the given condition.,687714,"Substitute possible values of x and check the remainder.

Valid values:

7

Answer:

687714"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:433:0,CP-006,REM-SP-3-2,NS-REM-001:REM-SP-3-2:1x6:0,7,3,Easy,QL-018,ES-005,Form the smallest number satisfying the given condition.,136,"Checking all possible values gives:

3

Hence the answer is:

136"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:434:0,CP-006,REM-SP-4-2,NS-REM-001:REM-SP-4-2:3x45:0,11,3,Medium,QL-019,ES-003,Find the least number that can be formed.,3545,"Substitute possible values of x and check the remainder.

Valid values:

5

Answer:

3545"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:435:2,CP-006,REM-SP-6-4,NS-REM-001:REM-SP-6-4:265x92:2,8,4,Hard,QL-018,ES-004,Form the smallest number satisfying the given condition.,265092,"Valid values of x:

0, 2, 4, 6, 8

Required answer:

265092"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:436:1,CP-006,REM-SP-6-2,NS-REM-001:REM-SP-6-2:5x9876:1,18,4,Hard,QL-018,ES-002,Form the smallest number satisfying the given condition.,559876,"The required remainder is 4.

Valid values of x:

5

Answer:

559876"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:437:0,CP-006,REM-SP-6-6,NS-REM-001:REM-SP-6-6:92109x:0,7,4,Hard,QL-018,ES-004,Form the smallest number satisfying the given condition.,921092,"Valid values of x:

2, 9

Required answer:

921092"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:438:4,CP-006,REM-SP-4-2,NS-REM-001:REM-SP-4-2:6x45:4,9,7,Easy,QL-019,ES-001,Find the least number that can be formed.,6145,"Check all possible values of x.

Valid values:

1

Answer:

6145"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:439:0,CP-006,REM-SP-3-2,NS-REM-001:REM-SP-3-2:5x6:0,6,4,Easy,QL-018,ES-003,Form the smallest number satisfying the given condition.,526,"Substitute possible values of x and check the remainder.

Valid values:

2, 5, 8

Answer:

526"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:440:3,CP-006,REM-SP-6-3,NS-REM-001:REM-SP-6-3:10x214:3,11,0,Hard,QL-019,ES-002,Find the least number that can be formed.,104214,"The required remainder is 0.

Valid values of x:

4

Answer:

104214"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:441:0,CP-006,REM-SP-3-3,NS-REM-001:REM-SP-3-3:17x:0,27,13,Hard,QL-019,ES-002,Find the least number that can be formed.,175,"The required remainder is 13.

Valid values of x:

5

Answer:

175"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:442:0,CP-006,REM-SP-5-5,NS-REM-001:REM-SP-5-5:1218x:0,20,4,Medium,QL-018,ES-003,Form the smallest number satisfying the given condition.,12184,"Substitute possible values of x and check the remainder.

Valid values:

4

Answer:

12184"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:443:2,CP-006,REM-SP-6-5,NS-REM-001:REM-SP-6-5:3216x8:2,19,18,Hard,QL-019,ES-003,Find the least number that can be formed.,321688,"Substitute possible values of x and check the remainder.

Valid values:

8

Answer:

321688"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:444:0,CP-006,REM-SP-6-6,NS-REM-001:REM-SP-6-6:48721x:0,11,9,Hard,QL-018,ES-002,Form the smallest number satisfying the given condition.,487210,"The required remainder is 9.

Valid values of x:

0

Answer:

487210"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:445:1,CP-006,REM-SP-6-4,NS-REM-001:REM-SP-6-4:609x54:1,13,1,Hard,QL-018,ES-002,Form the smallest number satisfying the given condition.,609454,"The required remainder is 1.

Valid values of x:

4

Answer:

609454"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:446:1,CP-006,REM-SP-4-2,NS-REM-001:REM-SP-4-2:2x61:1,6,1,Easy,QL-019,ES-004,Find the least number that can be formed.,2161,"Valid values of x:

1, 4, 7

Required answer:

2161"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:447:1,CP-006,REM-SP-6-4,NS-REM-001:REM-SP-6-4:821x36:1,36,4,Hard,QL-018,ES-004,Form the smallest number satisfying the given condition.,821236,"Valid values of x:

2

Required answer:

821236"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:448:3,CP-006,REM-SP-5-4,NS-REM-001:REM-SP-5-4:665x9:3,36,35,Hard,QL-019,ES-003,Find the least number that can be formed.,66599,"Substitute possible values of x and check the remainder.

Valid values:

9

Answer:

66599"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:449:0,CP-006,REM-SP-5-2,NS-REM-001:REM-SP-5-2:4x143:0,15,13,Medium,QL-019,ES-005,Find the least number that can be formed.,41143,"Checking all possible values gives:

1, 4, 7

Hence the answer is:

41143"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:450:1,CP-006,REM-SP-6-2,NS-REM-001:REM-SP-6-2:4x5210:1,3,1,Hard,QL-018,ES-002,Form the smallest number satisfying the given condition.,415210,"The required remainder is 1.

Valid values of x:

1, 4, 7

Answer:

415210"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:451:1,CP-006,REM-SP-4-2,NS-REM-001:REM-SP-4-2:9x41:1,3,1,Easy,QL-019,ES-002,Find the least number that can be formed.,9241,"The required remainder is 1.

Valid values of x:

2, 5, 8

Answer:

9241"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:452:0,CP-006,REM-SP-5-4,NS-REM-001:REM-SP-5-4:509x7:0,36,1,Hard,QL-019,ES-004,Find the least number that can be formed.,50977,"Valid values of x:

7

Required answer:

50977"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:453:2,CP-006,REM-SP-6-4,NS-REM-001:REM-SP-6-4:521x36:2,45,26,Hard,QL-018,ES-001,Form the smallest number satisfying the given condition.,521036,"Check all possible values of x.

Valid values:

0, 9

Answer:

521036"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:454:2,CP-006,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x21658:2,27,18,Hard,QL-019,ES-003,Find the least number that can be formed.,521658,"Substitute possible values of x and check the remainder.

Valid values:

5

Answer:

521658"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:455:0,CP-006,REM-SP-6-4,NS-REM-001:REM-SP-6-4:687x14:0,30,4,Hard,QL-018,ES-001,Form the smallest number satisfying the given condition.,687214,"Check all possible values of x.

Valid values:

2, 5, 8

Answer:

687214"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:456:6,CP-006,REM-SP-5-2,NS-REM-001:REM-SP-5-2:1x987:6,36,31,Hard,QL-019,ES-004,Find the least number that can be formed.,16987,"Valid values of x:

6

Required answer:

16987"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:457:1,CP-006,REM-SP-3-3,NS-REM-001:REM-SP-3-3:33x:1,45,15,Hard,QL-019,ES-003,Find the least number that can be formed.,330,"Substitute possible values of x and check the remainder.

Valid values:

0

Answer:

330"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:458:0,CP-006,REM-SP-4-2,NS-REM-001:REM-SP-4-2:3x05:0,9,6,Easy,QL-019,ES-002,Find the least number that can be formed.,3705,"The required remainder is 6.

Valid values of x:

7

Answer:

3705"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:459:1,CP-006,REM-SP-5-2,NS-REM-001:REM-SP-5-2:3x965:1,13,6,Medium,QL-019,ES-004,Find the least number that can be formed.,36965,"Valid values of x:

6

Required answer:

36965"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:460:2,CP-006,REM-SP-6-2,NS-REM-001:REM-SP-6-2:3x1658:2,13,12,Hard,QL-018,ES-003,Form the smallest number satisfying the given condition.,321658,"Substitute possible values of x and check the remainder.

Valid values:

2

Answer:

321658"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:461:0,CP-006,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x78:0,3,0,Easy,QL-019,ES-003,Find the least number that can be formed.,378,"Substitute possible values of x and check the remainder.

Valid values:

3, 6, 9

Answer:

378"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:462:2,CP-006,REM-SP-5-5,NS-REM-001:REM-SP-5-5:2874x:2,20,4,Medium,QL-018,ES-001,Form the smallest number satisfying the given condition.,28744,"Check all possible values of x.

Valid values:

4

Answer:

28744"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:463:0,CP-006,REM-SP-3-3,NS-REM-001:REM-SP-3-3:69x:0,3,0,Easy,QL-019,ES-004,Find the least number that can be formed.,690,"Valid values of x:

0, 3, 6, 9

Required answer:

690"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:464:0,CP-006,REM-SP-6-4,NS-REM-001:REM-SP-6-4:543x70:0,6,4,Hard,QL-018,ES-005,Form the smallest number satisfying the given condition.,543070,"Checking all possible values gives:

0, 3, 6, 9

Hence the answer is:

543070"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:465:3,CP-006,REM-SP-6-6,NS-REM-001:REM-SP-6-6:70921x:3,15,4,Hard,QL-018,ES-004,Form the smallest number satisfying the given condition.,709219,"Valid values of x:

9

Required answer:

709219"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:466:2,CP-006,REM-SP-5-5,NS-REM-001:REM-SP-5-5:4654x:2,16,4,Medium,QL-018,ES-002,Form the smallest number satisfying the given condition.,46548,"The required remainder is 4.

Valid values of x:

8

Answer:

46548"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:467:4,CP-006,REM-SP-5-4,NS-REM-001:REM-SP-5-4:109x7:4,45,22,Hard,QL-019,ES-002,Find the least number that can be formed.,10957,"The required remainder is 22.

Valid values of x:

5

Answer:

10957"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:468:7,CP-006,REM-SP-4-4,NS-REM-001:REM-SP-4-4:956x:7,19,11,Medium,QL-019,ES-001,Find the least number that can be formed.,9568,"Check all possible values of x.

Valid values:

8

Answer:

9568"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:469:0,CP-006,REM-SP-3-3,NS-REM-001:REM-SP-3-3:59x:0,11,0,Hard,QL-019,ES-005,Find the least number that can be formed.,594,"Checking all possible values gives:

4

Hence the answer is:

594"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:470:4,CP-006,REM-SP-4-4,NS-REM-001:REM-SP-4-4:656x:4,11,5,Medium,QL-019,ES-001,Find the least number that can be formed.,6561,"Check all possible values of x.

Valid values:

1

Answer:

6561"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:471:4,CP-006,REM-SP-5-5,NS-REM-001:REM-SP-5-5:4436x:4,18,16,Medium,QL-018,ES-004,Form the smallest number satisfying the given condition.,44368,"Valid values of x:

8

Required answer:

44368"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:472:1,CP-006,REM-SP-6-2,NS-REM-001:REM-SP-6-2:2x3210:1,2,0,Hard,QL-018,ES-002,Form the smallest number satisfying the given condition.,203210,"The required remainder is 0.

Valid values of x:

0, 1, 2, 3, 4, 5, 6, 7, 8, 9

Answer:

203210"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:473:0,CP-006,REM-SP-5-5,NS-REM-001:REM-SP-5-5:3098x:0,12,0,Medium,QL-018,ES-005,Form the smallest number satisfying the given condition.,30984,"Checking all possible values gives:

4

Hence the answer is:

30984"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:474:2,CP-006,REM-SP-5-4,NS-REM-001:REM-SP-5-4:921x3:2,19,13,Medium,QL-019,ES-001,Find the least number that can be formed.,92163,"Check all possible values of x.

Valid values:

6

Answer:

92163"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:475:2,CP-006,REM-SP-5-5,NS-REM-001:REM-SP-5-5:8874x:2,16,8,Medium,QL-018,ES-004,Form the smallest number satisfying the given condition.,88744,"Valid values of x:

4

Required answer:

88744"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:476:2,CP-006,REM-SP-3-3,NS-REM-001:REM-SP-3-3:41x:2,3,0,Easy,QL-019,ES-005,Find the least number that can be formed.,411,"Checking all possible values gives:

1, 4, 7

Hence the answer is:

411"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:477:2,CP-006,REM-SP-6-2,NS-REM-001:REM-SP-6-2:6x1658:2,36,14,Hard,QL-018,ES-002,Form the smallest number satisfying the given condition.,661658,"The required remainder is 14.

Valid values of x:

6

Answer:

661658"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:478:1,CP-006,REM-SP-5-5,NS-REM-001:REM-SP-5-5:9214x:1,14,8,Medium,QL-018,ES-001,Form the smallest number satisfying the given condition.,92142,"Check all possible values of x.

Valid values:

2

Answer:

92142"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:479:1,CP-006,REM-SP-5-2,NS-REM-001:REM-SP-5-2:2x365:1,11,2,Medium,QL-019,ES-001,Find the least number that can be formed.,22365,"Check all possible values of x.

Valid values:

2

Answer:

22365"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:480:3,CP-006,REM-SP-5-4,NS-REM-001:REM-SP-5-4:621x3:3,24,15,Medium,QL-019,ES-005,Find the least number that can be formed.,62103,"Checking all possible values gives:

0

Hence the answer is:

62103"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:481:2,CP-006,REM-SP-3-3,NS-REM-001:REM-SP-3-3:83x:2,2,1,Easy,QL-019,ES-005,Find the least number that can be formed.,831,"Checking all possible values gives:

1, 3, 5, 7, 9

Hence the answer is:

831"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:482:0,CP-006,REM-SP-6-2,NS-REM-001:REM-SP-6-2:5x1876:0,12,8,Hard,QL-018,ES-001,Form the smallest number satisfying the given condition.,521876,"Check all possible values of x.

Valid values:

2, 5, 8

Answer:

521876"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:483:0,CP-006,REM-SP-3-3,NS-REM-001:REM-SP-3-3:81x:0,5,0,Easy,QL-019,ES-003,Find the least number that can be formed.,810,"Substitute possible values of x and check the remainder.

Valid values:

0, 5

Answer:

810"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:484:0,CP-006,REM-SP-6-4,NS-REM-001:REM-SP-6-4:787x32:0,18,10,Hard,QL-018,ES-004,Form the smallest number satisfying the given condition.,787132,"Valid values of x:

1

Required answer:

787132"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:485:4,CP-006,REM-SP-3-3,NS-REM-001:REM-SP-3-3:45x:4,14,11,Hard,QL-019,ES-004,Find the least number that can be formed.,459,"Valid values of x:

9

Required answer:

459"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:486:0,CP-006,REM-SP-5-5,NS-REM-001:REM-SP-5-5:3430x:0,20,0,Medium,QL-018,ES-002,Form the smallest number satisfying the given condition.,34300,"The required remainder is 0.

Valid values of x:

0

Answer:

34300"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:487:0,CP-006,REM-SP-5-4,NS-REM-001:REM-SP-5-4:965x7:0,4,3,Hard,QL-019,ES-003,Find the least number that can be formed.,96507,"Substitute possible values of x and check the remainder.

Valid values:

0, 2, 4, 6, 8

Answer:

96507"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:488:3,CP-006,REM-SP-3-3,NS-REM-001:REM-SP-3-3:83x:3,4,3,Easy,QL-019,ES-005,Find the least number that can be formed.,831,"Checking all possible values gives:

1, 5, 9

Hence the answer is:

831"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:489:2,CP-006,REM-SP-3-3,NS-REM-001:REM-SP-3-3:45x:2,4,3,Easy,QL-019,ES-004,Find the least number that can be formed.,451,"Valid values of x:

1, 5, 9

Required answer:

451"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:490:0,CP-006,REM-SP-4-2,NS-REM-001:REM-SP-4-2:4x63:0,2,1,Easy,QL-019,ES-005,Find the least number that can be formed.,4063,"Checking all possible values gives:

0, 1, 2, 3, 4, 5, 6, 7, 8, 9

Hence the answer is:

4063"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:491:4,CP-006,REM-SP-6-6,NS-REM-001:REM-SP-6-6:94309x:4,90,72,Hard,QL-018,ES-004,Form the smallest number satisfying the given condition.,943092,"Valid values of x:

2

Required answer:

943092"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:492:0,CP-006,REM-SP-5-4,NS-REM-001:REM-SP-5-4:943x9:0,11,9,Medium,QL-019,ES-001,Find the least number that can be formed.,94389,"Check all possible values of x.

Valid values:

8

Answer:

94389"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:493:7,CP-006,REM-SP-4-4,NS-REM-001:REM-SP-4-4:434x:7,5,4,Easy,QL-019,ES-001,Find the least number that can be formed.,4344,"Check all possible values of x.

Valid values:

4, 9

Answer:

4344"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:494:0,CP-006,REM-SP-5-2,NS-REM-001:REM-SP-5-2:9x543:0,60,3,Hard,QL-019,ES-002,Find the least number that can be formed.,90543,"The required remainder is 3.

Valid values of x:

0, 3, 6, 9

Answer:

90543"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:495:1,CP-006,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x65210:1,3,0,Hard,QL-019,ES-002,Find the least number that can be formed.,165210,"The required remainder is 0.

Valid values of x:

1, 4, 7

Answer:

165210"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:496:1,CP-006,REM-SP-6-4,NS-REM-001:REM-SP-6-4:887x54:1,6,2,Hard,QL-018,ES-005,Form the smallest number satisfying the given condition.,887054,"Checking all possible values gives:

0, 3, 6, 9

Hence the answer is:

887054"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:497:4,CP-006,REM-SP-3-2,NS-REM-001:REM-SP-3-2:1x4:4,4,2,Easy,QL-018,ES-002,Form the smallest number satisfying the given condition.,114,"The required remainder is 2.

Valid values of x:

1, 3, 5, 7, 9

Answer:

114"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:498:0,CP-006,REM-SP-4-2,NS-REM-001:REM-SP-4-2:8x29:0,6,3,Easy,QL-019,ES-001,Find the least number that can be formed.,8229,"Check all possible values of x.

Valid values:

2, 5, 8

Answer:

8229"
NS-REM-001:CP-006:ns-rem-001-pre-freeze:CP-006:499:1,CP-006,REM-SP-4-4,NS-REM-001:REM-SP-4-4:112x:1,2,1,Easy,QL-019,ES-005,Find the least number that can be formed.,1121,"Checking all possible values gives:

1, 3, 5, 7, 9

Hence the answer is:

1121"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:0:2,CP-007,REM-SP-5-4,NS-REM-001:REM-SP-5-4:109x3:2,60,3,Hard,QL-020,ES-004,Form the greatest number satisfying the given condition.,10983,"Valid values of x:

2, 8

Required answer:

10983"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:1:1,CP-007,REM-SP-4-2,NS-REM-001:REM-SP-4-2:9x81:1,11,9,Medium,QL-020,ES-003,Form the greatest number satisfying the given condition.,9381,"Substitute possible values of x and check the remainder.

Valid values:

3

Answer:

9381"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:2:4,CP-007,REM-SP-6-5,NS-REM-001:REM-SP-6-5:9652x0:4,3,2,Hard,QL-020,ES-003,Form the greatest number satisfying the given condition.,965270,"Substitute possible values of x and check the remainder.

Valid values:

1, 4, 7

Answer:

965270"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:3:1,CP-007,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x12:1,99,16,Hard,QL-020,ES-004,Form the greatest number satisfying the given condition.,412,"Valid values of x:

4

Required answer:

412"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:4:2,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:834x:2,7,3,Easy,QL-020,ES-001,Form the greatest number satisfying the given condition.,8347,"Check all possible values of x.

Valid values:

0, 7

Answer:

8347"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:5:1,CP-007,REM-SP-3-3,NS-REM-001:REM-SP-3-3:15x:1,27,23,Hard,QL-020,ES-004,Form the greatest number satisfying the given condition.,158,"Valid values of x:

8

Required answer:

158"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:6:1,CP-007,REM-SP-6-4,NS-REM-001:REM-SP-6-4:421x58:1,13,12,Hard,QL-021,ES-005,Find the largest number that can be formed.,421758,"Checking all possible values gives:

7

Hence the answer is:

421758"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:7:0,CP-007,REM-SP-3-2,NS-REM-001:REM-SP-3-2:3x8:0,50,28,Hard,QL-021,ES-002,Find the largest number that can be formed.,378,"The required remainder is 28.

Valid values of x:

2, 7

Answer:

378"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:8:2,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:756x:2,3,0,Easy,QL-020,ES-001,Form the greatest number satisfying the given condition.,7569,"Check all possible values of x.

Valid values:

0, 3, 6, 9

Answer:

7569"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:9:0,CP-007,REM-SP-4-3,NS-REM-001:REM-SP-4-3:81x9:0,7,5,Easy,QL-021,ES-005,Find the largest number that can be formed.,8139,"Checking all possible values gives:

3

Hence the answer is:

8139"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:10:0,CP-007,REM-SP-4-3,NS-REM-001:REM-SP-4-3:41x5:0,9,4,Easy,QL-021,ES-002,Find the largest number that can be formed.,4135,"The required remainder is 4.

Valid values of x:

3

Answer:

4135"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:11:2,CP-007,REM-SP-5-4,NS-REM-001:REM-SP-5-4:887x3:2,27,17,Hard,QL-020,ES-003,Form the greatest number satisfying the given condition.,88793,"Substitute possible values of x and check the remainder.

Valid values:

9

Answer:

88793"
NS-REM-001:CP-007:ns-rem-001-pre-freeze:CP-007:12:5,CP-007,REM-SP-4-4,NS-REM-001:REM-SP-4-4:556x:5,9,2,Easy,QL-020,ES-004,Form the greatest number satisfying the given condition.,5564,"Valid values of x:

4

Required answer:

5564"
