question,answer,difficulty,questionLanguageId,explanationId,canonicalProblemId
What is the largest 13-digit number?,9999999999999,Medium,QL-043,ES-004,CP-004
The smallest 34-digit number is:,1000000000000000000000000000000000,Easy,QL-065,ES-004,CP-004
Which is the largest 31-digit number?,9999999999999999999999999999999,Hard,QL-068,ES-004,CP-004
Determine the smallest 4-digit number.,1000,Hard,QL-044,ES-004,CP-004
Identify the greatest 1-digit number.,9,Easy,QL-074,ES-004,CP-004
Identify the smallest 14-digit number.,10000000000000,Hard,QL-046,ES-004,CP-004
Which is the largest 35-digit number?,99999999999999999999999999999999999,Medium,QL-068,ES-004,CP-004
Calculate the smallest 40-digit number.,1000000000000000000000000000000000000000,Hard,QL-048,ES-004,CP-004
Determine the smallest 4-digit number.,1000,Hard,QL-044,ES-004,CP-004
Calculate the largest 39-digit number.,999999999999999999999999999999999999999,Hard,QL-049,ES-004,CP-004
The smallest 30-digit number is:,100000000000000000000000000000,Medium,QL-065,ES-004,CP-004
Identify the largest 25-digit number.,9999999999999999999999999,Medium,QL-047,ES-004,CP-004
Find the least number having 32 digits.,10000000000000000000000000000000,Easy,QL-071,ES-004,CP-004
Which is the largest 35-digit number?,99999999999999999999999999999999999,Easy,QL-068,ES-004,CP-004
A number contains exactly 2 digits. What is the smallest such number?,10,Hard,QL-069,ES-004,CP-004
Identify the largest 29-digit number.,99999999999999999999999999999,Easy,QL-047,ES-004,CP-004
Calculate the smallest 4-digit number.,1000,Medium,QL-048,ES-004,CP-004
Determine the largest 23-digit number.,99999999999999999999999,Medium,QL-045,ES-004,CP-004
What is the largest 25-digit number?,9999999999999999999999999,Medium,QL-043,ES-004,CP-004
A number contains exactly 14 digits. What is the smallest such number?,10000000000000,Easy,QL-069,ES-004,CP-004
Which is the largest 31-digit number?,9999999999999999999999999999999,Hard,QL-068,ES-004,CP-004
Calculate the smallest 36-digit number.,100000000000000000000000000000000000,Easy,QL-048,ES-004,CP-004
Identify the largest 21-digit number.,999999999999999999999,Medium,QL-047,ES-004,CP-004
The smallest 18-digit number is:,100000000000000000,Easy,QL-065,ES-004,CP-004
Determine the largest 27-digit number.,999999999999999999999999999,Medium,QL-045,ES-004,CP-004
Find the smallest 32-digit number.,10000000000000000000000000000000,Hard,QL-040,ES-004,CP-004
Identify the largest 25-digit number.,9999999999999999999999999,Medium,QL-047,ES-004,CP-004
Identify the least 38-digit number.,10000000000000000000000000000000000000,Hard,QL-073,ES-004,CP-004
The smallest 34-digit number is:,1000000000000000000000000000000000,Easy,QL-065,ES-004,CP-004
Identify the largest 37-digit number.,9999999999999999999999999999999999999,Medium,QL-047,ES-004,CP-004
Find the smallest 8-digit number.,10000000,Hard,QL-040,ES-004,CP-004
Determine the largest 3-digit number.,999,Easy,QL-045,ES-004,CP-004
The smallest 30-digit number is:,100000000000000000000000000000,Hard,QL-065,ES-004,CP-004
What is the largest 1-digit number?,9,Easy,QL-043,ES-004,CP-004
Calculate the smallest 12-digit number.,100000000000,Easy,QL-048,ES-004,CP-004
Which is the largest 7-digit number?,9999999,Hard,QL-068,ES-004,CP-004
What is the smallest 2-digit number?,10,Easy,QL-042,ES-004,CP-004
A number contains exactly 5 digits. What is the largest such number?,99999,Easy,QL-070,ES-004,CP-004
Find the largest 7-digit number.,9999999,Easy,QL-041,ES-004,CP-004
Determine the smallest 20-digit number.,10000000000000000000,Hard,QL-044,ES-004,CP-004
A number contains exactly 33 digits. What is the largest such number?,999999999999999999999999999999999,Medium,QL-070,ES-004,CP-004
What is the smallest 38-digit number?,10000000000000000000000000000000000000,Medium,QL-042,ES-004,CP-004
Find the greatest number having 19 digits.,9999999999999999999,Easy,QL-072,ES-004,CP-004
Which is the smallest 40-digit number?,1000000000000000000000000000000000000000,Easy,QL-067,ES-004,CP-004
A number contains exactly 21 digits. What is the largest such number?,999999999999999999999,Easy,QL-070,ES-004,CP-004
Identify the smallest 18-digit number.,100000000000000000,Medium,QL-046,ES-004,CP-004
Calculate the largest 31-digit number.,9999999999999999999999999999999,Medium,QL-049,ES-004,CP-004
Find the smallest 12-digit number.,100000000000,Easy,QL-040,ES-004,CP-004
Find the smallest 16-digit number.,1000000000000000,Easy,QL-040,ES-004,CP-004
Find the largest 11-digit number.,99999999999,Medium,QL-041,ES-004,CP-004
Identify the smallest 34-digit number.,1000000000000000000000000000000000,Hard,QL-046,ES-004,CP-004
What is the largest 21-digit number?,999999999999999999999,Medium,QL-043,ES-004,CP-004
Which is the smallest 4-digit number?,1000,Easy,QL-067,ES-004,CP-004
Find the largest 23-digit number.,99999999999999999999999,Medium,QL-041,ES-004,CP-004
Identify the least 30-digit number.,100000000000000000000000000000,Medium,QL-073,ES-004,CP-004
Identify the greatest 1-digit number.,9,Easy,QL-074,ES-004,CP-004
Determine the smallest 32-digit number.,10000000000000000000000000000000,Easy,QL-044,ES-004,CP-004
Calculate the largest 35-digit number.,99999999999999999999999999999999999,Easy,QL-049,ES-004,CP-004
A number contains exactly 37 digits. What is the largest such number?,9999999999999999999999999999999999999,Hard,QL-070,ES-004,CP-004
Identify the least 2-digit number.,10,Hard,QL-073,ES-004,CP-004
Calculate the largest 35-digit number.,99999999999999999999999999999999999,Medium,QL-049,ES-004,CP-004
Determine the smallest 32-digit number.,10000000000000000000000000000000,Medium,QL-044,ES-004,CP-004
The largest 9-digit number is:,999999999,Hard,QL-066,ES-004,CP-004
A number contains exactly 14 digits. What is the smallest such number?,10000000000000,Easy,QL-069,ES-004,CP-004
Find the largest 7-digit number.,9999999,Easy,QL-041,ES-004,CP-004
Find the least number having 28 digits.,1000000000000000000000000000,Medium,QL-071,ES-004,CP-004
The largest 37-digit number is:,9999999999999999999999999999999999999,Medium,QL-066,ES-004,CP-004
Identify the smallest 2-digit number.,10,Medium,QL-046,ES-004,CP-004
The smallest 38-digit number is:,10000000000000000000000000000000000000,Hard,QL-065,ES-004,CP-004
Identify the greatest 25-digit number.,9999999999999999999999999,Easy,QL-074,ES-004,CP-004
Calculate the smallest 28-digit number.,1000000000000000000000000000,Hard,QL-048,ES-004,CP-004
Find the greatest number having 15 digits.,999999999999999,Hard,QL-072,ES-004,CP-004
A number contains exactly 18 digits. What is the smallest such number?,100000000000000000,Medium,QL-069,ES-004,CP-004
Identify the largest 13-digit number.,9999999999999,Medium,QL-047,ES-004,CP-004
Determine the smallest 16-digit number.,1000000000000000,Easy,QL-044,ES-004,CP-004
Calculate the largest 11-digit number.,99999999999,Easy,QL-049,ES-004,CP-004
Identify the least 30-digit number.,100000000000000000000000000000,Easy,QL-073,ES-004,CP-004
Identify the greatest 25-digit number.,9999999999999999999999999,Medium,QL-074,ES-004,CP-004
Calculate the largest 11-digit number.,99999999999,Easy,QL-049,ES-004,CP-004
Find the least number having 32 digits.,10000000000000000000000000000000,Hard,QL-071,ES-004,CP-004
The largest 21-digit number is:,999999999999999999999,Medium,QL-066,ES-004,CP-004
What is the smallest 10-digit number?,1000000000,Easy,QL-042,ES-004,CP-004
Calculate the largest 7-digit number.,9999999,Medium,QL-049,ES-004,CP-004
Which is the smallest 28-digit number?,1000000000000000000000000000,Medium,QL-067,ES-004,CP-004
What is the largest 1-digit number?,9,Easy,QL-043,ES-004,CP-004
Identify the least 14-digit number.,10000000000000,Medium,QL-073,ES-004,CP-004
Which is the largest 19-digit number?,9999999999999999999,Easy,QL-068,ES-004,CP-004
Find the smallest 16-digit number.,1000000000000000,Easy,QL-040,ES-004,CP-004
The number 2^n has 13 digits. Find n.,41,Medium,QL-051,ES-005,CP-005
Identify the exponent n using the digit count of 2^n.,110,Easy,QL-064,ES-005,CP-005
The number 12^n has 129 digits. Find n.,119,Easy,QL-051,ES-005,CP-005
"If 2^n contains 2 digits, find n.",4,Easy,QL-050,ES-005,CP-005
Calculate the exponent n when 3^n contains 3 digits.,5,Hard,QL-061,ES-005,CP-005
The number 3^n has 21 digits. Find n.,42,Medium,QL-051,ES-005,CP-005
Select the value of n for which 7^n contains 37 digits.,43,Easy,QL-078,ES-005,CP-005
Calculate n if 7^n contains 14 digits.,16,Medium,QL-054,ES-005,CP-005
The number 2^n has 32 digits. Find n.,105,Hard,QL-051,ES-005,CP-005
"If 3^n has 53 digits, identify n from the following options.",110,Medium,QL-077,ES-005,CP-005
Calculate n if 7^n contains 31 digits.,36,Easy,QL-054,ES-005,CP-005
Choose the exponent n if 3^n contains 27 digits.,55,Hard,QL-081,ES-005,CP-005
"If 5^n contains 77 digits, find n.",110,Easy,QL-050,ES-005,CP-005
Find the value of n if 7^n has 22 digits.,25,Medium,QL-055,ES-005,CP-005
The digit count of 5^n is 17. Find n.,24,Medium,QL-058,ES-005,CP-005
Which of the following values of n gives 90 digits in 12^n?,83,Hard,QL-080,ES-005,CP-005
Choose the exponent n if 3^n contains 9 digits.,18,Hard,QL-081,ES-005,CP-005
The value 7^n contains 18 digits. Find n.,21,Hard,QL-063,ES-005,CP-005
The digit count of 5^n is 31. Find n.,44,Hard,QL-058,ES-005,CP-005
The value 3^n contains 34 digits. Find n.,71,Medium,QL-063,ES-005,CP-005
Calculate the exponent n when 3^n contains 44 digits.,91,Medium,QL-061,ES-005,CP-005
"If 12^n contains 121 digits, find n from the given options.",112,Easy,QL-075,ES-005,CP-005
The expression 12^n contains 118 digits. Select n.,109,Hard,QL-082,ES-005,CP-005
"If 7^n has 77 digits, identify n from the following options.",90,Medium,QL-077,ES-005,CP-005
Identify n when 7^n has 47 digits.,55,Medium,QL-057,ES-005,CP-005
Calculate the exponent n when 3^n contains 10 digits.,20,Easy,QL-061,ES-005,CP-005
Find n from the given digit count of 12^n.,65,Medium,QL-062,ES-005,CP-005
Find the correct exponent n from the given options.,86,Medium,QL-079,ES-005,CP-005
Which of the following values of n gives 3 digits in 5^n?,3,Medium,QL-080,ES-005,CP-005
Calculate n if 5^n contains 23 digits.,32,Medium,QL-054,ES-005,CP-005
How many should n be so that 7^n contains 19 digits?,22,Medium,QL-056,ES-005,CP-005
Find the exponent n if 7^n contains 28 digits.,33,Easy,QL-059,ES-005,CP-005
Choose the exponent n if 7^n contains 17 digits.,20,Hard,QL-081,ES-005,CP-005
"If 7^n contains 101 digits, find n.",119,Easy,QL-050,ES-005,CP-005
The number of digits in 7^n is 29. Choose the value of n.,34,Hard,QL-076,ES-005,CP-005
"If 12^n contains 58 digits, find n from the given options.",53,Hard,QL-075,ES-005,CP-005
Find the correct exponent n from the given options.,48,Hard,QL-079,ES-005,CP-005
The number 5^n has 81 digits. Find n.,115,Easy,QL-051,ES-005,CP-005
"If 12^n contains 24 digits, find n from the given options.",22,Medium,QL-075,ES-005,CP-005
The value 7^n contains 22 digits. Find n.,25,Hard,QL-063,ES-005,CP-005
Calculate the exponent n when 3^n contains 3 digits.,5,Easy,QL-061,ES-005,CP-005
Find n if 3^n contains 5 digits.,10,Medium,QL-052,ES-005,CP-005
Determine the exponent n if 7^n has 37 digits.,43,Medium,QL-060,ES-005,CP-005
Calculate n if 3^n contains 27 digits.,56,Medium,QL-054,ES-005,CP-005
Select the value of n for which 3^n contains 47 digits.,97,Hard,QL-078,ES-005,CP-005
"If 3^n contains 26 digits, find n from the given options.",54,Easy,QL-075,ES-005,CP-005
Identify n when 3^n has 23 digits.,47,Easy,QL-057,ES-005,CP-005
"If 12^n has 48 digits, identify n from the following options.",44,Easy,QL-077,ES-005,CP-005
"If 2^n has 4 digits, identify n from the following options.",13,Hard,QL-077,ES-005,CP-005
Find the correct exponent n from the given options.,18,Medium,QL-079,ES-005,CP-005
The value 2^n contains 22 digits. Find n.,72,Medium,QL-063,ES-005,CP-005
The value 2^n contains 33 digits. Find n.,107,Hard,QL-063,ES-005,CP-005
Find the correct exponent n from the given options.,26,Medium,QL-079,ES-005,CP-005
Find the exponent n if 12^n contains 58 digits.,53,Easy,QL-059,ES-005,CP-005
Determine n when 7^n has 11 digits.,12,Medium,QL-053,ES-005,CP-005
Determine n when 7^n has 27 digits.,31,Easy,QL-053,ES-005,CP-005
Find the exponent n if 12^n contains 93 digits.,86,Medium,QL-059,ES-005,CP-005
The number of digits in 3^n is 47. Choose the value of n.,97,Easy,QL-076,ES-005,CP-005
Find the correct exponent n from the given options.,8,Medium,QL-079,ES-005,CP-005
The expression 2^n contains 11 digits. Select n.,35,Medium,QL-082,ES-005,CP-005
Find the exponent n if 7^n contains 13 digits.,15,Medium,QL-059,ES-005,CP-005
The number 7^n has 17 digits. Find n.,20,Medium,QL-051,ES-005,CP-005
Identify the exponent n using the digit count of 7^n.,113,Medium,QL-064,ES-005,CP-005
Choose the exponent n if 2^n contains 17 digits.,54,Hard,QL-081,ES-005,CP-005
The number of digits in 5^n is 25. Choose the value of n.,35,Medium,QL-076,ES-005,CP-005
"If 5^n has 34 digits, identify n from the following options.",48,Easy,QL-077,ES-005,CP-005
The number 12^n has 109 digits. Find n.,101,Hard,QL-051,ES-005,CP-005
The value 12^n contains 80 digits. Find n.,74,Easy,QL-063,ES-005,CP-005
The number 12^n has 51 digits. Find n.,47,Medium,QL-051,ES-005,CP-005
The number 7^n has 58 digits. Find n.,68,Easy,QL-051,ES-005,CP-005
Find the exponent n if 2^n contains 11 digits.,34,Medium,QL-059,ES-005,CP-005
Determine n when 3^n has 53 digits.,109,Easy,QL-053,ES-005,CP-005
Find the exponent n if 5^n contains 56 digits.,80,Medium,QL-059,ES-005,CP-005
The digit count of 2^n is 35. Find n.,115,Easy,QL-058,ES-005,CP-005
The value 12^n contains 93 digits. Find n.,86,Easy,QL-063,ES-005,CP-005
The number of digits in 7^n is 82. Choose the value of n.,97,Hard,QL-076,ES-005,CP-005
Find the value of n if 3^n has 37 digits.,76,Easy,QL-055,ES-005,CP-005
The expression 3^n contains 50 digits. Select n.,103,Hard,QL-082,ES-005,CP-005
Find the exponent n if 2^n contains 18 digits.,58,Easy,QL-059,ES-005,CP-005
The value 2^n contains 4 digits. Find n.,13,Hard,QL-063,ES-005,CP-005
The expression 3^n contains 32 digits. Select n.,65,Easy,QL-082,ES-005,CP-005
Find n from the given digit count of 3^n.,38,Medium,QL-062,ES-005,CP-005
Select the value of n for which 3^n contains 15 digits.,31,Hard,QL-078,ES-005,CP-005
Select the value of n for which 5^n contains 26 digits.,36,Medium,QL-078,ES-005,CP-005
The number of digits in 7^n is 18. Choose the value of n.,21,Medium,QL-076,ES-005,CP-005
The expression 7^n contains 22 digits. Select n.,26,Easy,QL-082,ES-005,CP-005
The number of digits in 7^n is 44. Choose the value of n.,51,Easy,QL-076,ES-005,CP-005
Identify the exponent n using the digit count of 3^n.,24,Medium,QL-064,ES-005,CP-005
The digit count of 5^n is 57. Find n.,81,Medium,QL-058,ES-005,CP-005
"If 7^n contains 19 digits, find n from the given options.",22,Easy,QL-075,ES-005,CP-005
The number 3^n has 21 digits. Find n.,44,Medium,QL-051,ES-005,CP-005
Determine the exponent n if 12^n has 8 digits.,7,Medium,QL-060,ES-005,CP-005
The number of digits in 5^n is 72. Choose the value of n.,102,Hard,QL-076,ES-005,CP-005
Identify the exponent n using the digit count of 5^n.,9,Medium,QL-064,ES-005,CP-005
The number of digits in 7^n is 7. Choose the value of n.,8,Medium,QL-076,ES-005,CP-005
How many should n be so that 7^n contains 71 digits?,83,Hard,QL-056,ES-005,CP-005
Determine n when 7^n has 36 digits.,42,Medium,QL-053,ES-005,CP-005
Identify n when 7^n has 86 digits.,101,Hard,QL-057,ES-005,CP-005
The expression 2^n contains 14 digits. Select n.,44,Easy,QL-082,ES-005,CP-005
The number of digits in 2^n is 22. Choose the value of n.,71,Easy,QL-076,ES-005,CP-005
Determine n when 3^n has 11 digits.,22,Medium,QL-053,ES-005,CP-005
How many should n be so that 7^n contains 55 digits?,65,Medium,QL-056,ES-005,CP-005
Find the correct exponent n from the given options.,12,Easy,QL-079,ES-005,CP-005
Find the correct exponent n from the given options.,119,Medium,QL-079,ES-005,CP-005
Select the value of n for which 12^n contains 115 digits.,106,Hard,QL-078,ES-005,CP-005
The expression 12^n contains 40 digits. Select n.,37,Medium,QL-082,ES-005,CP-005
"If 7^n contains 7 digits, find n from the given options.",8,Easy,QL-075,ES-005,CP-005
Find n from the given digit count of 2^n.,83,Hard,QL-062,ES-005,CP-005
The expression 12^n contains 67 digits. Select n.,62,Medium,QL-082,ES-005,CP-005
Find the exponent n if 12^n contains 88 digits.,81,Medium,QL-059,ES-005,CP-005
The digit count of 3^n is 29. Find n.,59,Easy,QL-058,ES-005,CP-005
Find the correct exponent n from the given options.,120,Hard,QL-079,ES-005,CP-005
The number 5^n has 82 digits. Find n.,117,Easy,QL-051,ES-005,CP-005
Find the exponent n if 5^n contains 80 digits.,114,Easy,QL-059,ES-005,CP-005
Which of the following values of n gives 22 digits in 5^n?,31,Easy,QL-080,ES-005,CP-005
Determine n when 3^n has 6 digits.,12,Easy,QL-053,ES-005,CP-005
The number of digits in 3^n is 1. Choose the value of n.,1,Easy,QL-076,ES-005,CP-005
The expression 2^n contains 26 digits. Select n.,86,Medium,QL-082,ES-005,CP-005
Determine the exponent n if 7^n has 57 digits.,67,Easy,QL-060,ES-005,CP-005
"If 3^n has 42 digits, identify n from the following options.",88,Easy,QL-077,ES-005,CP-005
Identify n when 3^n has 18 digits.,36,Medium,QL-057,ES-005,CP-005
The number 3^n has 31 digits. Find n.,63,Medium,QL-051,ES-005,CP-005
"If 2^n contains 14 digits, find n from the given options.",46,Medium,QL-075,ES-005,CP-005
Select the value of n for which 7^n contains 49 digits.,57,Easy,QL-078,ES-005,CP-005
Calculate the exponent n when 5^n contains 28 digits.,40,Easy,QL-061,ES-005,CP-005
Determine the exponent n if 5^n has 53 digits.,75,Medium,QL-060,ES-005,CP-005
Calculate the exponent n when 2^n contains 35 digits.,114,Hard,QL-061,ES-005,CP-005
Find the value of n if 7^n has 59 digits.,69,Medium,QL-055,ES-005,CP-005
Choose the exponent n if 12^n contains 22 digits.,20,Easy,QL-081,ES-005,CP-005
Select the value of n for which 3^n contains 57 digits.,119,Easy,QL-078,ES-005,CP-005
The number of digits in 12^n is 79. Choose the value of n.,73,Easy,QL-076,ES-005,CP-005
"If 2^n contains 5 digits, find n.",14,Easy,QL-050,ES-005,CP-005
Calculate the exponent n when 7^n contains 81 digits.,95,Hard,QL-061,ES-005,CP-005
"If 7^n contains 85 digits, find n from the given options.",100,Easy,QL-075,ES-005,CP-005
Determine n when 12^n has 66 digits.,61,Easy,QL-053,ES-005,CP-005
"If 2^n contains 11 digits, find n from the given options.",34,Medium,QL-075,ES-005,CP-005
Select the value of n for which 3^n contains 55 digits.,115,Easy,QL-078,ES-005,CP-005
Find the correct exponent n from the given options.,8,Medium,QL-079,ES-005,CP-005
Identify n when 12^n has 62 digits.,57,Medium,QL-057,ES-005,CP-005
Which of the following values of n gives 10 digits in 2^n?,30,Medium,QL-080,ES-005,CP-005
Find n from the given digit count of 7^n.,50,Medium,QL-062,ES-005,CP-005
Find n from the given digit count of 7^n.,77,Easy,QL-062,ES-005,CP-005
Find the value of n if 12^n has 26 digits.,24,Medium,QL-055,ES-005,CP-005
Calculate n if 2^n contains 4 digits.,11,Hard,QL-054,ES-005,CP-005
Find the exponent n if 7^n contains 26 digits.,30,Easy,QL-059,ES-005,CP-005
Find n if 3^n contains 43 digits.,89,Hard,QL-052,ES-005,CP-005
Find n from the given digit count of 3^n.,116,Hard,QL-062,ES-005,CP-005
Which of the following values of n gives 53 digits in 3^n?,111,Hard,QL-080,ES-005,CP-005
The number of digits in 12^n is 37. Choose the value of n.,34,Medium,QL-076,ES-005,CP-005
Determine the exponent n if 12^n has 32 digits.,29,Hard,QL-060,ES-005,CP-005
The number of digits in 2^n is 22. Choose the value of n.,71,Medium,QL-076,ES-005,CP-005
Determine n when 5^n has 54 digits.,76,Medium,QL-053,ES-005,CP-005
Calculate n if 5^n contains 7 digits.,9,Easy,QL-054,ES-005,CP-005
How many should n be so that 5^n contains 44 digits?,62,Hard,QL-056,ES-005,CP-005
Choose the exponent n if 12^n contains 125 digits.,115,Hard,QL-081,ES-005,CP-005
Identify n when 7^n has 88 digits.,104,Easy,QL-057,ES-005,CP-005
Identify the exponent n using the digit count of 7^n.,77,Medium,QL-064,ES-005,CP-005
The number of digits in 3^n is 5. Choose the value of n.,10,Easy,QL-076,ES-005,CP-005
Identify the exponent n using the digit count of 5^n.,7,Medium,QL-064,ES-005,CP-005
Identify the exponent n using the digit count of 3^n.,108,Easy,QL-064,ES-005,CP-005
"If 2^n contains 5 digits, find n from the given options.",16,Hard,QL-075,ES-005,CP-005
Choose the exponent n if 5^n contains 14 digits.,19,Easy,QL-081,ES-005,CP-005
The value 5^n contains 75 digits. Find n.,106,Easy,QL-063,ES-005,CP-005
The expression 5^n contains 71 digits. Select n.,101,Medium,QL-082,ES-005,CP-005
Find the value of n if 7^n has 17 digits.,20,Medium,QL-055,ES-005,CP-005
Select the value of n for which 5^n contains 17 digits.,23,Medium,QL-078,ES-005,CP-005
Determine n when 5^n has 21 digits.,30,Medium,QL-053,ES-005,CP-005
How many should n be so that 5^n contains 52 digits?,73,Easy,QL-056,ES-005,CP-005
Find n if 3^n contains 27 digits.,56,Easy,QL-052,ES-005,CP-005
Find n from the given digit count of 5^n.,99,Easy,QL-062,ES-005,CP-005
Determine n when 7^n has 25 digits.,29,Easy,QL-053,ES-005,CP-005
Calculate n if 5^n contains 7 digits.,10,Easy,QL-054,ES-005,CP-005
Find n from the given digit count of 12^n.,91,Medium,QL-062,ES-005,CP-005
Identify n when 7^n has 21 digits.,24,Easy,QL-057,ES-005,CP-005
Which of the following values of n gives 5 digits in 3^n?,9,Medium,QL-080,ES-005,CP-005
"If 3^n has 57 digits, identify n from the following options.",118,Hard,QL-077,ES-005,CP-005
Calculate the exponent n when 3^n contains 46 digits.,95,Medium,QL-061,ES-005,CP-005
Which of the following values of n gives 56 digits in 3^n?,116,Easy,QL-080,ES-005,CP-005
Calculate the exponent n when 7^n contains 32 digits.,37,Medium,QL-061,ES-005,CP-005
The expression 3^n contains 40 digits. Select n.,82,Easy,QL-082,ES-005,CP-005
Find n if 3^n contains 34 digits.,70,Medium,QL-052,ES-005,CP-005
Identify n when 12^n has 114 digits.,105,Easy,QL-057,ES-005,CP-005
How many should n be so that 7^n contains 99 digits?,116,Medium,QL-056,ES-005,CP-005
"If 3^n contains 8 digits, find n.",15,Medium,QL-050,ES-005,CP-005
Find n from the given digit count of 3^n.,98,Easy,QL-062,ES-005,CP-005
"If 7^n contains 86 digits, find n from the given options.",101,Easy,QL-075,ES-005,CP-005
Determine the exponent n if 5^n has 73 digits.,104,Hard,QL-060,ES-005,CP-005
The expression 12^n contains 47 digits. Select n.,43,Medium,QL-082,ES-005,CP-005
"If 2^n contains 24 digits, find n.",78,Hard,QL-050,ES-005,CP-005
Calculate the exponent n when 5^n contains 74 digits.,105,Medium,QL-061,ES-005,CP-005
"If 3^n has 29 digits, identify n from the following options.",59,Easy,QL-077,ES-005,CP-005
Calculate n if 3^n contains 50 digits.,104,Hard,QL-054,ES-005,CP-005
Select the value of n for which 3^n contains 37 digits.,77,Easy,QL-078,ES-005,CP-005
Find n if 5^n contains 13 digits.,18,Hard,QL-052,ES-005,CP-005
Choose the exponent n if 7^n contains 88 digits.,103,Easy,QL-081,ES-005,CP-005
Find n from the given digit count of 5^n.,20,Easy,QL-062,ES-005,CP-005
Find n if 2^n contains 32 digits.,105,Easy,QL-052,ES-005,CP-005
Calculate n if 2^n contains 19 digits.,62,Easy,QL-054,ES-005,CP-005
The number 3^n has 29 digits. Find n.,59,Medium,QL-051,ES-005,CP-005
Identify the exponent n using the digit count of 7^n.,24,Easy,QL-064,ES-005,CP-005
Calculate n if 12^n contains 25 digits.,23,Medium,QL-054,ES-005,CP-005
The digit count of 2^n is 21. Find n.,68,Easy,QL-058,ES-005,CP-005
Identify the exponent n using the digit count of 2^n.,57,Easy,QL-064,ES-005,CP-005
The number of digits in 2^n is 7. Choose the value of n.,22,Hard,QL-076,ES-005,CP-005
How many should n be so that 2^n contains 11 digits?,35,Medium,QL-056,ES-005,CP-005
The expression 3^n contains 16 digits. Select n.,32,Medium,QL-082,ES-005,CP-005
How many should n be so that 5^n contains 15 digits?,21,Medium,QL-056,ES-005,CP-005
Determine n when 5^n has 75 digits.,106,Easy,QL-053,ES-005,CP-005
The number 12^n has 86 digits. Find n.,79,Easy,QL-051,ES-005,CP-005
The number 2^n has 28 digits. Find n.,92,Medium,QL-051,ES-005,CP-005
Calculate n if 12^n contains 46 digits.,42,Medium,QL-054,ES-005,CP-005
The number of digits in 12^n is 127. Choose the value of n.,117,Hard,QL-076,ES-005,CP-005
Identify the exponent n using the digit count of 5^n.,56,Easy,QL-064,ES-005,CP-005
Choose the exponent n if 5^n contains 75 digits.,107,Medium,QL-081,ES-005,CP-005
The digit count of 7^n is 66. Find n.,78,Easy,QL-058,ES-005,CP-005
How many should n be so that 3^n contains 39 digits?,81,Medium,QL-056,ES-005,CP-005
Find the value of n if 3^n has 18 digits.,36,Medium,QL-055,ES-005,CP-005
Calculate n if 2^n contains 29 digits.,95,Easy,QL-054,ES-005,CP-005
Find the exponent n if 3^n contains 43 digits.,90,Medium,QL-059,ES-005,CP-005
Which of the following values of n gives 118 digits in 12^n?,109,Medium,QL-080,ES-005,CP-005
The value 3^n contains 14 digits. Find n.,29,Easy,QL-063,ES-005,CP-005
Identify n when 2^n has 1 digits.,2,Easy,QL-057,ES-005,CP-005
Determine the exponent n if 3^n has 52 digits.,107,Hard,QL-060,ES-005,CP-005
"If 5^n has 6 digits, identify n from the following options.",8,Medium,QL-077,ES-005,CP-005
Which of the following values of n gives 45 digits in 12^n?,41,Easy,QL-080,ES-005,CP-005
Which of the following values of n gives 12 digits in 7^n?,14,Medium,QL-080,ES-005,CP-005
The number 5^n has 61 digits. Find n.,87,Medium,QL-051,ES-005,CP-005
Find the correct exponent n from the given options.,60,Easy,QL-079,ES-005,CP-005
The number 5^n has 38 digits. Find n.,53,Hard,QL-051,ES-005,CP-005
Find the exponent n if 2^n contains 11 digits.,34,Easy,QL-059,ES-005,CP-005
Determine n when 12^n has 52 digits.,48,Medium,QL-053,ES-005,CP-005
The digit count of 12^n is 21. Find n.,19,Hard,QL-058,ES-005,CP-005
Identify the exponent n using the digit count of 3^n.,42,Easy,QL-064,ES-005,CP-005
Find the exponent n if 7^n contains 11 digits.,13,Hard,QL-059,ES-005,CP-005
Find the value of n if 5^n has 54 digits.,76,Medium,QL-055,ES-005,CP-005
Find the value of n if 12^n has 43 digits.,39,Hard,QL-055,ES-005,CP-005
The number of digits in 2^n is 2. Choose the value of n.,6,Easy,QL-076,ES-005,CP-005
The number of digits in 3^n is 54. Choose the value of n.,113,Easy,QL-076,ES-005,CP-005
Determine n when 3^n has 12 digits.,24,Medium,QL-053,ES-005,CP-005
The expression 2^n contains 33 digits. Select n.,107,Medium,QL-082,ES-005,CP-005
How many should n be so that 3^n contains 36 digits?,75,Easy,QL-056,ES-005,CP-005
"If 5^n contains 34 digits, find n from the given options.",48,Medium,QL-075,ES-005,CP-005
The expression 2^n contains 12 digits. Select n.,37,Hard,QL-082,ES-005,CP-005
The number 2^n has 23 digits. Find n.,74,Medium,QL-051,ES-005,CP-005
The number 3^n has 15 digits. Find n.,31,Easy,QL-051,ES-005,CP-005
Calculate the exponent n when 7^n contains 17 digits.,20,Easy,QL-061,ES-005,CP-005
Find n from the given digit count of 7^n.,73,Medium,QL-062,ES-005,CP-005
Identify the exponent n using the digit count of 7^n.,6,Easy,QL-064,ES-005,CP-005
Find the exponent n if 3^n contains 13 digits.,27,Medium,QL-059,ES-005,CP-005
Find the exponent n if 5^n contains 79 digits.,112,Easy,QL-059,ES-005,CP-005
The number 7^n has 12 digits. Find n.,14,Hard,QL-051,ES-005,CP-005
