canonicalProblemId,questionId,difficulty,questionLanguageId,explanationStyleId,stem,answer,explanation
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:335,Medium,QL-022,ES-005,Determine the first common multiple of 25 and 40 that exceeds 199.,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:336,Hard,QL-022,ES-005,Determine the first common multiple of 6 and 10 that exceeds 60.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:337,Medium,QL-023,ES-005,"Find the smallest positive integer greater than 180 that is exactly divisible by 15, 20 and 30.",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:338,Easy,QL-023,ES-005,Find the smallest positive integer greater than 70 that is exactly divisible by 8 and 12.,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:339,Easy,QL-021,ES-005,"What is the least number greater than 180 that is divisible by 15, 20 and 30?",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:340,Hard,QL-020,ES-005,Find the smallest common multiple of 8 and 12 greater than 70.,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:341,Hard,QL-023,ES-005,Find the smallest positive integer greater than 70 that is exactly divisible by 8 and 12.,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:342,Easy,QL-020,ES-005,Find the smallest common multiple of 25 and 40 greater than 199.,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:343,Easy,QL-020,ES-005,"Find the smallest common multiple of 15, 20 and 30 greater than 180.",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:344,Easy,QL-029,ES-005,"A number is divisible by all of 15, 20 and 30. Find the smallest such number greater than 180.",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:345,Medium,QL-029,ES-005,A number is divisible by all of 25 and 40. Find the smallest such number greater than 199.,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:346,Easy,QL-023,ES-005,"Find the smallest positive integer greater than 180 that is exactly divisible by 15, 20 and 30.",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:347,Hard,QL-021,ES-005,What is the least number greater than 70 that is divisible by 8 and 12?,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:348,Easy,QL-023,ES-005,Find the smallest positive integer greater than 60 that is exactly divisible by 6 and 10.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:349,Medium,QL-021,ES-005,What is the least number greater than 199 that is divisible by 25 and 40?,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:350,Medium,QL-023,ES-005,Find the smallest positive integer greater than 199 that is exactly divisible by 25 and 40.,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:351,Hard,QL-021,ES-005,What is the least number greater than 60 that is divisible by 6 and 10?,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:352,Medium,QL-029,ES-005,A number is divisible by all of 25 and 40. Find the smallest such number greater than 199.,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:353,Easy,QL-023,ES-005,Find the smallest positive integer greater than 60 that is exactly divisible by 6 and 10.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:354,Easy,QL-029,ES-005,A number is divisible by all of 8 and 12. Find the smallest such number greater than 70.,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:355,Easy,QL-021,ES-005,What is the least number greater than 60 that is divisible by 6 and 10?,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:356,Easy,QL-020,ES-005,Find the smallest common multiple of 6 and 10 greater than 60.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:357,Hard,QL-020,ES-005,Find the smallest common multiple of 8 and 12 greater than 70.,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:358,Medium,QL-022,ES-005,Determine the first common multiple of 6 and 10 that exceeds 60.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:359,Medium,QL-020,ES-005,Find the smallest common multiple of 25 and 40 greater than 199.,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:360,Easy,QL-029,ES-005,A number is divisible by all of 6 and 10. Find the smallest such number greater than 60.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:361,Easy,QL-021,ES-005,What is the least number greater than 70 that is divisible by 8 and 12?,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:362,Hard,QL-021,ES-005,"What is the least number greater than 180 that is divisible by 15, 20 and 30?",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:363,Medium,QL-022,ES-005,"Determine the first common multiple of 15, 20 and 30 that exceeds 180.",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:364,Medium,QL-021,ES-005,What is the least number greater than 60 that is divisible by 6 and 10?,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:365,Medium,QL-022,ES-005,Determine the first common multiple of 6 and 10 that exceeds 60.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:366,Easy,QL-020,ES-005,Find the smallest common multiple of 8 and 12 greater than 70.,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:367,Hard,QL-021,ES-005,What is the least number greater than 199 that is divisible by 25 and 40?,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:368,Easy,QL-020,ES-005,Find the smallest common multiple of 25 and 40 greater than 199.,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:369,Medium,QL-021,ES-005,What is the least number greater than 70 that is divisible by 8 and 12?,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:370,Easy,QL-020,ES-005,Find the smallest common multiple of 6 and 10 greater than 60.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:371,Hard,QL-021,ES-005,"What is the least number greater than 180 that is divisible by 15, 20 and 30?",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:372,Easy,QL-023,ES-005,Find the smallest positive integer greater than 199 that is exactly divisible by 25 and 40.,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:373,Medium,QL-021,ES-005,What is the least number greater than 60 that is divisible by 6 and 10?,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:374,Hard,QL-020,ES-005,Find the smallest common multiple of 6 and 10 greater than 60.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:375,Medium,QL-022,ES-005,Determine the first common multiple of 25 and 40 that exceeds 199.,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:376,Medium,QL-022,ES-005,Determine the first common multiple of 6 and 10 that exceeds 60.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:377,Medium,QL-029,ES-005,A number is divisible by all of 6 and 10. Find the smallest such number greater than 60.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:378,Easy,QL-020,ES-005,Find the smallest common multiple of 6 and 10 greater than 60.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:379,Medium,QL-022,ES-005,Determine the first common multiple of 25 and 40 that exceeds 199.,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:380,Easy,QL-020,ES-005,Find the smallest common multiple of 8 and 12 greater than 70.,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:381,Hard,QL-029,ES-005,A number is divisible by all of 25 and 40. Find the smallest such number greater than 199.,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:382,Easy,QL-023,ES-005,"Find the smallest positive integer greater than 180 that is exactly divisible by 15, 20 and 30.",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:383,Hard,QL-029,ES-005,A number is divisible by all of 8 and 12. Find the smallest such number greater than 70.,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:384,Easy,QL-029,ES-005,"A number is divisible by all of 15, 20 and 30. Find the smallest such number greater than 180.",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:385,Medium,QL-023,ES-005,Find the smallest positive integer greater than 70 that is exactly divisible by 8 and 12.,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:386,Easy,QL-023,ES-005,"Find the smallest positive integer greater than 180 that is exactly divisible by 15, 20 and 30.",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:387,Medium,QL-023,ES-005,Find the smallest positive integer greater than 199 that is exactly divisible by 25 and 40.,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:388,Hard,QL-029,ES-005,"A number is divisible by all of 15, 20 and 30. Find the smallest such number greater than 180.",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:389,Medium,QL-021,ES-005,What is the least number greater than 199 that is divisible by 25 and 40?,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:390,Medium,QL-021,ES-005,What is the least number greater than 70 that is divisible by 8 and 12?,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:391,Hard,QL-020,ES-005,Find the smallest common multiple of 25 and 40 greater than 199.,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:392,Medium,QL-020,ES-005,Find the smallest common multiple of 6 and 10 greater than 60.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:393,Easy,QL-029,ES-005,"A number is divisible by all of 15, 20 and 30. Find the smallest such number greater than 180.",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:394,Medium,QL-022,ES-005,Determine the first common multiple of 6 and 10 that exceeds 60.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:395,Easy,QL-029,ES-005,A number is divisible by all of 6 and 10. Find the smallest such number greater than 60.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:396,Easy,QL-029,ES-005,A number is divisible by all of 25 and 40. Find the smallest such number greater than 199.,200,"First find the LCM of the given numbers.

\operatorname{LCM}(25, 40) = 200

Now find the first multiple of the LCM that is greater than 199.

\left(\left\lfloor\frac{199}{200}\right\rfloor + 1\right)\times 200 = 200

Therefore, the required number is 200."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:397,Medium,QL-021,ES-005,"What is the least number greater than 180 that is divisible by 15, 20 and 30?",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:398,Medium,QL-020,ES-005,"Find the smallest common multiple of 15, 20 and 30 greater than 180.",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:399,Medium,QL-023,ES-005,"Find the smallest positive integer greater than 180 that is exactly divisible by 15, 20 and 30.",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:400,Easy,QL-029,ES-005,A number is divisible by all of 8 and 12. Find the smallest such number greater than 70.,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:401,Medium,QL-022,ES-005,Determine the first common multiple of 8 and 12 that exceeds 70.,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:402,Medium,QL-020,ES-005,Find the smallest common multiple of 6 and 10 greater than 60.,90,"First find the LCM of the given numbers.

\operatorname{LCM}(6, 10) = 30

Now find the first multiple of the LCM that is greater than 60.

\left(\left\lfloor\frac{60}{30}\right\rfloor + 1\right)\times 30 = 90

Therefore, the required number is 90."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:403,Hard,QL-029,ES-005,"A number is divisible by all of 15, 20 and 30. Find the smallest such number greater than 180.",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:404,Hard,QL-020,ES-005,"Find the smallest common multiple of 15, 20 and 30 greater than 180.",240,"First find the LCM of the given numbers.

\operatorname{LCM}(15, 20, 30) = 60

Now find the first multiple of the LCM that is greater than 180.

\left(\left\lfloor\frac{180}{60}\right\rfloor + 1\right)\times 60 = 240

Therefore, the required number is 240."
CP-005,NS-LCM-001:CP-005:ns-lcm-001-human-review:CP-005:405,Hard,QL-022,ES-005,Determine the first common multiple of 8 and 12 that exceeds 70.,72,"First find the LCM of the given numbers.

\operatorname{LCM}(8, 12) = 24

Now find the first multiple of the LCM that is greater than 70.

\left(\left\lfloor\frac{70}{24}\right\rfloor + 1\right)\times 24 = 72

Therefore, the required number is 72."
