"Question ID","Canonical Problem","Difficulty","Topology","Question Language ID","Explanation Style ID","Question","Answer","Explanation","Number","Lower Bound","Upper Bound","Range Width","Position"
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:130","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 864.","863","Check numbers smaller than 864 one by one.

The first prime number obtained is 863.

Answer: 863","864","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:131","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 4527.","4523","Check numbers smaller than 4527 one by one.

The first prime number obtained is 4523.

Answer: 4523","4527","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:132","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 706.","701","Check numbers smaller than 706 one by one.

The first prime number obtained is 701.

Answer: 701","706","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:133","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 7.","5","Check numbers smaller than 7 one by one.

The first prime number obtained is 5.

Answer: 5","7","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:134","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 90.","89","Check numbers smaller than 90 one by one.

The first prime number obtained is 89.

Answer: 89","90","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:135","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 923.","919","Check numbers smaller than 923 one by one.

The first prime number obtained is 919.

Answer: 919","923","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:136","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 786.","773","Check numbers smaller than 786 one by one.

The first prime number obtained is 773.

Answer: 773","786","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:137","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 709.","701","Check numbers smaller than 709 one by one.

The first prime number obtained is 701.

Answer: 701","709","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:138","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 22.","19","Check numbers smaller than 22 one by one.

The first prime number obtained is 19.

Answer: 19","22","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:139","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 2039.","2029","Check numbers smaller than 2039 one by one.

The first prime number obtained is 2029.

Answer: 2029","2039","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:140","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 79.","73","Check numbers smaller than 79 one by one.

The first prime number obtained is 73.

Answer: 73","79","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:141","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 10.","7","Check numbers smaller than 10 one by one.

The first prime number obtained is 7.

Answer: 7","10","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:142","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 39.","37","Check numbers smaller than 39 one by one.

The first prime number obtained is 37.

Answer: 37","39","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:143","CP-007","Hard","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 3206.","3203","Check numbers smaller than 3206 one by one.

The first prime number obtained is 3203.

Answer: 3203","3206","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:144","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 231.","229","Check numbers smaller than 231 one by one.

The first prime number obtained is 229.

Answer: 229","231","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:145","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 28.","23","Check numbers smaller than 28 one by one.

The first prime number obtained is 23.

Answer: 23","28","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:146","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 381.","379","Check numbers smaller than 381 one by one.

The first prime number obtained is 379.

Answer: 379","381","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:147","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 26.","23","Check numbers smaller than 26 one by one.

The first prime number obtained is 23.

Answer: 23","26","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:148","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 195.","193","Check numbers smaller than 195 one by one.

The first prime number obtained is 193.

Answer: 193","195","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:149","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 1000.","997","Check numbers smaller than 1000 one by one.

The first prime number obtained is 997.

Answer: 997","1000","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:150","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 826.","823","Check numbers smaller than 826 one by one.

The first prime number obtained is 823.

Answer: 823","826","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:151","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 4449.","4447","Check numbers smaller than 4449 one by one.

The first prime number obtained is 4447.

Answer: 4447","4449","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:152","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 592.","587","Check numbers smaller than 592 one by one.

The first prime number obtained is 587.

Answer: 587","592","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:153","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 4535.","4523","Check numbers smaller than 4535 one by one.

The first prime number obtained is 4523.

Answer: 4523","4535","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:154","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 286.","283","Check numbers smaller than 286 one by one.

The first prime number obtained is 283.

Answer: 283","286","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:155","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 75.","73","Check numbers smaller than 75 one by one.

The first prime number obtained is 73.

Answer: 73","75","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:156","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 852.","839","Check numbers smaller than 852 one by one.

The first prime number obtained is 839.

Answer: 839","852","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:157","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 43.","41","Check numbers smaller than 43 one by one.

The first prime number obtained is 41.

Answer: 41","43","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:158","CP-007","Hard","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 2490.","2477","Check numbers smaller than 2490 one by one.

The first prime number obtained is 2477.

Answer: 2477","2490","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:159","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 39.","37","Check numbers smaller than 39 one by one.

The first prime number obtained is 37.

Answer: 37","39","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:160","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 865.","863","Check numbers smaller than 865 one by one.

The first prime number obtained is 863.

Answer: 863","865","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:161","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 818.","811","Check numbers smaller than 818 one by one.

The first prime number obtained is 811.

Answer: 811","818","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:162","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 135.","131","Check numbers smaller than 135 one by one.

The first prime number obtained is 131.

Answer: 131","135","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:163","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 10.","7","Check numbers smaller than 10 one by one.

The first prime number obtained is 7.

Answer: 7","10","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:164","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 2737.","2731","Check numbers smaller than 2737 one by one.

The first prime number obtained is 2731.

Answer: 2731","2737","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:165","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 84.","83","Check numbers smaller than 84 one by one.

The first prime number obtained is 83.

Answer: 83","84","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:166","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 99.","97","Check numbers smaller than 99 one by one.

The first prime number obtained is 97.

Answer: 97","99","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:167","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 896.","887","Check numbers smaller than 896 one by one.

The first prime number obtained is 887.

Answer: 887","896","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:168","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 2309.","2297","Check numbers smaller than 2309 one by one.

The first prime number obtained is 2297.

Answer: 2297","2309","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:169","CP-007","Hard","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 3014.","3011","Check numbers smaller than 3014 one by one.

The first prime number obtained is 3011.

Answer: 3011","3014","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:170","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 836.","829","Check numbers smaller than 836 one by one.

The first prime number obtained is 829.

Answer: 829","836","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:171","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 4035.","4027","Check numbers smaller than 4035 one by one.

The first prime number obtained is 4027.

Answer: 4027","4035","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:172","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 450.","449","Check numbers smaller than 450 one by one.

The first prime number obtained is 449.

Answer: 449","450","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:173","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 73.","71","Check numbers smaller than 73 one by one.

The first prime number obtained is 71.

Answer: 71","73","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:174","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 148.","139","Check numbers smaller than 148 one by one.

The first prime number obtained is 139.

Answer: 139","148","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:175","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 57.","53","Check numbers smaller than 57 one by one.

The first prime number obtained is 53.

Answer: 53","57","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:176","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 582.","577","Check numbers smaller than 582 one by one.

The first prime number obtained is 577.

Answer: 577","582","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:177","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 157.","151","Check numbers smaller than 157 one by one.

The first prime number obtained is 151.

Answer: 151","157","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:178","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 932.","929","Check numbers smaller than 932 one by one.

The first prime number obtained is 929.

Answer: 929","932","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:179","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 7.","5","Check numbers smaller than 7 one by one.

The first prime number obtained is 5.

Answer: 5","7","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:180","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 1983.","1979","Check numbers smaller than 1983 one by one.

The first prime number obtained is 1979.

Answer: 1979","1983","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:181","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 78.","73","Check numbers smaller than 78 one by one.

The first prime number obtained is 73.

Answer: 73","78","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:182","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 25.","23","Check numbers smaller than 25 one by one.

The first prime number obtained is 23.

Answer: 23","25","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:183","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 38.","37","Check numbers smaller than 38 one by one.

The first prime number obtained is 37.

Answer: 37","38","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:184","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 927.","919","Check numbers smaller than 927 one by one.

The first prime number obtained is 919.

Answer: 919","927","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:185","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 76.","73","Check numbers smaller than 76 one by one.

The first prime number obtained is 73.

Answer: 73","76","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:186","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 2181.","2179","Check numbers smaller than 2181 one by one.

The first prime number obtained is 2179.

Answer: 2179","2181","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:187","CP-007","Hard","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 2886.","2879","Check numbers smaller than 2886 one by one.

The first prime number obtained is 2879.

Answer: 2879","2886","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:188","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 93.","89","Check numbers smaller than 93 one by one.

The first prime number obtained is 89.

Answer: 89","93","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:189","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 268.","263","Check numbers smaller than 268 one by one.

The first prime number obtained is 263.

Answer: 263","268","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:190","CP-007","Hard","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 4246.","4243","Check numbers smaller than 4246 one by one.

The first prime number obtained is 4243.

Answer: 4243","4246","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:191","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 7.","5","Check numbers smaller than 7 one by one.

The first prime number obtained is 5.

Answer: 5","7","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:192","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 6.","5","Check numbers smaller than 6 one by one.

The first prime number obtained is 5.

Answer: 5","6","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:193","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 4539.","4523","Check numbers smaller than 4539 one by one.

The first prime number obtained is 4523.

Answer: 4523","4539","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:194","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 12.","11","Check numbers smaller than 12 one by one.

The first prime number obtained is 11.

Answer: 11","12","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:195","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 1593.","1583","Check numbers smaller than 1593 one by one.

The first prime number obtained is 1583.

Answer: 1583","1593","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:196","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 800.","797","Check numbers smaller than 800 one by one.

The first prime number obtained is 797.

Answer: 797","800","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:197","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 15.","13","Check numbers smaller than 15 one by one.

The first prime number obtained is 13.

Answer: 13","15","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:198","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 722.","719","Check numbers smaller than 722 one by one.

The first prime number obtained is 719.

Answer: 719","722","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:199","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 67.","61","Check numbers smaller than 67 one by one.

The first prime number obtained is 61.

Answer: 61","67","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:200","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 30.","29","Check numbers smaller than 30 one by one.

The first prime number obtained is 29.

Answer: 29","30","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:201","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 4985.","4973","Check numbers smaller than 4985 one by one.

The first prime number obtained is 4973.

Answer: 4973","4985","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:202","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 488.","487","Check numbers smaller than 488 one by one.

The first prime number obtained is 487.

Answer: 487","488","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:203","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 33.","31","Check numbers smaller than 33 one by one.

The first prime number obtained is 31.

Answer: 31","33","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:204","CP-007","Hard","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 3638.","3637","Check numbers smaller than 3638 one by one.

The first prime number obtained is 3637.

Answer: 3637","3638","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:205","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 25.","23","Check numbers smaller than 25 one by one.

The first prime number obtained is 23.

Answer: 23","25","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:206","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 14.","13","Check numbers smaller than 14 one by one.

The first prime number obtained is 13.

Answer: 13","14","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:207","CP-007","Hard","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 3931.","3929","Check numbers smaller than 3931 one by one.

The first prime number obtained is 3929.

Answer: 3929","3931","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:208","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 646.","643","Check numbers smaller than 646 one by one.

The first prime number obtained is 643.

Answer: 643","646","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:209","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 37.","31","Check numbers smaller than 37 one by one.

The first prime number obtained is 31.

Answer: 31","37","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:210","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 291.","283","Check numbers smaller than 291 one by one.

The first prime number obtained is 283.

Answer: 283","291","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:211","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 156.","151","Check numbers smaller than 156 one by one.

The first prime number obtained is 151.

Answer: 151","156","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:212","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 701.","691","Check numbers smaller than 701 one by one.

The first prime number obtained is 691.

Answer: 691","701","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:213","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 42.","41","Check numbers smaller than 42 one by one.

The first prime number obtained is 41.

Answer: 41","42","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:214","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 11.","7","Check numbers smaller than 11 one by one.

The first prime number obtained is 7.

Answer: 7","11","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:215","CP-007","Hard","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 1192.","1187","Check numbers smaller than 1192 one by one.

The first prime number obtained is 1187.

Answer: 1187","1192","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:216","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 67.","61","Check numbers smaller than 67 one by one.

The first prime number obtained is 61.

Answer: 61","67","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:217","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 926.","919","Check numbers smaller than 926 one by one.

The first prime number obtained is 919.

Answer: 919","926","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:218","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 61.","59","Check numbers smaller than 61 one by one.

The first prime number obtained is 59.

Answer: 59","61","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:219","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 536.","523","Check numbers smaller than 536 one by one.

The first prime number obtained is 523.

Answer: 523","536","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:220","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 588.","587","Check numbers smaller than 588 one by one.

The first prime number obtained is 587.

Answer: 587","588","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:221","CP-007","Medium","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 947.","941","Check numbers smaller than 947 one by one.

The first prime number obtained is 941.

Answer: 941","947","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:222","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 84.","83","Check numbers smaller than 84 one by one.

The first prime number obtained is 83.

Answer: 83","84","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:223","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 35.","31","Check numbers smaller than 35 one by one.

The first prime number obtained is 31.

Answer: 31","35","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:224","CP-007","Medium","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 292.","283","Check numbers smaller than 292 one by one.

The first prime number obtained is 283.

Answer: 283","292","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:225","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 95.","89","Check numbers smaller than 95 one by one.

The first prime number obtained is 89.

Answer: 89","95","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:226","CP-007","Easy","Backward Prime Search","QL-016","ES-008","Determine the previous prime number before 8.","7","Check numbers smaller than 8 one by one.

The first prime number obtained is 7.

Answer: 7","8","","","",""
"NS-PRM-001:CP-007:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-007:227","CP-007","Easy","Backward Prime Search","QL-015","ES-008","Find the greatest prime number smaller than 13.","11","Check numbers smaller than 13 one by one.

The first prime number obtained is 11.

Answer: 11","13","","","",""
