"questionId","qlId","difficulty","context","detailMode","methodFamily","engineVersion","explanationText","explanationLinesJson","approval","reviewerNotes","status"
"CSV-001-0152","PCT-QL-117","Easy","revenue","short","UNIT_VALUE","eev2-v1","We need to move from one percentage of the revenue to another. | In this question, 25% of the revenue stands for ₹25,000. | Because 25% of the revenue has 25 equal 1% parts, divide ₹25,000 by 25. | $$1\% = \text{₹}25,000 \div 25 = \text{₹}1,000$$ | The percentage we still need is 50%. | Use the 1% value 50 times to get 50% of the revenue. | $$50\% = \text{₹}1,000 \times 50 = \text{₹}50,000$$ | So the amount corresponding to 50% of the revenue is ₹50,000.","[""We need to move from one percentage of the revenue to another."",""In this question, 25% of the revenue stands for ₹25,000."",""Because 25% of the revenue has 25 equal 1% parts, divide ₹25,000 by 25. | $$1\\% = \\text{₹}25,000 \\div 25 = \\text{₹}1,000$$"",""The percentage we still need is 50%."",""Use the 1% value 50 times to get 50% of the revenue. | $$50\\% = \\text{₹}1,000 \\times 50 = \\text{₹}50,000$$"",""So the amount corresponding to 50% of the revenue is ₹50,000.""]","","","PENDING_REVIEW"
"CSV-001-0153","PCT-QL-217","Easy","students","short","UNIT_VALUE","eev2-v1","We are working with two percentages of the students. | We know that 25% of the students is 250 students. | Because 25% of the students has 25 equal 1% parts, divide 250 students by 25. | $$1\% = 250\text{ students} \div 25 = 10\text{ students}$$ | Now turn the 1% value into 50% of the students. | Use the 1% value 50 times to get 50% of the students. | $$50\% = 10\text{ students} \times 50 = 500\text{ students}$$ | So the share of the students represented by 50% is 500 students.","[""We are working with two percentages of the students."",""We know that 25% of the students is 250 students."",""Because 25% of the students has 25 equal 1% parts, divide 250 students by 25. | $$1\\% = 250\\text{ students} \\div 25 = 10\\text{ students}$$"",""Now turn the 1% value into 50% of the students."",""Use the 1% value 50 times to get 50% of the students. | $$50\\% = 10\\text{ students} \\times 50 = 500\\text{ students}$$"",""So the share of the students represented by 50% is 500 students.""]","","","PENDING_REVIEW"
"CSV-001-0154","PCT-QL-317","Easy","workers","short","UNIT_VALUE","eev2-v1","We are working with two percentages of the workers. | Start with the given relation: 50% of the workers is 1,000 workers. | Because 50% of the workers has 50 equal 1% parts, divide 1,000 workers by 50. | $$1\% = 1,000\text{ workers} \div 50 = 20\text{ workers}$$ | Now turn the 1% value into 25% of the workers. | Use the 1% value 25 times to get 25% of the workers. | $$25\% = 20\text{ workers} \times 25 = 500\text{ workers}$$ | This means the required workers count is 500 workers.","[""We are working with two percentages of the workers."",""Start with the given relation: 50% of the workers is 1,000 workers."",""Because 50% of the workers has 50 equal 1% parts, divide 1,000 workers by 50. | $$1\\% = 1,000\\text{ workers} \\div 50 = 20\\text{ workers}$$"",""Now turn the 1% value into 25% of the workers."",""Use the 1% value 25 times to get 25% of the workers. | $$25\\% = 20\\text{ workers} \\times 25 = 500\\text{ workers}$$"",""This means the required workers count is 500 workers.""]","","","PENDING_REVIEW"
"CSV-001-0155","PCT-QL-417","Easy","employees","standard","UNIT_VALUE","eev2-v1","We are working with two percentages of the employees. | We know that 60% of the employees is 3,000 employees. | Because 60% of the employees has 60 equal 1% parts, divide 3,000 employees by 60. | $$1\% = 3,000\text{ employees} \div 60 = 50\text{ employees}$$ | The required share is 40% of the employees. | Because 1% is known, multiply its value by 40 to get 40% of the employees. | $$40\% = 50\text{ employees} \times 40 = 2,000\text{ employees}$$ | This means the required employees count is 2,000 employees.","[""We are working with two percentages of the employees."",""We know that 60% of the employees is 3,000 employees."",""Because 60% of the employees has 60 equal 1% parts, divide 3,000 employees by 60. | $$1\\% = 3,000\\text{ employees} \\div 60 = 50\\text{ employees}$$"",""The required share is 40% of the employees."",""Because 1% is known, multiply its value by 40 to get 40% of the employees. | $$40\\% = 50\\text{ employees} \\times 40 = 2,000\\text{ employees}$$"",""This means the required employees count is 2,000 employees.""]","","","PENDING_REVIEW"
"CSV-001-0156","PCT-QL-017","Medium","books","standard","UNIT_VALUE","eev2-v1","We can see that both percentage values belong to the books. | Here, 6,250 books represents 62.5% of the books. | Because 62.5% of the books has 62.5 equal 1% parts, divide 6,250 books by 62.5. | $$1\% = 6,250\text{ books} \div 62.5 = 100\text{ books}$$ | We can now move from 1% to 25% of the books. | Because 1% is known, multiply its value by 25 to get 25% of the books. | $$25\% = 100\text{ books} \times 25 = 2,500\text{ books}$$ | This means the required books count is 2,500 books.","[""We can see that both percentage values belong to the books."",""Here, 6,250 books represents 62.5% of the books."",""Because 62.5% of the books has 62.5 equal 1% parts, divide 6,250 books by 62.5. | $$1\\% = 6,250\\text{ books} \\div 62.5 = 100\\text{ books}$$"",""We can now move from 1% to 25% of the books."",""Because 1% is known, multiply its value by 25 to get 25% of the books. | $$25\\% = 100\\text{ books} \\times 25 = 2,500\\text{ books}$$"",""This means the required books count is 2,500 books.""]","","","PENDING_REVIEW"
"CSV-001-0157","PCT-QL-117","Medium","trees","standard","UNIT_VALUE","eev2-v1","We can see that both percentage values belong to the trees. | 50 trees is the value of 25% of the trees. | Because 25% of the trees has 25 equal 1% parts, divide 50 trees by 25. | $$1\% = 50\text{ trees} \div 25 = 2\text{ trees}$$ | We can now move from 1% to 62.5% of the trees. | Because 1% is known, multiply its value by 62.5 to get 62.5% of the trees. | $$62.5\% = 2\text{ trees} \times 62.5 = 125\text{ trees}$$ | So the share of the trees represented by 62.5% is 125 trees.","[""We can see that both percentage values belong to the trees."",""50 trees is the value of 25% of the trees."",""Because 25% of the trees has 25 equal 1% parts, divide 50 trees by 25. | $$1\\% = 50\\text{ trees} \\div 25 = 2\\text{ trees}$$"",""We can now move from 1% to 62.5% of the trees."",""Because 1% is known, multiply its value by 62.5 to get 62.5% of the trees. | $$62.5\\% = 2\\text{ trees} \\times 62.5 = 125\\text{ trees}$$"",""So the share of the trees represented by 62.5% is 125 trees.""]","","","PENDING_REVIEW"
"CSV-001-0158","PCT-QL-217","Medium","families","standard","UNIT_VALUE","eev2-v1","We know one percentage of the families and need another. | 100 families is the value of 25% of the families. | Because 25% of the families has 25 equal 1% parts, divide 100 families by 25. | $$1\% = 100\text{ families} \div 25 = 4\text{ families}$$ | The question asks for 62.5% of the families. | Because 1% is known, multiply its value by 62.5 to get 62.5% of the families. | $$62.5\% = 4\text{ families} \times 62.5 = 250\text{ families}$$ | This means the required families count is 250 families.","[""We know one percentage of the families and need another."",""100 families is the value of 25% of the families."",""Because 25% of the families has 25 equal 1% parts, divide 100 families by 25. | $$1\\% = 100\\text{ families} \\div 25 = 4\\text{ families}$$"",""The question asks for 62.5% of the families."",""Because 1% is known, multiply its value by 62.5 to get 62.5% of the families. | $$62.5\\% = 4\\text{ families} \\times 62.5 = 250\\text{ families}$$"",""This means the required families count is 250 families.""]","","","PENDING_REVIEW"
"CSV-001-0159","PCT-QL-317","Medium","animals","standard","UNIT_VALUE","eev2-v1","We can see that both percentage values belong to the animals. | Start with the given relation: 25% of the animals is 250 animals. | Because 25% of the animals has 25 equal 1% parts, divide 250 animals by 25. | $$1\% = 250\text{ animals} \div 25 = 10\text{ animals}$$ | Now turn the 1% value into 62.5% of the animals. | Because 1% is known, multiply its value by 62.5 to get 62.5% of the animals. | $$62.5\% = 10\text{ animals} \times 62.5 = 625\text{ animals}$$ | This means the required animals count is 625 animals.","[""We can see that both percentage values belong to the animals."",""Start with the given relation: 25% of the animals is 250 animals."",""Because 25% of the animals has 25 equal 1% parts, divide 250 animals by 25. | $$1\\% = 250\\text{ animals} \\div 25 = 10\\text{ animals}$$"",""Now turn the 1% value into 62.5% of the animals."",""Because 1% is known, multiply its value by 62.5 to get 62.5% of the animals. | $$62.5\\% = 10\\text{ animals} \\times 62.5 = 625\\text{ animals}$$"",""This means the required animals count is 625 animals.""]","","","PENDING_REVIEW"
"CSV-001-0160","PCT-QL-417","Medium","inventory","standard","UNIT_VALUE","eev2-v1","We know one percentage of the inventory and need another. | Here, 1,250 inventory represents 62.5% of the inventory. | Because 62.5% of the inventory has 62.5 equal 1% parts, divide 1,250 inventory by 62.5. | $$1\% = 1,250\text{ inventory} \div 62.5 = 20\text{ inventory}$$ | The question asks for 25% of the inventory. | Because 1% is known, multiply its value by 25 to get 25% of the inventory. | $$25\% = 20\text{ inventory} \times 25 = 500\text{ inventory}$$ | So the share of the inventory represented by 25% is 500 inventory.","[""We know one percentage of the inventory and need another."",""Here, 1,250 inventory represents 62.5% of the inventory."",""Because 62.5% of the inventory has 62.5 equal 1% parts, divide 1,250 inventory by 62.5. | $$1\\% = 1,250\\text{ inventory} \\div 62.5 = 20\\text{ inventory}$$"",""The question asks for 25% of the inventory."",""Because 1% is known, multiply its value by 25 to get 25% of the inventory. | $$25\\% = 20\\text{ inventory} \\times 25 = 500\\text{ inventory}$$"",""So the share of the inventory represented by 25% is 500 inventory.""]","","","PENDING_REVIEW"
"CSV-001-0161","PCT-QL-017","Hard","distance","standard","UNIT_VALUE","eev2-v1","We know one percentage of the distance and need another. | We know that 82.5% of the distance is 4,125 kilometres. | Because 82.5% of the distance has 82.5 equal 1% parts, divide 4,125 kilometres by 82.5. | $$1\% = 4,125\text{ kilometres} \div 82.5 = 50\text{ kilometres}$$ | Now turn the 1% value into 17.5% of the distance. | Because 1% is known, multiply its value by 17.5 to get 17.5% of the distance. | $$17.5\% = 50\text{ kilometres} \times 17.5 = 875\text{ kilometres}$$ | So the share of the distance represented by 17.5% is 875 kilometres.","[""We know one percentage of the distance and need another."",""We know that 82.5% of the distance is 4,125 kilometres."",""Because 82.5% of the distance has 82.5 equal 1% parts, divide 4,125 kilometres by 82.5. | $$1\\% = 4,125\\text{ kilometres} \\div 82.5 = 50\\text{ kilometres}$$"",""Now turn the 1% value into 17.5% of the distance."",""Because 1% is known, multiply its value by 17.5 to get 17.5% of the distance. | $$17.5\\% = 50\\text{ kilometres} \\times 17.5 = 875\\text{ kilometres}$$"",""So the share of the distance represented by 17.5% is 875 kilometres.""]","","","PENDING_REVIEW"
"CSV-001-0162","PCT-QL-117","Hard","area","detailed","UNIT_VALUE","eev2-v1","We are comparing two percentages of the area. | The given information is 82.5% of the area = 8,250 square metres. | Because 82.5% has 82.5 equal parts, dividing 8,250 square metres by 82.5 gives 1% of the area. | $$1\% = 8,250\text{ square metres} \div 82.5 = 100\text{ square metres}$$ | Now we need 17.5% of the area. | Since 1% is one part, multiply its value by 17.5 to get 17.5% of the area. | $$17.5\% = 100\text{ square metres} \times 17.5 = 1,750\text{ square metres}$$ | As a check, the 1% value used 82.5 times gives 8,250 square metres. | $$100\text{ square metres} \times 82.5 = 8,250\text{ square metres}$$ | So 17.5% of the area is 1,750 square metres.","[""We are comparing two percentages of the area."",""The given information is 82.5% of the area = 8,250 square metres."",""Because 82.5% has 82.5 equal parts, dividing 8,250 square metres by 82.5 gives 1% of the area. | $$1\\% = 8,250\\text{ square metres} \\div 82.5 = 100\\text{ square metres}$$"",""Now we need 17.5% of the area."",""Since 1% is one part, multiply its value by 17.5 to get 17.5% of the area. | $$17.5\\% = 100\\text{ square metres} \\times 17.5 = 1,750\\text{ square metres}$$"",""As a check, the 1% value used 82.5 times gives 8,250 square metres. | $$100\\text{ square metres} \\times 82.5 = 8,250\\text{ square metres}$$"",""So 17.5% of the area is 1,750 square metres.""]","","","PENDING_REVIEW"
"CSV-001-0163","PCT-QL-217","Hard","weight","detailed","UNIT_VALUE","eev2-v1","The required percentage is the same 100% already given for the weight. | 100% of the weight is 200 kilograms. | There is no need to find 1% because the requested percentage is already known. | The question asks for that same 100% of the weight. | No multiplication or scaling is needed. | The requested percentage and the given percentage are identical. | So 100% of the weight remains 200 kilograms.","[""The required percentage is the same 100% already given for the weight."",""100% of the weight is 200 kilograms."",""There is no need to find 1% because the requested percentage is already known."",""The question asks for that same 100% of the weight."",""No multiplication or scaling is needed."",""The requested percentage and the given percentage are identical."",""So 100% of the weight remains 200 kilograms.""]","","","PENDING_REVIEW"
"CSV-001-0164","PCT-QL-317","Hard","volume","detailed","UNIT_VALUE","eev2-v1","The required percentage is the same 100% already given for the volume. | 100% of the volume is 500 litres. | There is no need to find 1% because the requested percentage is already known. | The question asks for that same 100% of the volume. | No multiplication or scaling is needed. | The requested percentage and the given percentage are identical. | So 100% of the volume remains 500 litres.","[""The required percentage is the same 100% already given for the volume."",""100% of the volume is 500 litres."",""There is no need to find 1% because the requested percentage is already known."",""The question asks for that same 100% of the volume."",""No multiplication or scaling is needed."",""The requested percentage and the given percentage are identical."",""So 100% of the volume remains 500 litres.""]","","","PENDING_REVIEW"
"CSV-001-0165","PCT-QL-417","Hard","production","detailed","UNIT_VALUE","eev2-v1","The required percentage is the same 100% already given for the production. | 100% of the production is 1,000 units. | There is no need to find 1% because the requested percentage is already known. | The question asks for that same 100% of the production. | No multiplication or scaling is needed. | The requested percentage and the given percentage are identical. | So 100% of the production remains 1,000 units.","[""The required percentage is the same 100% already given for the production."",""100% of the production is 1,000 units."",""There is no need to find 1% because the requested percentage is already known."",""The question asks for that same 100% of the production."",""No multiplication or scaling is needed."",""The requested percentage and the given percentage are identical."",""So 100% of the production remains 1,000 units.""]","","","PENDING_REVIEW"
"CSV-001-0166","PCT-QL-017","Easy","population","detailed","UNIT_VALUE","eev2-v1","We know one percentage of the population and need another. | Start with the given relation: 50% of the population is 1,000 people. | Because 50% has 50 equal parts, dividing 1,000 people by 50 gives 1% of the population. | $$1\% = 1,000\text{ people} \div 50 = 20\text{ people}$$ | The required share is 75% of the population. | Since 1% is one part, multiply its value by 75 to get 75% of the population. | $$75\% = 20\text{ people} \times 75 = 1,500\text{ people}$$ | A quick check gives the original 50% value, 1,000 people. | $$20\text{ people} \times 50 = 1,000\text{ people}$$ | So the share of the population represented by 75% is 1,500 people.","[""We know one percentage of the population and need another."",""Start with the given relation: 50% of the population is 1,000 people."",""Because 50% has 50 equal parts, dividing 1,000 people by 50 gives 1% of the population. | $$1\\% = 1,000\\text{ people} \\div 50 = 20\\text{ people}$$"",""The required share is 75% of the population."",""Since 1% is one part, multiply its value by 75 to get 75% of the population. | $$75\\% = 20\\text{ people} \\times 75 = 1,500\\text{ people}$$"",""A quick check gives the original 50% value, 1,000 people. | $$20\\text{ people} \\times 50 = 1,000\\text{ people}$$"",""So the share of the population represented by 75% is 1,500 people.""]","","","PENDING_REVIEW"
"CSV-001-0167","PCT-QL-117","Easy","marks","detailed","UNIT_VALUE","eev2-v1","We know one percentage of the marks and need another. | We know that 50% of the marks is 250 marks. | Because 50% has 50 equal parts, dividing 250 marks by 50 gives 1% of the marks. | $$1\% = 250\text{ marks} \div 50 = 5\text{ marks}$$ | The required share is 75% of the marks. | Since 1% is one part, multiply its value by 75 to get 75% of the marks. | $$75\% = 5\text{ marks} \times 75 = 375\text{ marks}$$ | This is consistent because 50 copies of the 1% value make 250 marks. | $$5\text{ marks} \times 50 = 250\text{ marks}$$ | This means the required marks count is 375 marks.","[""We know one percentage of the marks and need another."",""We know that 50% of the marks is 250 marks."",""Because 50% has 50 equal parts, dividing 250 marks by 50 gives 1% of the marks. | $$1\\% = 250\\text{ marks} \\div 50 = 5\\text{ marks}$$"",""The required share is 75% of the marks."",""Since 1% is one part, multiply its value by 75 to get 75% of the marks. | $$75\\% = 5\\text{ marks} \\times 75 = 375\\text{ marks}$$"",""This is consistent because 50 copies of the 1% value make 250 marks. | $$5\\text{ marks} \\times 50 = 250\\text{ marks}$$"",""This means the required marks count is 375 marks.""]","","","PENDING_REVIEW"
"CSV-001-0168","PCT-QL-217","Easy","number","detailed","UNIT_VALUE","eev2-v1","We know one percentage of the number and need another. | Here, 500 represents 50% of the number. | Because 50% has 50 equal parts, dividing 500 by 50 gives 1% of the number. | $$1\% = 500 \div 50 = 10$$ | We can now move from 1% to 75% of the number. | Since 1% is one part, multiply its value by 75 to get 75% of the number. | $$75\% = 10 \times 75 = 750$$ | The check agrees with the question: 50% gives 500. | $$10 \times 50 = 500$$ | This means the required value is 750.","[""We know one percentage of the number and need another."",""Here, 500 represents 50% of the number."",""Because 50% has 50 equal parts, dividing 500 by 50 gives 1% of the number. | $$1\\% = 500 \\div 50 = 10$$"",""We can now move from 1% to 75% of the number."",""Since 1% is one part, multiply its value by 75 to get 75% of the number. | $$75\\% = 10 \\times 75 = 750$$"",""The check agrees with the question: 50% gives 500. | $$10 \\times 50 = 500$$"",""This means the required value is 750.""]","","","PENDING_REVIEW"
"CSV-001-0169","PCT-QL-317","Easy","monthly salary","short","UNIT_VALUE","eev2-v1","We can see that both percentage values belong to the monthly salary. | ₹75,000 is the value of 75% of the monthly salary. | Because 75% of the monthly salary has 75 equal 1% parts, divide ₹75,000 by 75. | $$1\% = \text{₹}75,000 \div 75 = \text{₹}1,000$$ | We can now move from 1% to 50% of the monthly salary. | Use the 1% value 50 times to get 50% of the monthly salary. | $$50\% = \text{₹}1,000 \times 50 = \text{₹}50,000$$ | The amount represented by 50% of the monthly salary is ₹50,000.","[""We can see that both percentage values belong to the monthly salary."",""₹75,000 is the value of 75% of the monthly salary."",""Because 75% of the monthly salary has 75 equal 1% parts, divide ₹75,000 by 75. | $$1\\% = \\text{₹}75,000 \\div 75 = \\text{₹}1,000$$"",""We can now move from 1% to 50% of the monthly salary."",""Use the 1% value 50 times to get 50% of the monthly salary. | $$50\\% = \\text{₹}1,000 \\times 50 = \\text{₹}50,000$$"",""The amount represented by 50% of the monthly salary is ₹50,000.""]","","","PENDING_REVIEW"
"CSV-001-0170","PCT-QL-417","Easy","annual income","short","UNIT_VALUE","eev2-v1","We can use the known percentage of the annual income to find the required one. | Start with the given relation: 75% of the annual income is ₹1,87,500. | Because 75% of the annual income has 75 equal 1% parts, divide ₹1,87,500 by 75. | $$1\% = \text{₹}1,87,500 \div 75 = \text{₹}2,500$$ | Now turn the 1% value into 50% of the annual income. | Use the 1% value 50 times to get 50% of the annual income. | $$50\% = \text{₹}2,500 \times 50 = \text{₹}1,25,000$$ | This means 50% of the annual income comes to ₹1,25,000.","[""We can use the known percentage of the annual income to find the required one."",""Start with the given relation: 75% of the annual income is ₹1,87,500."",""Because 75% of the annual income has 75 equal 1% parts, divide ₹1,87,500 by 75. | $$1\\% = \\text{₹}1,87,500 \\div 75 = \\text{₹}2,500$$"",""Now turn the 1% value into 50% of the annual income."",""Use the 1% value 50 times to get 50% of the annual income. | $$50\\% = \\text{₹}2,500 \\times 50 = \\text{₹}1,25,000$$"",""This means 50% of the annual income comes to ₹1,25,000.""]","","","PENDING_REVIEW"
"CSV-001-0171","PCT-QL-017","Medium","annual profit","short","UNIT_VALUE","eev2-v1","We are finding a new percentage of the annual profit. | The given information is 80% of the annual profit = ₹40,040. | Because 80% of the annual profit has 80 equal 1% parts, divide ₹40,040 by 80. | $$1\% = \text{₹}40,040 \div 80 = \text{₹}500.5$$ | Now we need 30% of the annual profit. | Use the 1% value 30 times to get 30% of the annual profit. | $$30\% = \text{₹}500.5 \times 30 = \text{₹}15,015$$ | So the amount corresponding to 30% of the annual profit is ₹15,015.","[""We are finding a new percentage of the annual profit."",""The given information is 80% of the annual profit = ₹40,040."",""Because 80% of the annual profit has 80 equal 1% parts, divide ₹40,040 by 80. | $$1\\% = \\text{₹}40,040 \\div 80 = \\text{₹}500.5$$"",""Now we need 30% of the annual profit."",""Use the 1% value 30 times to get 30% of the annual profit. | $$30\\% = \\text{₹}500.5 \\times 30 = \\text{₹}15,015$$"",""So the amount corresponding to 30% of the annual profit is ₹15,015.""]","","","PENDING_REVIEW"
"CSV-001-0172","PCT-QL-117","Medium","expenses","short","UNIT_VALUE","eev2-v1","We can see that both percentage values belong to the expenses. | Here, ₹15,015 represents 30% of the expenses. | Because 30% of the expenses has 30 equal 1% parts, divide ₹15,015 by 30. | $$1\% = \text{₹}15,015 \div 30 = \text{₹}500.5$$ | The question asks for 80% of the expenses. | Use the 1% value 80 times to get 80% of the expenses. | $$80\% = \text{₹}500.5 \times 80 = \text{₹}40,040$$ | The amount represented by 80% of the expenses is ₹40,040.","[""We can see that both percentage values belong to the expenses."",""Here, ₹15,015 represents 30% of the expenses."",""Because 30% of the expenses has 30 equal 1% parts, divide ₹15,015 by 30. | $$1\\% = \\text{₹}15,015 \\div 30 = \\text{₹}500.5$$"",""The question asks for 80% of the expenses."",""Use the 1% value 80 times to get 80% of the expenses. | $$80\\% = \\text{₹}500.5 \\times 80 = \\text{₹}40,040$$"",""The amount represented by 80% of the expenses is ₹40,040.""]","","","PENDING_REVIEW"
"CSV-001-0173","PCT-QL-217","Medium","bonus","short","UNIT_VALUE","eev2-v1","We know one percentage of the bonus and need another. | Start with the given relation: 30% of the bonus is ₹30,000. | Because 30% of the bonus has 30 equal 1% parts, divide ₹30,000 by 30. | $$1\% = \text{₹}30,000 \div 30 = \text{₹}1,000$$ | The required share is 80% of the bonus. | Use the 1% value 80 times to get 80% of the bonus. | $$80\% = \text{₹}1,000 \times 80 = \text{₹}80,000$$ | The amount represented by 80% of the bonus is ₹80,000.","[""We know one percentage of the bonus and need another."",""Start with the given relation: 30% of the bonus is ₹30,000."",""Because 30% of the bonus has 30 equal 1% parts, divide ₹30,000 by 30. | $$1\\% = \\text{₹}30,000 \\div 30 = \\text{₹}1,000$$"",""The required share is 80% of the bonus."",""Use the 1% value 80 times to get 80% of the bonus. | $$80\\% = \\text{₹}1,000 \\times 80 = \\text{₹}80,000$$"",""The amount represented by 80% of the bonus is ₹80,000.""]","","","PENDING_REVIEW"
"CSV-001-0174","PCT-QL-317","Medium","commission","short","UNIT_VALUE","eev2-v1","We will first connect the known percentage of the commission with the required percentage. | 30% of the commission equals ₹45,000. | Because 30% of the commission has 30 equal 1% parts, divide ₹45,000 by 30. | $$1\% = \text{₹}45,000 \div 30 = \text{₹}1,500$$ | Now we need 80% of the commission. | Use the 1% value 80 times to get 80% of the commission. | $$80\% = \text{₹}1,500 \times 80 = \text{₹}1,20,000$$ | Therefore, 80% of the commission is ₹1,20,000.","[""We will first connect the known percentage of the commission with the required percentage."",""30% of the commission equals ₹45,000."",""Because 30% of the commission has 30 equal 1% parts, divide ₹45,000 by 30. | $$1\\% = \\text{₹}45,000 \\div 30 = \\text{₹}1,500$$"",""Now we need 80% of the commission."",""Use the 1% value 80 times to get 80% of the commission. | $$80\\% = \\text{₹}1,500 \\times 80 = \\text{₹}1,20,000$$"",""Therefore, 80% of the commission is ₹1,20,000.""]","","","PENDING_REVIEW"
"CSV-001-0175","PCT-QL-417","Medium","savings","short","UNIT_VALUE","eev2-v1","We are comparing two percentages of the savings. | The given information is 80% of the savings = ₹40,000. | Because 80% of the savings has 80 equal 1% parts, divide ₹40,000 by 80. | $$1\% = \text{₹}40,000 \div 80 = \text{₹}500$$ | Now we need 30% of the savings. | Use the 1% value 30 times to get 30% of the savings. | $$30\% = \text{₹}500 \times 30 = \text{₹}15,000$$ | So the amount corresponding to 30% of the savings is ₹15,000.","[""We are comparing two percentages of the savings."",""The given information is 80% of the savings = ₹40,000."",""Because 80% of the savings has 80 equal 1% parts, divide ₹40,000 by 80. | $$1\\% = \\text{₹}40,000 \\div 80 = \\text{₹}500$$"",""Now we need 30% of the savings."",""Use the 1% value 30 times to get 30% of the savings. | $$30\\% = \\text{₹}500 \\times 30 = \\text{₹}15,000$$"",""So the amount corresponding to 30% of the savings is ₹15,000.""]","","","PENDING_REVIEW"
"CSV-001-0176","PCT-QL-017","Hard","revenue","standard","UNIT_VALUE","eev2-v1","We are comparing two percentages of the revenue. | The given information is 99% of the revenue = ₹49,549.5. | Because 99% of the revenue has 99 equal 1% parts, divide ₹49,549.5 by 99. | $$1\% = \text{₹}49,549.5 \div 99 = \text{₹}500.5$$ | Now we need 75% of the revenue. | Because 1% is known, multiply its value by 75 to get 75% of the revenue. | $$75\% = \text{₹}500.5 \times 75 = \text{₹}37,537.5$$ | So the amount corresponding to 75% of the revenue is ₹37,537.5.","[""We are comparing two percentages of the revenue."",""The given information is 99% of the revenue = ₹49,549.5."",""Because 99% of the revenue has 99 equal 1% parts, divide ₹49,549.5 by 99. | $$1\\% = \\text{₹}49,549.5 \\div 99 = \\text{₹}500.5$$"",""Now we need 75% of the revenue."",""Because 1% is known, multiply its value by 75 to get 75% of the revenue. | $$75\\% = \\text{₹}500.5 \\times 75 = \\text{₹}37,537.5$$"",""So the amount corresponding to 75% of the revenue is ₹37,537.5.""]","","","PENDING_REVIEW"
"CSV-001-0177","PCT-QL-117","Hard","students","standard","UNIT_VALUE","eev2-v1","We are comparing two percentages of the students. | 99% of the students equals 990 students. | Because 99% of the students has 99 equal 1% parts, divide 990 students by 99. | $$1\% = 990\text{ students} \div 99 = 10\text{ students}$$ | Now we need 0.5% of the students. | Because 1% is known, multiply its value by 0.5 to get 0.5% of the students. | $$0.5\% = 10\text{ students} \times 0.5 = 5\text{ students}$$ | Therefore, 0.5% of the students represents 5 students.","[""We are comparing two percentages of the students."",""99% of the students equals 990 students."",""Because 99% of the students has 99 equal 1% parts, divide 990 students by 99. | $$1\\% = 990\\text{ students} \\div 99 = 10\\text{ students}$$"",""Now we need 0.5% of the students."",""Because 1% is known, multiply its value by 0.5 to get 0.5% of the students. | $$0.5\\% = 10\\text{ students} \\times 0.5 = 5\\text{ students}$$"",""Therefore, 0.5% of the students represents 5 students.""]","","","PENDING_REVIEW"
"CSV-001-0178","PCT-QL-217","Hard","workers","standard","UNIT_VALUE","eev2-v1","The required percentage is the same 99% already given for the workers. | 99% of the workers is 1,980 workers. | There is no need to find 1% because the requested percentage is already known. | The question asks for that same 99% of the workers. | No multiplication or scaling is needed. | So 99% of the workers remains 1,980 workers.","[""The required percentage is the same 99% already given for the workers."",""99% of the workers is 1,980 workers."",""There is no need to find 1% because the requested percentage is already known."",""The question asks for that same 99% of the workers."",""No multiplication or scaling is needed."",""So 99% of the workers remains 1,980 workers.""]","","","PENDING_REVIEW"
"CSV-001-0179","PCT-QL-317","Hard","employees","standard","UNIT_VALUE","eev2-v1","Here, the given and required percentages are both 99%. | 99% of the employees is 4,950 employees. | We can skip the 1% step because both percentages are equal. | The question asks for that same 99% of the employees. | There is no change from the given percentage. | So 99% of the employees remains 4,950 employees.","[""Here, the given and required percentages are both 99%."",""99% of the employees is 4,950 employees."",""We can skip the 1% step because both percentages are equal."",""The question asks for that same 99% of the employees."",""There is no change from the given percentage."",""So 99% of the employees remains 4,950 employees.""]","","","PENDING_REVIEW"
"CSV-001-0180","PCT-QL-417","Hard","books","standard","UNIT_VALUE","eev2-v1","The required percentage is the same 99% already given for the books. | 99% of the books is 9,900 books. | There is no need to find 1% because the requested percentage is already known. | The question asks for that same 99% of the books. | No multiplication or scaling is needed. | So 99% of the books remains 9,900 books.","[""The required percentage is the same 99% already given for the books."",""99% of the books is 9,900 books."",""There is no need to find 1% because the requested percentage is already known."",""The question asks for that same 99% of the books."",""No multiplication or scaling is needed."",""So 99% of the books remains 9,900 books.""]","","","PENDING_REVIEW"
"CSV-001-0181","PCT-QL-017","Easy","trees","standard","UNIT_VALUE","eev2-v1","We need to move from one percentage of the trees to another. | 20% of the trees equals 40 trees. | Because 20% of the trees has 20 equal 1% parts, divide 40 trees by 20. | $$1\% = 40\text{ trees} \div 20 = 2\text{ trees}$$ | Our target is 25% of the trees. | Because 1% is known, multiply its value by 25 to get 25% of the trees. | $$25\% = 2\text{ trees} \times 25 = 50\text{ trees}$$ | So 25% of the trees is 50 trees.","[""We need to move from one percentage of the trees to another."",""20% of the trees equals 40 trees."",""Because 20% of the trees has 20 equal 1% parts, divide 40 trees by 20. | $$1\\% = 40\\text{ trees} \\div 20 = 2\\text{ trees}$$"",""Our target is 25% of the trees."",""Because 1% is known, multiply its value by 25 to get 25% of the trees. | $$25\\% = 2\\text{ trees} \\times 25 = 50\\text{ trees}$$"",""So 25% of the trees is 50 trees.""]","","","PENDING_REVIEW"
